,track_name,artist,album,release_date,explicit,track_id,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
397,Jelly Bubble Rise,Alex Attias,Patchwork (Compiled by Sassy J),2019-12-13,False,5p0GLccbPHn3eN2IBPigg4,spotify:track:5p0GLccbPHn3eN2IBPigg4,0.667,0.753,8,-12.304,0,0.0471,0.00344,0.928,0.202,0.372,116.978,audio_features,5p0GLccbPHn3eN2IBPigg4,spotify:track:5p0GLccbPHn3eN2IBPigg4,https://api.spotify.com/v1/tracks/5p0GLccbPHn3eN2IBPigg4,https://api.spotify.com/v1/audio-analysis/5p0GLccbPHn3eN2IBPigg4,360733,4
398,She Only Counts to Eight,Eluize,She Only Counts to Eight,2019-10-29,False,027LxcmuIVTqt5E2xIhRgS,spotify:track:027LxcmuIVTqt5E2xIhRgS,0.59,0.702,4,-10.634,1,0.0371,0.00322,0.11,0.0774,0.307,121.007,audio_features,027LxcmuIVTqt5E2xIhRgS,spotify:track:027LxcmuIVTqt5E2xIhRgS,https://api.spotify.com/v1/tracks/027LxcmuIVTqt5E2xIhRgS,https://api.spotify.com/v1/audio-analysis/027LxcmuIVTqt5E2xIhRgS,363204,4
399,99er,Hammer,Marble Arch EP,2019-12-06,False,6EJ3k5nWuTzFv0QjL0feiq,spotify:track:6EJ3k5nWuTzFv0QjL0feiq,0.765,0.945,1,-8.47,0,0.0623,0.00169,0.878,0.145,0.501,129.025,audio_features,6EJ3k5nWuTzFv0QjL0feiq,spotify:track:6EJ3k5nWuTzFv0QjL0feiq,https://api.spotify.com/v1/tracks/6EJ3k5nWuTzFv0QjL0feiq,https://api.spotify.com/v1/audio-analysis/6EJ3k5nWuTzFv0QjL0feiq,346047,4
400,Static,Dusky,Life Signs Vol. 1,2019-07-05,False,387t13BOBNfxBdKP7M1zVA,spotify:track:387t13BOBNfxBdKP7M1zVA,0.637,0.856,7,-9.661,1,0.0436,0.0135,0.935,0.0597,0.554,126.987,audio_features,387t13BOBNfxBdKP7M1zVA,spotify:track:387t13BOBNfxBdKP7M1zVA,https://api.spotify.com/v1/tracks/387t13BOBNfxBdKP7M1zVA,https://api.spotify.com/v1/audio-analysis/387t13BOBNfxBdKP7M1zVA,205926,4
401,Still Trippin - Object Blue's what are you doing Remix,Jasper James,Steel City Dance Discs Volume 13,2019-11-29,False,2gaZOlPNwT50ABukf90iS9,spotify:track:2gaZOlPNwT50ABukf90iS9,0.728,0.942,4,-6.811,0,0.0526,0.0638,0.508,0.153,0.548,128.011,audio_features,2gaZOlPNwT50ABukf90iS9,spotify:track:2gaZOlPNwT50ABukf90iS9,https://api.spotify.com/v1/tracks/2gaZOlPNwT50ABukf90iS9,https://api.spotify.com/v1/audio-analysis/2gaZOlPNwT50ABukf90iS9,242850,4
402,Limb To Limb,Lapalux,Amnioverse,2019-11-08,False,4yICMgapV17IPYN4bLpBAM,spotify:track:4yICMgapV17IPYN4bLpBAM,0.597,0.727,1,-9.48,1,0.0593,0.462,0.289,0.102,0.294,101.911,audio_features,4yICMgapV17IPYN4bLpBAM,spotify:track:4yICMgapV17IPYN4bLpBAM,https://api.spotify.com/v1/tracks/4yICMgapV17IPYN4bLpBAM,https://api.spotify.com/v1/audio-analysis/4yICMgapV17IPYN4bLpBAM,254118,3
403,Walking In Circles,Calibre,Planet Hearth,2019-11-29,False,40m7Ext5J4Nxaky0rlXkNm,spotify:track:40m7Ext5J4Nxaky0rlXkNm,0.529,0.252,2,-17.514,0,0.031,0.404,0.628,0.146,0.223,85.863,audio_features,40m7Ext5J4Nxaky0rlXkNm,spotify:track:40m7Ext5J4Nxaky0rlXkNm,https://api.spotify.com/v1/tracks/40m7Ext5J4Nxaky0rlXkNm,https://api.spotify.com/v1/audio-analysis/40m7Ext5J4Nxaky0rlXkNm,355097,4
404,Okay,SASSY 009,KILL SASSY 009,2019-11-22,False,0T4JUX88SPyHnOjuL7AMtZ,spotify:track:0T4JUX88SPyHnOjuL7AMtZ,0.275,0.529,1,-13.573,1,0.0554,0.217,0.738,0.142,0.112,159.955,audio_features,0T4JUX88SPyHnOjuL7AMtZ,spotify:track:0T4JUX88SPyHnOjuL7AMtZ,https://api.spotify.com/v1/tracks/0T4JUX88SPyHnOjuL7AMtZ,https://api.spotify.com/v1/audio-analysis/0T4JUX88SPyHnOjuL7AMtZ,200010,5
405,3am Central Line,1-800 GIRLS,Dancing For You,2019-11-29,False,48Gn9VEtPTXd8rWGf35rPA,spotify:track:48Gn9VEtPTXd8rWGf35rPA,0.628,0.633,5,-10.986,1,0.0316,0.479,0.604,0.083,0.236,122.015,audio_features,48Gn9VEtPTXd8rWGf35rPA,spotify:track:48Gn9VEtPTXd8rWGf35rPA,https://api.spotify.com/v1/tracks/48Gn9VEtPTXd8rWGf35rPA,https://api.spotify.com/v1/audio-analysis/48Gn9VEtPTXd8rWGf35rPA,375518,4
406,"This, Too, Will Pass",ABSOLUTE.,Make The Call,2019-10-18,False,6yLA6Tzm0JdQ5vp1piD3qF,spotify:track:6yLA6Tzm0JdQ5vp1piD3qF,0.439,0.634,2,-6.229,0,0.0467,0.0719,0.738,0.108,0.0379,104.929,audio_features,6yLA6Tzm0JdQ5vp1piD3qF,spotify:track:6yLA6Tzm0JdQ5vp1piD3qF,https://api.spotify.com/v1/tracks/6yLA6Tzm0JdQ5vp1piD3qF,https://api.spotify.com/v1/audio-analysis/6yLA6Tzm0JdQ5vp1piD3qF,257643,4
407,Aqua Block,Shanti Celeste,Tangerine,2019-11-15,False,2BJAxGByntYSadrvbSm6cI,spotify:track:2BJAxGByntYSadrvbSm6cI,0.706,0.762,1,-9.163,1,0.0415,0.00367,0.92,0.317,0.914,147.997,audio_features,2BJAxGByntYSadrvbSm6cI,spotify:track:2BJAxGByntYSadrvbSm6cI,https://api.spotify.com/v1/tracks/2BJAxGByntYSadrvbSm6cI,https://api.spotify.com/v1/audio-analysis/2BJAxGByntYSadrvbSm6cI,328693,4
408,6666,HAAi,"Systems Up, Windows Down",2019-11-14,False,5eFImA1OPEFC2XLhzWybcd,spotify:track:5eFImA1OPEFC2XLhzWybcd,0.569,0.879,5,-5.647,1,0.0328,1.73e-05,0.89,0.117,0.184,135.941,audio_features,5eFImA1OPEFC2XLhzWybcd,spotify:track:5eFImA1OPEFC2XLhzWybcd,https://api.spotify.com/v1/tracks/5eFImA1OPEFC2XLhzWybcd,https://api.spotify.com/v1/audio-analysis/5eFImA1OPEFC2XLhzWybcd,297716,4
409,Why Do Cowboys Never Die In The East?,Laurence Guy,Why Do Cowboys Never Die In The East?,2019-11-08,False,7t39kIigMrc10lwVfBJODK,spotify:track:7t39kIigMrc10lwVfBJODK,0.656,0.666,3,-13.855,0,0.0535,0.288,0.855,0.112,0.694,126.003,audio_features,7t39kIigMrc10lwVfBJODK,spotify:track:7t39kIigMrc10lwVfBJODK,https://api.spotify.com/v1/tracks/7t39kIigMrc10lwVfBJODK,https://api.spotify.com/v1/audio-analysis/7t39kIigMrc10lwVfBJODK,499748,4
410,Imminent Spirit Arrival,Octo Octa,Resonant Body,2019-09-06,False,5SsgmiLNsPRMd9KZN6TOdR,spotify:track:5SsgmiLNsPRMd9KZN6TOdR,0.624,0.886,7,-8.23,1,0.0368,0.00804,0.876,0.107,0.22,126.998,audio_features,5SsgmiLNsPRMd9KZN6TOdR,spotify:track:5SsgmiLNsPRMd9KZN6TOdR,https://api.spotify.com/v1/tracks/5SsgmiLNsPRMd9KZN6TOdR,https://api.spotify.com/v1/audio-analysis/5SsgmiLNsPRMd9KZN6TOdR,394961,4
411,Flowers - Sunship Radio Edit,Sweet Female Attitude,Flowers,2015-07-24,False,1IqANTbvKLojRoomq685LA,spotify:track:1IqANTbvKLojRoomq685LA,0.746,0.906,0,-9.003,0,0.0975,0.434,0.00458,0.52,0.942,131.855,audio_features,1IqANTbvKLojRoomq685LA,spotify:track:1IqANTbvKLojRoomq685LA,https://api.spotify.com/v1/tracks/1IqANTbvKLojRoomq685LA,https://api.spotify.com/v1/audio-analysis/1IqANTbvKLojRoomq685LA,230907,4
412,What's It Gonna Be (feat. Platnum),"H ""two"" O",What's It Gonna Be (feat. Platnum),2008-02-08,False,2xUjNGHjJOBcpTf7dYx4EY,spotify:track:2xUjNGHjJOBcpTf7dYx4EY,0.733,0.9,9,-4.758,1,0.0341,0.0085,0.0218,0.151,0.937,139.61,audio_features,2xUjNGHjJOBcpTf7dYx4EY,spotify:track:2xUjNGHjJOBcpTf7dYx4EY,https://api.spotify.com/v1/tracks/2xUjNGHjJOBcpTf7dYx4EY,https://api.spotify.com/v1/audio-analysis/2xUjNGHjJOBcpTf7dYx4EY,207476,4
413,Body Groove - Mix Mc Version,Architechs,Body Groove,2000-01-01,False,56UNoQz1kXeBZeqmQbFpYe,spotify:track:56UNoQz1kXeBZeqmQbFpYe,0.872,0.707,1,-7.911,1,0.0509,0.0362,5.59e-06,0.27,0.921,132.955,audio_features,56UNoQz1kXeBZeqmQbFpYe,spotify:track:56UNoQz1kXeBZeqmQbFpYe,https://api.spotify.com/v1/tracks/56UNoQz1kXeBZeqmQbFpYe,https://api.spotify.com/v1/audio-analysis/56UNoQz1kXeBZeqmQbFpYe,315533,4
414,Babycakes,3 Of A Kind,Babycakes,2004-01-01,False,0dAn58pe2GWDTlqa2Th4mP,spotify:track:0dAn58pe2GWDTlqa2Th4mP,0.817,0.719,0,-6.858,1,0.0982,0.351,3.33e-06,0.0592,0.838,137.944,audio_features,0dAn58pe2GWDTlqa2Th4mP,spotify:track:0dAn58pe2GWDTlqa2Th4mP,https://api.spotify.com/v1/tracks/0dAn58pe2GWDTlqa2Th4mP,https://api.spotify.com/v1/audio-analysis/0dAn58pe2GWDTlqa2Th4mP,154387,4
415,Do You Really Like It? - Radio Edit,DJ Pied Piper & The Masters Of Ceremonies,Do You Really Like It? (Remixes),2001-05-21,False,4Mnw05kNd0j1XDHwtfzofp,spotify:track:4Mnw05kNd0j1XDHwtfzofp,0.847,0.877,2,-5.424,1,0.0493,0.124,0.0,0.148,0.764,131.044,audio_features,4Mnw05kNd0j1XDHwtfzofp,spotify:track:4Mnw05kNd0j1XDHwtfzofp,https://api.spotify.com/v1/tracks/4Mnw05kNd0j1XDHwtfzofp,https://api.spotify.com/v1/audio-analysis/4Mnw05kNd0j1XDHwtfzofp,217120,4
416,Sambuca - Original Mix - Radio Edit; feat. Dennis G,Wideboys Feat: Dennis G,Sambuca,2001,False,4todOcpbt1Kpp4jl5x0r9h,spotify:track:4todOcpbt1Kpp4jl5x0r9h,0.879,0.669,0,-8.013,1,0.147,0.0571,1.21e-05,0.022,0.94,129.019,audio_features,4todOcpbt1Kpp4jl5x0r9h,spotify:track:4todOcpbt1Kpp4jl5x0r9h,https://api.spotify.com/v1/tracks/4todOcpbt1Kpp4jl5x0r9h,https://api.spotify.com/v1/audio-analysis/4todOcpbt1Kpp4jl5x0r9h,204133,4
417,Movin' Too Fast - Radio Edit,Artful Dodger,Movin' Too Fast (Radio Edit) - Single,2014-09-04,False,7cVZP5NpfJswuCO3kvX4zd,spotify:track:7cVZP5NpfJswuCO3kvX4zd,0.844,0.506,11,-11.082,0,0.0453,0.0878,1.65e-05,0.0323,0.515,127.099,audio_features,7cVZP5NpfJswuCO3kvX4zd,spotify:track:7cVZP5NpfJswuCO3kvX4zd,https://api.spotify.com/v1/tracks/7cVZP5NpfJswuCO3kvX4zd,https://api.spotify.com/v1/audio-analysis/7cVZP5NpfJswuCO3kvX4zd,238093,4
418,In The Morning (Let Your Love Come In) - Original Radio Edit,Egypt,In The Morning (Let Your Love Come In),2009-01-01,False,2M5BecF1hOqHevr4BDRi84,spotify:track:2M5BecF1hOqHevr4BDRi84,0.736,0.628,2,-2.69,0,0.0848,0.312,0.0304,0.0428,0.959,129.785,audio_features,2M5BecF1hOqHevr4BDRi84,spotify:track:2M5BecF1hOqHevr4BDRi84,https://api.spotify.com/v1/tracks/2M5BecF1hOqHevr4BDRi84,https://api.spotify.com/v1/audio-analysis/2M5BecF1hOqHevr4BDRi84,134785,4
419,No Scrubs,TLC,Fanmail,1999-02-23,False,1KGi9sZVMeszgZOWivFpxs,spotify:track:1KGi9sZVMeszgZOWivFpxs,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,audio_features,1KGi9sZVMeszgZOWivFpxs,spotify:track:1KGi9sZVMeszgZOWivFpxs,https://api.spotify.com/v1/tracks/1KGi9sZVMeszgZOWivFpxs,https://api.spotify.com/v1/audio-analysis/1KGi9sZVMeszgZOWivFpxs,214400,4
420,"“sorry (i Didn’t Know)"" (original Radio Edit)",Monsta Boy,Sorry,2000-09-25,False,1ElsvWNXbo3jXs4OuakQLn,spotify:track:1ElsvWNXbo3jXs4OuakQLn,0.753,0.635,11,-9.782,1,0.0425,0.0319,0.0,0.0493,0.845,129.972,audio_features,1ElsvWNXbo3jXs4OuakQLn,spotify:track:1ElsvWNXbo3jXs4OuakQLn,https://api.spotify.com/v1/tracks/1ElsvWNXbo3jXs4OuakQLn,https://api.spotify.com/v1/audio-analysis/1ElsvWNXbo3jXs4OuakQLn,250160,4
421,Crazy Love,MJ Cole,Sincere,2000-12-01,False,6HfooVSTxGJAMSl2KMrmCV,spotify:track:6HfooVSTxGJAMSl2KMrmCV,0.885,0.629,9,-8.05,0,0.059,0.206,2.97e-06,0.121,0.752,131.977,audio_features,6HfooVSTxGJAMSl2KMrmCV,spotify:track:6HfooVSTxGJAMSl2KMrmCV,https://api.spotify.com/v1/tracks/6HfooVSTxGJAMSl2KMrmCV,https://api.spotify.com/v1/audio-analysis/6HfooVSTxGJAMSl2KMrmCV,279587,4
422,"Teardrops (Flava 7"" Mix)",Lovestation,Teardrops,2016-08-18,False,49hFJr1GCLuf0d7zeyyjIJ,spotify:track:49hFJr1GCLuf0d7zeyyjIJ,0.825,0.456,3,-14.624,0,0.056,0.0641,0.00246,0.24,0.795,128.571,audio_features,49hFJr1GCLuf0d7zeyyjIJ,spotify:track:49hFJr1GCLuf0d7zeyyjIJ,https://api.spotify.com/v1/tracks/49hFJr1GCLuf0d7zeyyjIJ,https://api.spotify.com/v1/audio-analysis/49hFJr1GCLuf0d7zeyyjIJ,226667,4
423,I Wanna Feel - Radio Edit,Secondcity,I Wanna Feel (Radio Edit),2014-05-23,False,77jaOS5YDCDGPto5Pomi4h,spotify:track:77jaOS5YDCDGPto5Pomi4h,0.692,0.896,10,-6.298,0,0.0637,0.0764,0.00194,0.157,0.804,121.999,audio_features,77jaOS5YDCDGPto5Pomi4h,spotify:track:77jaOS5YDCDGPto5Pomi4h,https://api.spotify.com/v1/tracks/77jaOS5YDCDGPto5Pomi4h,https://api.spotify.com/v1/audio-analysis/77jaOS5YDCDGPto5Pomi4h,185934,4
424,Re-Rewind,Artful Dodger,Re-Rewind (The Crowd Say Bo Selecta),1999-11-26,False,0VqSg7nsmUNJKHZYufNZFo,spotify:track:0VqSg7nsmUNJKHZYufNZFo,0.807,0.944,4,-5.592,0,0.0844,0.0857,0.00614,0.102,0.906,130.032,audio_features,0VqSg7nsmUNJKHZYufNZFo,spotify:track:0VqSg7nsmUNJKHZYufNZFo,https://api.spotify.com/v1/tracks/0VqSg7nsmUNJKHZYufNZFo,https://api.spotify.com/v1/audio-analysis/0VqSg7nsmUNJKHZYufNZFo,242160,4
425,Candy,Cameo,R&B Classics Collection,2008-08-04,False,0BzapQ62bPrdKS8sGVQ7UF,spotify:track:0BzapQ62bPrdKS8sGVQ7UF,0.698,0.908,11,-4.57,0,0.073,0.0802,4.03e-06,0.309,0.842,110.911,audio_features,0BzapQ62bPrdKS8sGVQ7UF,spotify:track:0BzapQ62bPrdKS8sGVQ7UF,https://api.spotify.com/v1/tracks/0BzapQ62bPrdKS8sGVQ7UF,https://api.spotify.com/v1/audio-analysis/0BzapQ62bPrdKS8sGVQ7UF,246533,4
426,Say My Name,Destiny's Child,The Writing's On The Wall,1999-07-27,False,7H6ev70Weq6DdpZyyTmUXk,spotify:track:7H6ev70Weq6DdpZyyTmUXk,0.713,0.678,5,-3.525,0,0.102,0.273,0.0,0.149,0.734,138.009,audio_features,7H6ev70Weq6DdpZyyTmUXk,spotify:track:7H6ev70Weq6DdpZyyTmUXk,https://api.spotify.com/v1/tracks/7H6ev70Weq6DdpZyyTmUXk,https://api.spotify.com/v1/audio-analysis/7H6ev70Weq6DdpZyyTmUXk,271333,4
427,"21 Seconds - 12"" Version",So Solid Crew,21 Seconds,2001-08-06,True,1NOdN5Qoz4GGsVETMHqsMb,spotify:track:1NOdN5Qoz4GGsVETMHqsMb,0.577,0.677,7,-11.877,1,0.196,0.00506,0.0,0.0827,0.834,111.095,audio_features,1NOdN5Qoz4GGsVETMHqsMb,spotify:track:1NOdN5Qoz4GGsVETMHqsMb,https://api.spotify.com/v1/tracks/1NOdN5Qoz4GGsVETMHqsMb,https://api.spotify.com/v1/audio-analysis/1NOdN5Qoz4GGsVETMHqsMb,294373,1
428,Miss Independent,Ne-Yo,Miss Independent (Int'l Maxi),2008-01-01,False,5hyKiDwqUgI57ONsZcGh4z,spotify:track:5hyKiDwqUgI57ONsZcGh4z,0.662,0.698,1,-5.464,1,0.113,0.454,0.0,0.282,0.734,171.859,audio_features,5hyKiDwqUgI57ONsZcGh4z,spotify:track:5hyKiDwqUgI57ONsZcGh4z,https://api.spotify.com/v1/tracks/5hyKiDwqUgI57ONsZcGh4z,https://api.spotify.com/v1/audio-analysis/5hyKiDwqUgI57ONsZcGh4z,230960,4
429,7 Days,Craig David,Born to Do It,2001-03-03,False,0gPQTLaqHDgdupKEok7J2x,spotify:track:0gPQTLaqHDgdupKEok7J2x,0.659,0.812,4,-7.499,0,0.0487,0.23,0.0,0.0951,0.888,83.013,audio_features,0gPQTLaqHDgdupKEok7J2x,spotify:track:0gPQTLaqHDgdupKEok7J2x,https://api.spotify.com/v1/tracks/0gPQTLaqHDgdupKEok7J2x,https://api.spotify.com/v1/audio-analysis/0gPQTLaqHDgdupKEok7J2x,235133,4
430,Sweet Like Chocolate (Radio Edit),Shanks & Bigfoot,Sweet Like Chocolate,1999-05-17,False,3IFVskDtdJTwAZ0I8HGvoO,spotify:track:3IFVskDtdJTwAZ0I8HGvoO,0.909,0.628,5,-10.664,1,0.0722,0.0481,0.291,0.0967,0.697,130.65,audio_features,3IFVskDtdJTwAZ0I8HGvoO,spotify:track:3IFVskDtdJTwAZ0I8HGvoO,https://api.spotify.com/v1/tracks/3IFVskDtdJTwAZ0I8HGvoO,https://api.spotify.com/v1/audio-analysis/3IFVskDtdJTwAZ0I8HGvoO,210960,4
431,Gold Digger,Kanye West,Late Registration,2005-01-01,True,3QHPHLAkYV5cQBUYs6rowx,spotify:track:3QHPHLAkYV5cQBUYs6rowx,0.631,0.696,1,-5.572,0,0.348,0.0192,0.0,0.0554,0.621,92.941,audio_features,3QHPHLAkYV5cQBUYs6rowx,spotify:track:3QHPHLAkYV5cQBUYs6rowx,https://api.spotify.com/v1/tracks/3QHPHLAkYV5cQBUYs6rowx,https://api.spotify.com/v1/audio-analysis/3QHPHLAkYV5cQBUYs6rowx,207627,4
432,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm)",2006-01-17,True,3NnUocBmP4PuEEe1eQkuwE,spotify:track:3NnUocBmP4PuEEe1eQkuwE,0.833,0.628,2,-7.041,1,0.141,0.0949,1.6e-06,0.282,0.645,106.328,audio_features,3NnUocBmP4PuEEe1eQkuwE,spotify:track:3NnUocBmP4PuEEe1eQkuwE,https://api.spotify.com/v1/tracks/3NnUocBmP4PuEEe1eQkuwE,https://api.spotify.com/v1/audio-analysis/3NnUocBmP4PuEEe1eQkuwE,286187,4
433,Shackles (Praise You),Mary Mary,Go Get It,2000,False,7JKEA8xYDoFp4q0QBW2PGg,spotify:track:7JKEA8xYDoFp4q0QBW2PGg,0.779,0.834,7,-2.773,1,0.162,0.0343,0.0,0.0886,0.8,100.46,audio_features,7JKEA8xYDoFp4q0QBW2PGg,spotify:track:7JKEA8xYDoFp4q0QBW2PGg,https://api.spotify.com/v1/tracks/7JKEA8xYDoFp4q0QBW2PGg,https://api.spotify.com/v1/audio-analysis/7JKEA8xYDoFp4q0QBW2PGg,198347,4
434,Gotta Get Thru This - D'N'D Radio Edit,Daniel Bedingfield,Gotta Get Thru This,2002,False,023lag1AgeOf7YChojecRu,spotify:track:023lag1AgeOf7YChojecRu,0.838,0.764,7,-5.076,0,0.0586,0.0862,0.000122,0.0906,0.924,133.592,audio_features,023lag1AgeOf7YChojecRu,spotify:track:023lag1AgeOf7YChojecRu,https://api.spotify.com/v1/tracks/023lag1AgeOf7YChojecRu,https://api.spotify.com/v1/audio-analysis/023lag1AgeOf7YChojecRu,161240,4
435,Sunshine - Wookie Main Mix,Gabrielle,Rise,2001-01-01,False,5q1hpdlf8ncJUhKLyjHoHB,spotify:track:5q1hpdlf8ncJUhKLyjHoHB,0.774,0.866,3,-7.651,1,0.0546,0.0599,0.53,0.0867,0.814,137.167,audio_features,5q1hpdlf8ncJUhKLyjHoHB,spotify:track:5q1hpdlf8ncJUhKLyjHoHB,https://api.spotify.com/v1/tracks/5q1hpdlf8ncJUhKLyjHoHB,https://api.spotify.com/v1/audio-analysis/5q1hpdlf8ncJUhKLyjHoHB,266200,4
436,Touch The Sky,Kanye West,Late Registration,2005-01-01,True,2pRyjmTGkz5i8xemOtJ7pG,spotify:track:2pRyjmTGkz5i8xemOtJ7pG,0.524,0.846,9,-4.912,1,0.347,0.0114,0.0,0.309,0.551,98.385,audio_features,2pRyjmTGkz5i8xemOtJ7pG,spotify:track:2pRyjmTGkz5i8xemOtJ7pG,https://api.spotify.com/v1/tracks/2pRyjmTGkz5i8xemOtJ7pG,https://api.spotify.com/v1/audio-analysis/2pRyjmTGkz5i8xemOtJ7pG,236600,1
437,Garage Girls - Sunship Radio Edit,Lonyo,Garage Girls,2001-05-25,False,4P5Rntc1SI0IGeqlrWJQCq,spotify:track:4P5Rntc1SI0IGeqlrWJQCq,0.641,0.954,0,-4.048,1,0.0375,0.0817,0.0001,0.358,0.98,131.95,audio_features,4P5Rntc1SI0IGeqlrWJQCq,spotify:track:4P5Rntc1SI0IGeqlrWJQCq,https://api.spotify.com/v1/tracks/4P5Rntc1SI0IGeqlrWJQCq,https://api.spotify.com/v1/audio-analysis/4P5Rntc1SI0IGeqlrWJQCq,200333,4
438,U Remind Me,Usher,8701,2001-08-07,False,2QsZVnbWVSjKMXK6K3uRBL,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,0.657,0.629,6,-4.938,1,0.0782,0.194,0.0,0.254,0.726,93.985,audio_features,2QsZVnbWVSjKMXK6K3uRBL,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,https://api.spotify.com/v1/tracks/2QsZVnbWVSjKMXK6K3uRBL,https://api.spotify.com/v1/audio-analysis/2QsZVnbWVSjKMXK6K3uRBL,266893,4
439,Breathe - Rap Version,Blu Cantrell,Bittersweet,2003-06-11,False,1BPybPVkDfUjFDvqG04l58,spotify:track:1BPybPVkDfUjFDvqG04l58,0.8,0.663,2,-3.832,1,0.0324,0.048,0.0,0.252,0.472,91.934,audio_features,1BPybPVkDfUjFDvqG04l58,spotify:track:1BPybPVkDfUjFDvqG04l58,https://api.spotify.com/v1/tracks/1BPybPVkDfUjFDvqG04l58,https://api.spotify.com/v1/audio-analysis/1BPybPVkDfUjFDvqG04l58,228000,4
440,Yo (Excuse Me Miss),Chris Brown,Throwback Thursday R&B Jams,2018-04-06,False,7lVEI0S5Kad3KTWn4A2QvX,spotify:track:7lVEI0S5Kad3KTWn4A2QvX,0.536,0.612,4,-5.847,1,0.272,0.119,0.0,0.209,0.57,86.768,audio_features,7lVEI0S5Kad3KTWn4A2QvX,spotify:track:7lVEI0S5Kad3KTWn4A2QvX,https://api.spotify.com/v1/tracks/7lVEI0S5Kad3KTWn4A2QvX,https://api.spotify.com/v1/audio-analysis/7lVEI0S5Kad3KTWn4A2QvX,229040,4
441,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),1997-03-04,True,4INDiWSKvqSKDEu7mh8HFz,spotify:track:4INDiWSKvqSKDEu7mh8HFz,0.845,0.884,6,-4.506,0,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,audio_features,4INDiWSKvqSKDEu7mh8HFz,spotify:track:4INDiWSKvqSKDEu7mh8HFz,https://api.spotify.com/v1/tracks/4INDiWSKvqSKDEu7mh8HFz,https://api.spotify.com/v1/audio-analysis/4INDiWSKvqSKDEu7mh8HFz,257400,4
442,Pon de Replay,Rihanna,Music Of The Sun,2005-01-01,False,3U3Ff8ZvL6oEu1r98gCCWW,spotify:track:3U3Ff8ZvL6oEu1r98gCCWW,0.756,0.632,7,-8.441,1,0.164,0.000165,0.000886,0.0963,0.505,99.009,audio_features,3U3Ff8ZvL6oEu1r98gCCWW,spotify:track:3U3Ff8ZvL6oEu1r98gCCWW,https://api.spotify.com/v1/tracks/3U3Ff8ZvL6oEu1r98gCCWW,https://api.spotify.com/v1/audio-analysis/3U3Ff8ZvL6oEu1r98gCCWW,246960,4
443,Why,Glamma Kid,Blackmarket presents 2 Step - Volume 2,2012-06-26,False,2yRYI0OVKjfHm1586P0BJO,spotify:track:2yRYI0OVKjfHm1586P0BJO,0.819,0.713,9,-11.547,0,0.0551,0.0152,0.0108,0.383,0.804,133.79,audio_features,2yRYI0OVKjfHm1586P0BJO,spotify:track:2yRYI0OVKjfHm1586P0BJO,https://api.spotify.com/v1/tracks/2yRYI0OVKjfHm1586P0BJO,https://api.spotify.com/v1/audio-analysis/2yRYI0OVKjfHm1586P0BJO,172240,4
444,Always On Time,Ja Rule,Pain Is Love,2001-01-01,True,3J4YoloryJCieZ9kapS1oL,spotify:track:3J4YoloryJCieZ9kapS1oL,0.84,0.706,5,-6.104,0,0.2,0.208,0.0,0.241,0.839,96.673,audio_features,3J4YoloryJCieZ9kapS1oL,spotify:track:3J4YoloryJCieZ9kapS1oL,https://api.spotify.com/v1/tracks/3J4YoloryJCieZ9kapS1oL,https://api.spotify.com/v1/audio-analysis/3J4YoloryJCieZ9kapS1oL,245133,4
445,Let Me Love You,Mario,Turning Point,2004-08-06,False,5xV0Czdqefft6sPDqjmFBu,spotify:track:5xV0Czdqefft6sPDqjmFBu,0.681,0.586,7,-8.324,0,0.058,0.169,0.0,0.0924,0.604,94.539,audio_features,5xV0Czdqefft6sPDqjmFBu,spotify:track:5xV0Czdqefft6sPDqjmFBu,https://api.spotify.com/v1/tracks/5xV0Czdqefft6sPDqjmFBu,https://api.spotify.com/v1/audio-analysis/5xV0Czdqefft6sPDqjmFBu,249093,4
446,All I Want,Mis-Teeq,Lickin' On Both Sides,2001,False,40FFyvBiecWpeKjXHgCRsr,spotify:track:40FFyvBiecWpeKjXHgCRsr,0.804,0.91,9,-4.423,0,0.0781,0.199,0.0188,0.58,0.963,134.023,audio_features,40FFyvBiecWpeKjXHgCRsr,spotify:track:40FFyvBiecWpeKjXHgCRsr,https://api.spotify.com/v1/tracks/40FFyvBiecWpeKjXHgCRsr,https://api.spotify.com/v1/audio-analysis/40FFyvBiecWpeKjXHgCRsr,209400,4
