,track_name,artist,album,release_date,explicit,track_id,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
209,Head Spin,Chris Cash,Penny For My Thoughts,2019-10-04,True,6dn6zhx1GUwO2gqMMeqddr,spotify:track:6dn6zhx1GUwO2gqMMeqddr,0.651,0.588,10,-9.397,0,0.434,0.279,2.41e-05,0.107,0.289,195.934,audio_features,6dn6zhx1GUwO2gqMMeqddr,spotify:track:6dn6zhx1GUwO2gqMMeqddr,https://api.spotify.com/v1/tracks/6dn6zhx1GUwO2gqMMeqddr,https://api.spotify.com/v1/audio-analysis/6dn6zhx1GUwO2gqMMeqddr,166531,4
210,Tek It To Dem,Alicai Harley,Tek It To Dem,2019-12-13,True,3zcWzER3p0LGZtk37wF1qj,spotify:track:3zcWzER3p0LGZtk37wF1qj,0.591,0.619,9,-5.532,0,0.344,0.08,0.0,0.0735,0.678,132.142,audio_features,3zcWzER3p0LGZtk37wF1qj,spotify:track:3zcWzER3p0LGZtk37wF1qj,https://api.spotify.com/v1/tracks/3zcWzER3p0LGZtk37wF1qj,https://api.spotify.com/v1/audio-analysis/3zcWzER3p0LGZtk37wF1qj,199627,5
211,Bounterfeit,Juice Menace,Bounterfeit,2020-01-10,True,5dvxDUiT7sEEpJf9gVBU0g,spotify:track:5dvxDUiT7sEEpJf9gVBU0g,0.742,0.698,10,-6.941,0,0.292,0.0616,0.0,0.133,0.517,139.887,audio_features,5dvxDUiT7sEEpJf9gVBU0g,spotify:track:5dvxDUiT7sEEpJf9gVBU0g,https://api.spotify.com/v1/tracks/5dvxDUiT7sEEpJf9gVBU0g,https://api.spotify.com/v1/audio-analysis/5dvxDUiT7sEEpJf9gVBU0g,124000,4
212,Change,Alz X 38,Change,2019-08-25,True,3qvYObuTA1qbfL9LpeRtLx,spotify:track:3qvYObuTA1qbfL9LpeRtLx,0.784,0.675,5,-8.54,0,0.255,0.108,0.0,0.091,0.278,95.046,audio_features,3qvYObuTA1qbfL9LpeRtLx,spotify:track:3qvYObuTA1qbfL9LpeRtLx,https://api.spotify.com/v1/tracks/3qvYObuTA1qbfL9LpeRtLx,https://api.spotify.com/v1/audio-analysis/3qvYObuTA1qbfL9LpeRtLx,174367,4
213,Dun Out,RA,JIM BROWN,2020-01-10,True,5FdCVWfotZriKdijjrkZb0,spotify:track:5FdCVWfotZriKdijjrkZb0,0.623,0.66,9,-9.546,0,0.385,0.0709,4.11e-06,0.0642,0.334,126.825,audio_features,5FdCVWfotZriKdijjrkZb0,spotify:track:5FdCVWfotZriKdijjrkZb0,https://api.spotify.com/v1/tracks/5FdCVWfotZriKdijjrkZb0,https://api.spotify.com/v1/audio-analysis/5FdCVWfotZriKdijjrkZb0,160000,5
214,Facts,Mowgs,Facts,2019-11-12,True,6uTtCIS4JLv53IgvEHgYyU,spotify:track:6uTtCIS4JLv53IgvEHgYyU,0.727,0.536,1,-9.946,1,0.323,0.656,7.68e-05,0.2,0.61,87.895,audio_features,6uTtCIS4JLv53IgvEHgYyU,spotify:track:6uTtCIS4JLv53IgvEHgYyU,https://api.spotify.com/v1/tracks/6uTtCIS4JLv53IgvEHgYyU,https://api.spotify.com/v1/audio-analysis/6uTtCIS4JLv53IgvEHgYyU,188208,4
215,Shoot & Score,D'One,No Handouts,2019-11-29,True,4m1cUYr2rqgGMkGAHCVj45,spotify:track:4m1cUYr2rqgGMkGAHCVj45,0.778,0.608,9,-11.256,0,0.33,0.266,0.0,0.0866,0.707,133.995,audio_features,4m1cUYr2rqgGMkGAHCVj45,spotify:track:4m1cUYr2rqgGMkGAHCVj45,https://api.spotify.com/v1/tracks/4m1cUYr2rqgGMkGAHCVj45,https://api.spotify.com/v1/audio-analysis/4m1cUYr2rqgGMkGAHCVj45,225778,4
216,No Fears (feat. Wretch 32),169,No Fears (feat. Wretch 32),2019-11-14,False,4GxAN3yX09xAulYecL53us,spotify:track:4GxAN3yX09xAulYecL53us,0.797,0.56,1,-8.841,0,0.326,0.115,0.0,0.103,0.239,95.011,audio_features,4GxAN3yX09xAulYecL53us,spotify:track:4GxAN3yX09xAulYecL53us,https://api.spotify.com/v1/tracks/4GxAN3yX09xAulYecL53us,https://api.spotify.com/v1/audio-analysis/4GxAN3yX09xAulYecL53us,187303,4
217,Rendezvous (with Miraa May),Col3trane,Rendezvous (with Miraa May),2019-11-05,True,5JPF1NwO99YaxEF7AYFa0Z,spotify:track:5JPF1NwO99YaxEF7AYFa0Z,0.592,0.536,1,-10.588,1,0.095,0.224,0.113,0.11,0.367,193.976,audio_features,5JPF1NwO99YaxEF7AYFa0Z,spotify:track:5JPF1NwO99YaxEF7AYFa0Z,https://api.spotify.com/v1/tracks/5JPF1NwO99YaxEF7AYFa0Z,https://api.spotify.com/v1/audio-analysis/5JPF1NwO99YaxEF7AYFa0Z,150784,4
218,Bad,Zion B,Bad,2019-10-18,True,5Pp47blUtNEuCPfdszhb70,spotify:track:5Pp47blUtNEuCPfdszhb70,0.707,0.327,7,-10.724,0,0.45,0.165,0.00698,0.0998,0.711,104.406,audio_features,5Pp47blUtNEuCPfdszhb70,spotify:track:5Pp47blUtNEuCPfdszhb70,https://api.spotify.com/v1/tracks/5Pp47blUtNEuCPfdszhb70,https://api.spotify.com/v1/audio-analysis/5Pp47blUtNEuCPfdszhb70,128000,4
219,Towndown,Sam Wise,Towndown,2019-11-15,True,1enOHkwCyqh2yuZWAs3qNg,spotify:track:1enOHkwCyqh2yuZWAs3qNg,0.821,0.62,11,-7.422,1,0.133,0.0184,5.91e-05,0.121,0.639,83.998,audio_features,1enOHkwCyqh2yuZWAs3qNg,spotify:track:1enOHkwCyqh2yuZWAs3qNg,https://api.spotify.com/v1/tracks/1enOHkwCyqh2yuZWAs3qNg,https://api.spotify.com/v1/audio-analysis/1enOHkwCyqh2yuZWAs3qNg,125982,4
220,Rap Aside,Meekz,Rap Aside,2019-10-10,True,1zWGvdRwfcvnrZ1E5y3Xnm,spotify:track:1zWGvdRwfcvnrZ1E5y3Xnm,0.595,0.736,6,-5.375,0,0.35,0.188,0.0,0.0918,0.508,136.991,audio_features,1zWGvdRwfcvnrZ1E5y3Xnm,spotify:track:1zWGvdRwfcvnrZ1E5y3Xnm,https://api.spotify.com/v1/tracks/1zWGvdRwfcvnrZ1E5y3Xnm,https://api.spotify.com/v1/audio-analysis/1zWGvdRwfcvnrZ1E5y3Xnm,183600,5
221,Guy,Fizzler,WET IT SZN,2019-12-13,True,1J8SA9snjIzkr4GDl6sDcH,spotify:track:1J8SA9snjIzkr4GDl6sDcH,0.773,0.576,1,-10.05,1,0.353,0.0957,0.00413,0.199,0.511,145.059,audio_features,1J8SA9snjIzkr4GDl6sDcH,spotify:track:1J8SA9snjIzkr4GDl6sDcH,https://api.spotify.com/v1/tracks/1J8SA9snjIzkr4GDl6sDcH,https://api.spotify.com/v1/audio-analysis/1J8SA9snjIzkr4GDl6sDcH,202005,4
222,No Way,Berna,No Way,2019-12-06,False,1Fn68AfpF2Gvv7Jbx3Y3UN,spotify:track:1Fn68AfpF2Gvv7Jbx3Y3UN,0.886,0.473,9,-9.893,0,0.281,0.357,0.0,0.164,0.729,143.047,audio_features,1Fn68AfpF2Gvv7Jbx3Y3UN,spotify:track:1Fn68AfpF2Gvv7Jbx3Y3UN,https://api.spotify.com/v1/tracks/1Fn68AfpF2Gvv7Jbx3Y3UN,https://api.spotify.com/v1/audio-analysis/1Fn68AfpF2Gvv7Jbx3Y3UN,233352,4
223,Wacky Racers,Tunde,Wacky Racers,2019-11-22,True,6hmC61QDTyGrvHE5XWCh4J,spotify:track:6hmC61QDTyGrvHE5XWCh4J,0.707,0.706,10,-6.484,0,0.434,0.0241,0.000217,0.102,0.569,93.898,audio_features,6hmC61QDTyGrvHE5XWCh4J,spotify:track:6hmC61QDTyGrvHE5XWCh4J,https://api.spotify.com/v1/tracks/6hmC61QDTyGrvHE5XWCh4J,https://api.spotify.com/v1/audio-analysis/6hmC61QDTyGrvHE5XWCh4J,186947,4
224,Again & Again,Hakkz,Again & Again,2019-11-27,True,6jtkHfYPT8DMpuSmbvpAK2,spotify:track:6jtkHfYPT8DMpuSmbvpAK2,0.871,0.598,10,-7.622,0,0.308,0.26,0.0,0.116,0.458,109.006,audio_features,6jtkHfYPT8DMpuSmbvpAK2,spotify:track:6jtkHfYPT8DMpuSmbvpAK2,https://api.spotify.com/v1/tracks/6jtkHfYPT8DMpuSmbvpAK2,https://api.spotify.com/v1/audio-analysis/6jtkHfYPT8DMpuSmbvpAK2,176823,4
225,So Anti,D'One,No Handouts,2019-11-29,True,3XLJnpDzu64auam2MnCouM,spotify:track:3XLJnpDzu64auam2MnCouM,0.809,0.497,5,-11.926,0,0.292,0.111,1.03e-06,0.0827,0.419,140.063,audio_features,3XLJnpDzu64auam2MnCouM,spotify:track:3XLJnpDzu64auam2MnCouM,https://api.spotify.com/v1/tracks/3XLJnpDzu64auam2MnCouM,https://api.spotify.com/v1/audio-analysis/3XLJnpDzu64auam2MnCouM,192000,4
226,PUBLIC ENEMY,INFAMOUSIZAK,DEEP THE NIGHT,2019-08-09,True,2HfE9Xa5vopvcl5e8k513b,spotify:track:2HfE9Xa5vopvcl5e8k513b,0.828,0.778,6,-6.786,0,0.107,0.124,0.0,0.0894,0.59,129.978,audio_features,2HfE9Xa5vopvcl5e8k513b,spotify:track:2HfE9Xa5vopvcl5e8k513b,https://api.spotify.com/v1/tracks/2HfE9Xa5vopvcl5e8k513b,https://api.spotify.com/v1/audio-analysis/2HfE9Xa5vopvcl5e8k513b,224000,4
227,SONIC 2,Kwengface,SONIC 2,2019-11-24,True,3ipSLCkIj7PSAINYedpnb4,spotify:track:3ipSLCkIj7PSAINYedpnb4,0.789,0.646,9,-5.86,0,0.376,0.438,0.0,0.259,0.64,102.968,audio_features,3ipSLCkIj7PSAINYedpnb4,spotify:track:3ipSLCkIj7PSAINYedpnb4,https://api.spotify.com/v1/tracks/3ipSLCkIj7PSAINYedpnb4,https://api.spotify.com/v1/audio-analysis/3ipSLCkIj7PSAINYedpnb4,179562,4
228,Major Keyz,Tizzy,Major Keyz,2019-12-20,True,0FizJP9ZciPUm4xF6I3EB2,spotify:track:0FizJP9ZciPUm4xF6I3EB2,0.752,0.646,5,-10.153,0,0.432,0.346,0.0,0.0956,0.631,144.02,audio_features,0FizJP9ZciPUm4xF6I3EB2,spotify:track:0FizJP9ZciPUm4xF6I3EB2,https://api.spotify.com/v1/tracks/0FizJP9ZciPUm4xF6I3EB2,https://api.spotify.com/v1/audio-analysis/0FizJP9ZciPUm4xF6I3EB2,176822,4
229,Give Thanks,23 Unofficial,Give Thanks,2019-12-20,True,4P1Hg8DmNlBwPK1V6MJiNF,spotify:track:4P1Hg8DmNlBwPK1V6MJiNF,0.571,0.709,9,-8.032,1,0.499,0.0821,0.0,0.17,0.608,102.927,audio_features,4P1Hg8DmNlBwPK1V6MJiNF,spotify:track:4P1Hg8DmNlBwPK1V6MJiNF,https://api.spotify.com/v1/tracks/4P1Hg8DmNlBwPK1V6MJiNF,https://api.spotify.com/v1/audio-analysis/4P1Hg8DmNlBwPK1V6MJiNF,136719,4
230,Gangsta - Remix,Darkoo,Gangsta (Remix),2019-12-27,True,72Ys97KN9sNXG69FA0f7qT,spotify:track:72Ys97KN9sNXG69FA0f7qT,0.886,0.587,0,-9.385,1,0.223,0.265,0.0,0.15,0.709,100.03,audio_features,72Ys97KN9sNXG69FA0f7qT,spotify:track:72Ys97KN9sNXG69FA0f7qT,https://api.spotify.com/v1/tracks/72Ys97KN9sNXG69FA0f7qT,https://api.spotify.com/v1/audio-analysis/72Ys97KN9sNXG69FA0f7qT,216000,4
231,Blame,Deema,Maddie & Blame,2019-12-10,False,2oBMqCdndGCxvd7nWCCv3I,spotify:track:2oBMqCdndGCxvd7nWCCv3I,0.715,0.542,5,-9.147,1,0.433,0.19,0.0,0.14,0.786,164.164,audio_features,2oBMqCdndGCxvd7nWCCv3I,spotify:track:2oBMqCdndGCxvd7nWCCv3I,https://api.spotify.com/v1/tracks/2oBMqCdndGCxvd7nWCCv3I,https://api.spotify.com/v1/audio-analysis/2oBMqCdndGCxvd7nWCCv3I,160444,4
232,Widdit,Melvillous,Last Born,2019-11-22,False,4ZwvnjEU1s5tf8lwkzzENT,spotify:track:4ZwvnjEU1s5tf8lwkzzENT,0.927,0.611,2,-5.374,1,0.302,0.256,0.0,0.106,0.857,138.913,audio_features,4ZwvnjEU1s5tf8lwkzzENT,spotify:track:4ZwvnjEU1s5tf8lwkzzENT,https://api.spotify.com/v1/tracks/4ZwvnjEU1s5tf8lwkzzENT,https://api.spotify.com/v1/audio-analysis/4ZwvnjEU1s5tf8lwkzzENT,192000,4
233,Waterkid,Lp2loose,Waterkid,2019-12-06,True,3bnxMlTxY6h0UV4XnqyLzu,spotify:track:3bnxMlTxY6h0UV4XnqyLzu,0.818,0.531,10,-10.542,1,0.1,0.377,0.00491,0.0763,0.879,84.007,audio_features,3bnxMlTxY6h0UV4XnqyLzu,spotify:track:3bnxMlTxY6h0UV4XnqyLzu,https://api.spotify.com/v1/tracks/3bnxMlTxY6h0UV4XnqyLzu,https://api.spotify.com/v1/audio-analysis/3bnxMlTxY6h0UV4XnqyLzu,187143,4
234,PSYKENIGHT,Lancey Foux,FRIEND OR FOUX,2019-12-06,True,64cMebVuBhnnVWxmF8WwVV,spotify:track:64cMebVuBhnnVWxmF8WwVV,0.801,0.854,11,-10.067,1,0.469,0.0538,0.0,0.685,0.648,140.146,audio_features,64cMebVuBhnnVWxmF8WwVV,spotify:track:64cMebVuBhnnVWxmF8WwVV,https://api.spotify.com/v1/tracks/64cMebVuBhnnVWxmF8WwVV,https://api.spotify.com/v1/audio-analysis/64cMebVuBhnnVWxmF8WwVV,148859,4
235,Baddie,Mitch,Baddie,2019-11-21,True,2Gnjt1XgSHtMKjWZJljbL9,spotify:track:2Gnjt1XgSHtMKjWZJljbL9,0.687,0.677,10,-2.925,0,0.423,0.0933,0.0,0.155,0.463,90.595,audio_features,2Gnjt1XgSHtMKjWZJljbL9,spotify:track:2Gnjt1XgSHtMKjWZJljbL9,https://api.spotify.com/v1/tracks/2Gnjt1XgSHtMKjWZJljbL9,https://api.spotify.com/v1/audio-analysis/2Gnjt1XgSHtMKjWZJljbL9,216275,4
236,Never Stop,Tizzy,Never Stop,2019-11-29,True,4qF6TViQ9mDVXoVx9I5QNL,spotify:track:4qF6TViQ9mDVXoVx9I5QNL,0.798,0.425,2,-12.068,1,0.226,0.286,0.0,0.103,0.165,136.056,audio_features,4qF6TViQ9mDVXoVx9I5QNL,spotify:track:4qF6TViQ9mDVXoVx9I5QNL,https://api.spotify.com/v1/tracks/4qF6TViQ9mDVXoVx9I5QNL,https://api.spotify.com/v1/audio-analysis/4qF6TViQ9mDVXoVx9I5QNL,188382,4
237,Onda,kadiata,Onda,2019-12-03,True,1ZFS8hVpPSAZg5DefFjAVe,spotify:track:1ZFS8hVpPSAZg5DefFjAVe,0.721,0.605,10,-10.565,0,0.148,0.408,0.00282,0.643,0.635,94.989,audio_features,1ZFS8hVpPSAZg5DefFjAVe,spotify:track:1ZFS8hVpPSAZg5DefFjAVe,https://api.spotify.com/v1/tracks/1ZFS8hVpPSAZg5DefFjAVe,https://api.spotify.com/v1/audio-analysis/1ZFS8hVpPSAZg5DefFjAVe,211680,4
238,Council State of Mind,Berna,Council State of Mind,2019-11-08,True,0JjD5m8HjLrlQR5wiHUGRq,spotify:track:0JjD5m8HjLrlQR5wiHUGRq,0.822,0.481,6,-12.691,0,0.584,0.315,0.0,0.0595,0.663,147.034,audio_features,0JjD5m8HjLrlQR5wiHUGRq,spotify:track:0JjD5m8HjLrlQR5wiHUGRq,https://api.spotify.com/v1/tracks/0JjD5m8HjLrlQR5wiHUGRq,https://api.spotify.com/v1/audio-analysis/0JjD5m8HjLrlQR5wiHUGRq,163265,4
239,VIOLENCE,Renz,VIOLENCE,2019-12-06,True,2r545pSypwjjM3tgVNMXb0,spotify:track:2r545pSypwjjM3tgVNMXb0,0.543,0.604,11,-6.284,0,0.476,0.122,1.94e-06,0.244,0.305,71.792,audio_features,2r545pSypwjjM3tgVNMXb0,spotify:track:2r545pSypwjjM3tgVNMXb0,https://api.spotify.com/v1/tracks/2r545pSypwjjM3tgVNMXb0,https://api.spotify.com/v1/audio-analysis/2r545pSypwjjM3tgVNMXb0,172382,4
240,Restitution,Scotty LVX,Restitution,2019-11-29,True,5JtQQi49ZnnQ7wWKZ2v0fJ,spotify:track:5JtQQi49ZnnQ7wWKZ2v0fJ,0.887,0.44,9,-5.198,0,0.219,0.387,4.31e-06,0.164,0.522,75.015,audio_features,5JtQQi49ZnnQ7wWKZ2v0fJ,spotify:track:5JtQQi49ZnnQ7wWKZ2v0fJ,https://api.spotify.com/v1/tracks/5JtQQi49ZnnQ7wWKZ2v0fJ,https://api.spotify.com/v1/audio-analysis/5JtQQi49ZnnQ7wWKZ2v0fJ,156360,4
241,English x Ghana,Tia Carys,English x Ghana,2019-11-27,True,2srWiDU3XcdiMJx1eEQaQH,spotify:track:2srWiDU3XcdiMJx1eEQaQH,0.801,0.625,5,-7.919,0,0.221,0.241,0.0,0.0904,0.362,95.895,audio_features,2srWiDU3XcdiMJx1eEQaQH,spotify:track:2srWiDU3XcdiMJx1eEQaQH,https://api.spotify.com/v1/tracks/2srWiDU3XcdiMJx1eEQaQH,https://api.spotify.com/v1/audio-analysis/2srWiDU3XcdiMJx1eEQaQH,186091,4
242,SO FREE,Lancey Foux,FRIEND OR FOUX,2019-12-06,False,13U2PtDB6NoqdcNb19BD5m,spotify:track:13U2PtDB6NoqdcNb19BD5m,0.699,0.543,11,-11.698,0,0.0743,0.381,0.000191,0.0828,0.468,129.987,audio_features,13U2PtDB6NoqdcNb19BD5m,spotify:track:13U2PtDB6NoqdcNb19BD5m,https://api.spotify.com/v1/tracks/13U2PtDB6NoqdcNb19BD5m,https://api.spotify.com/v1/audio-analysis/13U2PtDB6NoqdcNb19BD5m,164308,4
243,Street Dreams,Tiny Boost,Street Dreams,2019-11-22,True,1hILrUyQeCbRQhQ5FWWKmo,spotify:track:1hILrUyQeCbRQhQ5FWWKmo,0.518,0.752,11,-6.971,1,0.436,0.035,3.56e-06,0.122,0.264,169.933,audio_features,1hILrUyQeCbRQhQ5FWWKmo,spotify:track:1hILrUyQeCbRQhQ5FWWKmo,https://api.spotify.com/v1/tracks/1hILrUyQeCbRQhQ5FWWKmo,https://api.spotify.com/v1/audio-analysis/1hILrUyQeCbRQhQ5FWWKmo,203303,4
244,RELAX,Temz Clipstar,PROFITS / RELAX,2019-12-04,True,7uz1WP1xODSAeRzsOCBeMA,spotify:track:7uz1WP1xODSAeRzsOCBeMA,0.758,0.711,2,-5.755,1,0.333,0.428,1.48e-06,0.138,0.511,170.067,audio_features,7uz1WP1xODSAeRzsOCBeMA,spotify:track:7uz1WP1xODSAeRzsOCBeMA,https://api.spotify.com/v1/tracks/7uz1WP1xODSAeRzsOCBeMA,https://api.spotify.com/v1/audio-analysis/7uz1WP1xODSAeRzsOCBeMA,148500,4
245,Pirate Swing,S1,Pirate Swing,2019-12-05,True,6rkFnzKuDHP1asc0Q4YIgn,spotify:track:6rkFnzKuDHP1asc0Q4YIgn,0.827,0.754,6,-6.642,1,0.361,0.0533,2.46e-06,0.0842,0.66,145.055,audio_features,6rkFnzKuDHP1asc0Q4YIgn,spotify:track:6rkFnzKuDHP1asc0Q4YIgn,https://api.spotify.com/v1/tracks/6rkFnzKuDHP1asc0Q4YIgn,https://api.spotify.com/v1/audio-analysis/6rkFnzKuDHP1asc0Q4YIgn,178918,4
246,More,ACE,More,2019-11-27,True,4uyetLapfoMU2RUAbrDVWb,spotify:track:4uyetLapfoMU2RUAbrDVWb,0.59,0.766,6,-4.558,1,0.283,0.514,5.67e-05,0.119,0.582,104.145,audio_features,4uyetLapfoMU2RUAbrDVWb,spotify:track:4uyetLapfoMU2RUAbrDVWb,https://api.spotify.com/v1/tracks/4uyetLapfoMU2RUAbrDVWb,https://api.spotify.com/v1/audio-analysis/4uyetLapfoMU2RUAbrDVWb,173725,4
247,Genesis,SNE,Genesis,2019-11-29,True,2a9tGcQIhwJuQCs8z0zcpg,spotify:track:2a9tGcQIhwJuQCs8z0zcpg,0.676,0.709,11,-6.251,0,0.321,0.148,0.0,0.0798,0.496,133.995,audio_features,2a9tGcQIhwJuQCs8z0zcpg,spotify:track:2a9tGcQIhwJuQCs8z0zcpg,https://api.spotify.com/v1/tracks/2a9tGcQIhwJuQCs8z0zcpg,https://api.spotify.com/v1/audio-analysis/2a9tGcQIhwJuQCs8z0zcpg,218500,4
248,Set Me Up,Kelly Kiara,Set Me Up,2019-12-06,False,6VwbGW70o5KZl8fxjpr7AP,spotify:track:6VwbGW70o5KZl8fxjpr7AP,0.769,0.463,10,-7.516,0,0.0612,0.0439,4.19e-06,0.0762,0.787,149.982,audio_features,6VwbGW70o5KZl8fxjpr7AP,spotify:track:6VwbGW70o5KZl8fxjpr7AP,https://api.spotify.com/v1/tracks/6VwbGW70o5KZl8fxjpr7AP,https://api.spotify.com/v1/audio-analysis/6VwbGW70o5KZl8fxjpr7AP,184640,4
249,Pointless Trip/M.M.A..T.E,Confz,Void Saga: The Debut EP,2019-12-11,True,3bVTKEFKm0dciWMEUwpz4T,spotify:track:3bVTKEFKm0dciWMEUwpz4T,0.667,0.629,5,-7.424,0,0.363,0.24,1.72e-05,0.138,0.456,136.526,audio_features,3bVTKEFKm0dciWMEUwpz4T,spotify:track:3bVTKEFKm0dciWMEUwpz4T,https://api.spotify.com/v1/tracks/3bVTKEFKm0dciWMEUwpz4T,https://api.spotify.com/v1/audio-analysis/3bVTKEFKm0dciWMEUwpz4T,267483,4
250,Dior Runners,D'One,Dior Runners,2019-10-31,True,2LT9JC7LBabqOPa9ijsjDh,spotify:track:2LT9JC7LBabqOPa9ijsjDh,0.733,0.636,1,-11.784,1,0.0349,0.436,1.07e-05,0.122,0.692,125.02,audio_features,2LT9JC7LBabqOPa9ijsjDh,spotify:track:2LT9JC7LBabqOPa9ijsjDh,https://api.spotify.com/v1/tracks/2LT9JC7LBabqOPa9ijsjDh,https://api.spotify.com/v1/audio-analysis/2LT9JC7LBabqOPa9ijsjDh,234240,4
251,Trusted You.,DTG,Trusted You.,2019-11-28,False,07DqSG8TmKhzJd2nA6zb2O,spotify:track:07DqSG8TmKhzJd2nA6zb2O,0.633,0.556,5,-8.352,0,0.281,0.226,1.36e-05,0.139,0.911,94.581,audio_features,07DqSG8TmKhzJd2nA6zb2O,spotify:track:07DqSG8TmKhzJd2nA6zb2O,https://api.spotify.com/v1/tracks/07DqSG8TmKhzJd2nA6zb2O,https://api.spotify.com/v1/audio-analysis/07DqSG8TmKhzJd2nA6zb2O,205923,1
252,Steady,Portfolio Music,Steady,2019-11-22,False,5hMD5XMr4ziUuHKgpuIg7Q,spotify:track:5hMD5XMr4ziUuHKgpuIg7Q,0.805,0.512,1,-9.536,1,0.0797,0.00959,0.118,0.0854,0.191,114.766,audio_features,5hMD5XMr4ziUuHKgpuIg7Q,spotify:track:5hMD5XMr4ziUuHKgpuIg7Q,https://api.spotify.com/v1/tracks/5hMD5XMr4ziUuHKgpuIg7Q,https://api.spotify.com/v1/audio-analysis/5hMD5XMr4ziUuHKgpuIg7Q,163256,5
253,Statements,teeway,Statements,2019-12-09,True,3kQElgYziL930Ot9FiuNtk,spotify:track:3kQElgYziL930Ot9FiuNtk,0.899,0.498,10,-9.823,0,0.447,0.0383,0.0,0.102,0.73,144.018,audio_features,3kQElgYziL930Ot9FiuNtk,spotify:track:3kQElgYziL930Ot9FiuNtk,https://api.spotify.com/v1/tracks/3kQElgYziL930Ot9FiuNtk,https://api.spotify.com/v1/audio-analysis/3kQElgYziL930Ot9FiuNtk,195000,4
254,aLive,Yung Fume,aLive,2019-12-06,True,26Qt3ubAurLqaXvcaOekCg,spotify:track:26Qt3ubAurLqaXvcaOekCg,0.714,0.46,4,-5.122,0,0.225,0.227,0.0,0.161,0.403,102.972,audio_features,26Qt3ubAurLqaXvcaOekCg,spotify:track:26Qt3ubAurLqaXvcaOekCg,https://api.spotify.com/v1/tracks/26Qt3ubAurLqaXvcaOekCg,https://api.spotify.com/v1/audio-analysis/26Qt3ubAurLqaXvcaOekCg,207438,4
255,Elevate,J Fado,Elevate,2019-11-22,True,4iL9zixMA5iEYUXYjkH8oC,spotify:track:4iL9zixMA5iEYUXYjkH8oC,0.79,0.458,1,-12.664,1,0.0884,0.104,0.0,0.0916,0.251,100.976,audio_features,4iL9zixMA5iEYUXYjkH8oC,spotify:track:4iL9zixMA5iEYUXYjkH8oC,https://api.spotify.com/v1/tracks/4iL9zixMA5iEYUXYjkH8oC,https://api.spotify.com/v1/audio-analysis/4iL9zixMA5iEYUXYjkH8oC,190099,4
256,Pretty Face,Rushy,Pretty Face,2019-11-15,True,7arwYTZ4MeXfzY7PxcnRnR,spotify:track:7arwYTZ4MeXfzY7PxcnRnR,0.908,0.59,8,-5.274,1,0.332,0.41,0.0,0.128,0.542,135.053,audio_features,7arwYTZ4MeXfzY7PxcnRnR,spotify:track:7arwYTZ4MeXfzY7PxcnRnR,https://api.spotify.com/v1/tracks/7arwYTZ4MeXfzY7PxcnRnR,https://api.spotify.com/v1/audio-analysis/7arwYTZ4MeXfzY7PxcnRnR,228132,4
257,Diamonds,Rai-Elle,Diamonds,2019-12-04,False,4sJDSgHqu5yWdQWP2Y4Kyq,spotify:track:4sJDSgHqu5yWdQWP2Y4Kyq,0.788,0.462,8,-10.063,0,0.166,0.58,0.0,0.127,0.779,75.062,audio_features,4sJDSgHqu5yWdQWP2Y4Kyq,spotify:track:4sJDSgHqu5yWdQWP2Y4Kyq,https://api.spotify.com/v1/tracks/4sJDSgHqu5yWdQWP2Y4Kyq,https://api.spotify.com/v1/audio-analysis/4sJDSgHqu5yWdQWP2Y4Kyq,142400,4
258,Mile Away,Kelvyn Colt,Mile Away,2019-11-08,False,5q7OgVoW3RHSTh9WUDlpqw,spotify:track:5q7OgVoW3RHSTh9WUDlpqw,0.553,0.567,7,-8.67,0,0.191,0.176,0.0,0.0954,0.243,121.9,audio_features,5q7OgVoW3RHSTh9WUDlpqw,spotify:track:5q7OgVoW3RHSTh9WUDlpqw,https://api.spotify.com/v1/tracks/5q7OgVoW3RHSTh9WUDlpqw,https://api.spotify.com/v1/audio-analysis/5q7OgVoW3RHSTh9WUDlpqw,192507,5
259,Where I'm From,Blanco,English Dubbed,2019-11-15,True,3rzEtbyhmJro2QWJNYgiml,spotify:track:3rzEtbyhmJro2QWJNYgiml,0.815,0.558,10,-8.393,0,0.438,0.203,0.0,0.113,0.396,149.975,audio_features,3rzEtbyhmJro2QWJNYgiml,spotify:track:3rzEtbyhmJro2QWJNYgiml,https://api.spotify.com/v1/tracks/3rzEtbyhmJro2QWJNYgiml,https://api.spotify.com/v1/audio-analysis/3rzEtbyhmJro2QWJNYgiml,180800,4
260,Mine,Mizzy,Mine,2019-10-25,False,1xK9VPWFPQlbD2xqjBXd7Q,spotify:track:1xK9VPWFPQlbD2xqjBXd7Q,0.769,0.527,9,-8.736,0,0.0519,0.179,0.0,0.0964,0.687,103.046,audio_features,1xK9VPWFPQlbD2xqjBXd7Q,spotify:track:1xK9VPWFPQlbD2xqjBXd7Q,https://api.spotify.com/v1/tracks/1xK9VPWFPQlbD2xqjBXd7Q,https://api.spotify.com/v1/audio-analysis/1xK9VPWFPQlbD2xqjBXd7Q,172427,4
