,Unnamed: 0,track_name,artist,album,release_date,explicit,track_id,track_uri,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
007NH2yex3ihVts4FHr2tW,855,Full a Gyal,Jahvillani,Full a Gyal,2019-05-15,True,007NH2yex3ihVts4FHr2tW,spotify:track:007NH2yex3ihVts4FHr2tW,dancehall,0.869,0.858,5,-5.552,1,0.34,0.685,0.0,0.0724,0.847,100.08,audio_features,007NH2yex3ihVts4FHr2tW,spotify:track:007NH2yex3ihVts4FHr2tW,https://api.spotify.com/v1/tracks/007NH2yex3ihVts4FHr2tW,https://api.spotify.com/v1/audio-analysis/007NH2yex3ihVts4FHr2tW,183327,4
00rTSPtRF2LsHI39WCXRjN,1061,Phone a Ring,Sikka Rymes,Phone a Ring,2019-11-29,True,00rTSPtRF2LsHI39WCXRjN,spotify:track:00rTSPtRF2LsHI39WCXRjN,dancehall,0.894,0.728,10,-4.238,0,0.282,0.574,2.9e-06,0.102,0.857,120.142,audio_features,00rTSPtRF2LsHI39WCXRjN,spotify:track:00rTSPtRF2LsHI39WCXRjN,https://api.spotify.com/v1/tracks/00rTSPtRF2LsHI39WCXRjN,https://api.spotify.com/v1/audio-analysis/00rTSPtRF2LsHI39WCXRjN,148036,4
00yQl6VP2oHUqnrhAXEKoW,166,Lifestyle,Kranium,Rumors,2015-10-16,True,00yQl6VP2oHUqnrhAXEKoW,spotify:track:00yQl6VP2oHUqnrhAXEKoW,dancehall,0.439,0.712,3,-5.162,0,0.0561,0.00334,0.0,0.0819,0.528,119.308,audio_features,00yQl6VP2oHUqnrhAXEKoW,spotify:track:00yQl6VP2oHUqnrhAXEKoW,https://api.spotify.com/v1/tracks/00yQl6VP2oHUqnrhAXEKoW,https://api.spotify.com/v1/audio-analysis/00yQl6VP2oHUqnrhAXEKoW,181320,5
01NRErhQZIau5ebhdXMhGs,95,Dom Pérignon,Aidonia,Dom Pérignon,2018-12-20,True,01NRErhQZIau5ebhdXMhGs,spotify:track:01NRErhQZIau5ebhdXMhGs,dancehall,0.8,0.848,1,-6.937,1,0.23,0.222,0.0,0.257,0.537,105.075,audio_features,01NRErhQZIau5ebhdXMhGs,spotify:track:01NRErhQZIau5ebhdXMhGs,https://api.spotify.com/v1/tracks/01NRErhQZIau5ebhdXMhGs,https://api.spotify.com/v1/audio-analysis/01NRErhQZIau5ebhdXMhGs,141714,4
01fyhPl5A0hn1ljNPtE0ev,1514,Gyal You A Party Animal,Charly Black,Jambe-An Riddim,2015-04-14,False,01fyhPl5A0hn1ljNPtE0ev,spotify:track:01fyhPl5A0hn1ljNPtE0ev,dancehall,0.591,0.843,0,-5.196,1,0.148,0.0301,0.0,0.297,0.837,134.327,audio_features,01fyhPl5A0hn1ljNPtE0ev,spotify:track:01fyhPl5A0hn1ljNPtE0ev,https://api.spotify.com/v1/tracks/01fyhPl5A0hn1ljNPtE0ev,https://api.spotify.com/v1/audio-analysis/01fyhPl5A0hn1ljNPtE0ev,214455,5
01owdgr3FdJGeRQAqVRayo,1392,Got It Like That,Tifa,Center Forward Riddim,2013-07-30,False,01owdgr3FdJGeRQAqVRayo,spotify:track:01owdgr3FdJGeRQAqVRayo,dancehall,0.64,0.831,11,-5.483,0,0.454,0.147,0.0,0.0408,0.884,101.548,audio_features,01owdgr3FdJGeRQAqVRayo,spotify:track:01owdgr3FdJGeRQAqVRayo,https://api.spotify.com/v1/tracks/01owdgr3FdJGeRQAqVRayo,https://api.spotify.com/v1/audio-analysis/01owdgr3FdJGeRQAqVRayo,209929,4
01wHqcheZntgSZBFRfRQDZ,413,Flash Back,Alkaline,Flash Back,2019-07-19,False,01wHqcheZntgSZBFRfRQDZ,spotify:track:01wHqcheZntgSZBFRfRQDZ,dancehall,0.759,0.755,5,-4.171,0,0.128,0.491,0.0,0.248,0.443,112.928,audio_features,01wHqcheZntgSZBFRfRQDZ,spotify:track:01wHqcheZntgSZBFRfRQDZ,https://api.spotify.com/v1/tracks/01wHqcheZntgSZBFRfRQDZ,https://api.spotify.com/v1/audio-analysis/01wHqcheZntgSZBFRfRQDZ,148056,5
01wRcAPcvjkHqEIm73JRia,456,Leave (Kite Sa),Teddyson John,Leave (Kite Sa),2019-05-28,False,01wRcAPcvjkHqEIm73JRia,spotify:track:01wRcAPcvjkHqEIm73JRia,dancehall,0.84,0.932,10,-3.219,0,0.0593,0.0252,2.92e-05,0.0491,0.932,110.034,audio_features,01wRcAPcvjkHqEIm73JRia,spotify:track:01wRcAPcvjkHqEIm73JRia,https://api.spotify.com/v1/tracks/01wRcAPcvjkHqEIm73JRia,https://api.spotify.com/v1/audio-analysis/01wRcAPcvjkHqEIm73JRia,262500,4
02B46uoCc2g8bzCZAcYmkl,101,Ben Ova,Mavado,Ben Ova - Single,2014-08-05,False,02B46uoCc2g8bzCZAcYmkl,spotify:track:02B46uoCc2g8bzCZAcYmkl,dancehall,0.68,0.723,11,-7.531,1,0.327,0.231,0.0,0.135,0.545,90.054,audio_features,02B46uoCc2g8bzCZAcYmkl,spotify:track:02B46uoCc2g8bzCZAcYmkl,https://api.spotify.com/v1/tracks/02B46uoCc2g8bzCZAcYmkl,https://api.spotify.com/v1/audio-analysis/02B46uoCc2g8bzCZAcYmkl,186667,4
02fMtBC6WEJ4cNQ2saG7jj,1471,Mi Nuh Hear Dem,Elephant Man,30 Dancehall Smashes,2015-05-14,True,02fMtBC6WEJ4cNQ2saG7jj,spotify:track:02fMtBC6WEJ4cNQ2saG7jj,dancehall,0.576,0.602,6,-10.522,0,0.468,0.119,0.0,0.0932,0.765,92.364,audio_features,02fMtBC6WEJ4cNQ2saG7jj,spotify:track:02fMtBC6WEJ4cNQ2saG7jj,https://api.spotify.com/v1/tracks/02fMtBC6WEJ4cNQ2saG7jj,https://api.spotify.com/v1/audio-analysis/02fMtBC6WEJ4cNQ2saG7jj,177000,4
02veIxkrAIMYwlMcnKFiff,217,Tight Pussy Wine,Popcaan,Tight Pussy Wine,2016-01-26,True,02veIxkrAIMYwlMcnKFiff,spotify:track:02veIxkrAIMYwlMcnKFiff,dancehall,0.614,0.702,2,-5.654,0,0.256,0.375,0.0,0.112,0.546,107.883,audio_features,02veIxkrAIMYwlMcnKFiff,spotify:track:02veIxkrAIMYwlMcnKFiff,https://api.spotify.com/v1/tracks/02veIxkrAIMYwlMcnKFiff,https://api.spotify.com/v1/audio-analysis/02veIxkrAIMYwlMcnKFiff,226743,4
03MxQe4F8TGGZSs4Zyha4b,327,No Wahala (feat. Akon & Runtown),Demarco,No Wahala (feat. AKON & RUNTOWN),2017-08-04,False,03MxQe4F8TGGZSs4Zyha4b,spotify:track:03MxQe4F8TGGZSs4Zyha4b,dancehall,0.819,0.625,2,-5.211,0,0.0525,0.384,0.0,0.0471,0.621,106.982,audio_features,03MxQe4F8TGGZSs4Zyha4b,spotify:track:03MxQe4F8TGGZSs4Zyha4b,https://api.spotify.com/v1/tracks/03MxQe4F8TGGZSs4Zyha4b,https://api.spotify.com/v1/audio-analysis/03MxQe4F8TGGZSs4Zyha4b,212383,4
03Ut2xXSqWoOS4kN9kaMpu,738,Peppa,Mavado,Reggae Gold 2011,2011-06-20,False,03Ut2xXSqWoOS4kN9kaMpu,spotify:track:03Ut2xXSqWoOS4kN9kaMpu,dancehall,0.673,0.684,6,-5.111,1,0.287,0.248,0.0,0.121,0.521,99.041,audio_features,03Ut2xXSqWoOS4kN9kaMpu,spotify:track:03Ut2xXSqWoOS4kN9kaMpu,https://api.spotify.com/v1/tracks/03Ut2xXSqWoOS4kN9kaMpu,https://api.spotify.com/v1/audio-analysis/03Ut2xXSqWoOS4kN9kaMpu,148453,4
044YDnOCii2xAK0NYWmYEw,1371,Sparta Story,Tommy Lee,Save Dem Soul - EP,2013-01-01,False,044YDnOCii2xAK0NYWmYEw,spotify:track:044YDnOCii2xAK0NYWmYEw,dancehall,0.516,0.842,7,-6.292,1,0.283,0.585,0.0,0.335,0.552,167.882,audio_features,044YDnOCii2xAK0NYWmYEw,spotify:track:044YDnOCii2xAK0NYWmYEw,https://api.spotify.com/v1/tracks/044YDnOCii2xAK0NYWmYEw,https://api.spotify.com/v1/audio-analysis/044YDnOCii2xAK0NYWmYEw,187141,4
04DTN3hJIXJFwNHTbsrxoY,1019,Unruly Law,Popcaan,Supreme Riddim,2019-02-22,True,04DTN3hJIXJFwNHTbsrxoY,spotify:track:04DTN3hJIXJFwNHTbsrxoY,dancehall,0.477,0.786,5,-3.356,1,0.421,0.681,0.0,0.0861,0.646,67.564,audio_features,04DTN3hJIXJFwNHTbsrxoY,spotify:track:04DTN3hJIXJFwNHTbsrxoY,https://api.spotify.com/v1/tracks/04DTN3hJIXJFwNHTbsrxoY,https://api.spotify.com/v1/audio-analysis/04DTN3hJIXJFwNHTbsrxoY,164400,5
04OXihLP8tDSa1KnaeTcwK,924,Anthem,Daddy1,Anthem,2019-05-24,True,04OXihLP8tDSa1KnaeTcwK,spotify:track:04OXihLP8tDSa1KnaeTcwK,dancehall,0.644,0.635,7,-5.927,1,0.369,0.35,0.0,0.218,0.534,66.228,audio_features,04OXihLP8tDSa1KnaeTcwK,spotify:track:04OXihLP8tDSa1KnaeTcwK,https://api.spotify.com/v1/tracks/04OXihLP8tDSa1KnaeTcwK,https://api.spotify.com/v1/audio-analysis/04OXihLP8tDSa1KnaeTcwK,175216,3
04eM77Hu6VRFTuILrfEQeH,881,Love Talk,Vershon,GPS Riddim,2019-09-06,True,04eM77Hu6VRFTuILrfEQeH,spotify:track:04eM77Hu6VRFTuILrfEQeH,dancehall,0.527,0.618,0,-5.323,1,0.315,0.0495,0.0,0.0724,0.417,89.065,audio_features,04eM77Hu6VRFTuILrfEQeH,spotify:track:04eM77Hu6VRFTuILrfEQeH,https://api.spotify.com/v1/tracks/04eM77Hu6VRFTuILrfEQeH,https://api.spotify.com/v1/audio-analysis/04eM77Hu6VRFTuILrfEQeH,211188,4
04zmLrElEeAxSOLNRSNbyd,1203,Set Good,RDX,Set Good,2019-01-04,True,04zmLrElEeAxSOLNRSNbyd,spotify:track:04zmLrElEeAxSOLNRSNbyd,dancehall,0.899,0.56,9,-6.331,0,0.355,0.00502,5.52e-05,0.0613,0.647,105.957,audio_features,04zmLrElEeAxSOLNRSNbyd,spotify:track:04zmLrElEeAxSOLNRSNbyd,https://api.spotify.com/v1/tracks/04zmLrElEeAxSOLNRSNbyd,https://api.spotify.com/v1/audio-analysis/04zmLrElEeAxSOLNRSNbyd,195974,4
0553SqLToNfaXO33HYHHOm,849,Side Problem,Daddy1,4th Dimension Riddim,2019-08-30,False,0553SqLToNfaXO33HYHHOm,spotify:track:0553SqLToNfaXO33HYHHOm,dancehall,0.695,0.419,0,-10.841,0,0.38,0.327,0.0,0.138,0.755,138.485,audio_features,0553SqLToNfaXO33HYHHOm,spotify:track:0553SqLToNfaXO33HYHHOm,https://api.spotify.com/v1/tracks/0553SqLToNfaXO33HYHHOm,https://api.spotify.com/v1/audio-analysis/0553SqLToNfaXO33HYHHOm,169470,5
05Po0FR9BLZnXNQ7ObkTcF,1639,Money Can't Buy Fren,Vybz Kartel,Dancehall Hero Raw (Deluxe),2016-01-29,True,05Po0FR9BLZnXNQ7ObkTcF,spotify:track:05Po0FR9BLZnXNQ7ObkTcF,dancehall,0.852,0.842,10,-3.039,0,0.104,0.1,0.0,0.111,0.37,101.96,audio_features,05Po0FR9BLZnXNQ7ObkTcF,spotify:track:05Po0FR9BLZnXNQ7ObkTcF,https://api.spotify.com/v1/tracks/05Po0FR9BLZnXNQ7ObkTcF,https://api.spotify.com/v1/audio-analysis/05Po0FR9BLZnXNQ7ObkTcF,151767,4
05Z4eQ7llqucxW1BMeGOVR,1389,Sorry Is A Sorry Word,Tarrus Riley,Live In Love,2012-04-24,False,05Z4eQ7llqucxW1BMeGOVR,spotify:track:05Z4eQ7llqucxW1BMeGOVR,dancehall,0.658,0.924,4,-2.015,0,0.339,0.216,0.0,0.186,0.644,87.854,audio_features,05Z4eQ7llqucxW1BMeGOVR,spotify:track:05Z4eQ7llqucxW1BMeGOVR,https://api.spotify.com/v1/tracks/05Z4eQ7llqucxW1BMeGOVR,https://api.spotify.com/v1/audio-analysis/05Z4eQ7llqucxW1BMeGOVR,215432,4
05bChDWPyWRDpCfpuqqdnF,238,Wine - feat. O,Cham,Reggae Gold 2012,2012-06-25,False,05bChDWPyWRDpCfpuqqdnF,spotify:track:05bChDWPyWRDpCfpuqqdnF,dancehall,0.567,0.712,11,-5.052,0,0.298,0.163,0.0,0.262,0.754,100.377,audio_features,05bChDWPyWRDpCfpuqqdnF,spotify:track:05bChDWPyWRDpCfpuqqdnF,https://api.spotify.com/v1/tracks/05bChDWPyWRDpCfpuqqdnF,https://api.spotify.com/v1/audio-analysis/05bChDWPyWRDpCfpuqqdnF,226187,4
06TZKb6hthzl3fiCZNshVS,1582,Loodi (feat. Vybz Kartel),Shenseea,Loodi (feat. Vybz Kartel),2017-02-10,True,06TZKb6hthzl3fiCZNshVS,spotify:track:06TZKb6hthzl3fiCZNshVS,dancehall,0.602,0.83,5,-2.89,0,0.217,0.47,0.0,0.393,0.911,96.203,audio_features,06TZKb6hthzl3fiCZNshVS,spotify:track:06TZKb6hthzl3fiCZNshVS,https://api.spotify.com/v1/tracks/06TZKb6hthzl3fiCZNshVS,https://api.spotify.com/v1/audio-analysis/06TZKb6hthzl3fiCZNshVS,192990,4
06UFghuro5fTc2ThxoWaCw,1405,Goat Head,Tommy Lee,Grim Reaper - EP,2012-10-02,False,06UFghuro5fTc2ThxoWaCw,spotify:track:06UFghuro5fTc2ThxoWaCw,dancehall,0.659,0.823,10,-5.162,0,0.239,0.047,1.15e-06,0.294,0.476,196.021,audio_features,06UFghuro5fTc2ThxoWaCw,spotify:track:06UFghuro5fTc2ThxoWaCw,https://api.spotify.com/v1/tracks/06UFghuro5fTc2ThxoWaCw,https://api.spotify.com/v1/audio-analysis/06UFghuro5fTc2ThxoWaCw,201430,4
0772caGrzvNffFTNeJ1zlV,901,Nuh Reason,Jahvillani,Nuh Reason,2018-12-07,False,0772caGrzvNffFTNeJ1zlV,spotify:track:0772caGrzvNffFTNeJ1zlV,dancehall,0.733,0.492,6,-6.672,1,0.457,0.0686,0.0,0.145,0.653,186.08,audio_features,0772caGrzvNffFTNeJ1zlV,spotify:track:0772caGrzvNffFTNeJ1zlV,https://api.spotify.com/v1/tracks/0772caGrzvNffFTNeJ1zlV,https://api.spotify.com/v1/audio-analysis/0772caGrzvNffFTNeJ1zlV,197341,4
078iJA706uPyuR80QctvFR,215,Show Yourself,Konshens,Show Yourself - Single,2013-06-25,False,078iJA706uPyuR80QctvFR,spotify:track:078iJA706uPyuR80QctvFR,dancehall,0.871,0.882,2,-1.719,1,0.298,0.108,0.0,0.0853,0.897,110.001,audio_features,078iJA706uPyuR80QctvFR,spotify:track:078iJA706uPyuR80QctvFR,https://api.spotify.com/v1/tracks/078iJA706uPyuR80QctvFR,https://api.spotify.com/v1/audio-analysis/078iJA706uPyuR80QctvFR,147545,4
07B2Wt2Bx6DsejUGWOi3FA,744,Sometimes You Just Know,Daniel Bedingfield,Over Proof Riddim - Full Strength,2011-12-08,False,07B2Wt2Bx6DsejUGWOi3FA,spotify:track:07B2Wt2Bx6DsejUGWOi3FA,dancehall,0.572,0.939,0,-4.224,0,0.0642,0.0626,2.76e-05,0.105,0.966,199.977,audio_features,07B2Wt2Bx6DsejUGWOi3FA,spotify:track:07B2Wt2Bx6DsejUGWOi3FA,https://api.spotify.com/v1/tracks/07B2Wt2Bx6DsejUGWOi3FA,https://api.spotify.com/v1/audio-analysis/07B2Wt2Bx6DsejUGWOi3FA,239600,4
085BPHj4w9xDDPd1QgxgdY,992,Dem no Ready,Vybz Kartel,Lifestyle Riddim,2019-05-03,True,085BPHj4w9xDDPd1QgxgdY,spotify:track:085BPHj4w9xDDPd1QgxgdY,dancehall,0.575,0.711,5,-6.986,0,0.228,0.0699,0.0,0.09,0.796,140.403,audio_features,085BPHj4w9xDDPd1QgxgdY,spotify:track:085BPHj4w9xDDPd1QgxgdY,https://api.spotify.com/v1/tracks/085BPHj4w9xDDPd1QgxgdY,https://api.spotify.com/v1/audio-analysis/085BPHj4w9xDDPd1QgxgdY,200388,5
08RwXHOv79DnCpkybz4ngt,1101,Whine Jiggle & Kotch,Demarco,Whine Jiggle & Kotch - Single,2014-06-24,True,08RwXHOv79DnCpkybz4ngt,spotify:track:08RwXHOv79DnCpkybz4ngt,dancehall,0.932,0.826,7,-0.279,0,0.294,0.116,0.0,0.0952,0.966,98.037,audio_features,08RwXHOv79DnCpkybz4ngt,spotify:track:08RwXHOv79DnCpkybz4ngt,https://api.spotify.com/v1/tracks/08RwXHOv79DnCpkybz4ngt,https://api.spotify.com/v1/audio-analysis/08RwXHOv79DnCpkybz4ngt,193541,4
08pbDICq9q9sGmJuBiMTJY,1459,Love Make The World Go Round,Future Fambo,Love Make The World Go Round - Single,2015-02-24,False,08pbDICq9q9sGmJuBiMTJY,spotify:track:08pbDICq9q9sGmJuBiMTJY,dancehall,0.413,0.684,2,-3.415,1,0.0495,0.37,0.0,0.198,0.565,79.135,audio_features,08pbDICq9q9sGmJuBiMTJY,spotify:track:08pbDICq9q9sGmJuBiMTJY,https://api.spotify.com/v1/tracks/08pbDICq9q9sGmJuBiMTJY,https://api.spotify.com/v1/audio-analysis/08pbDICq9q9sGmJuBiMTJY,214020,4
09EmEP62OJa0anCob6k0pl,1598,Nuh Boring Gyal,Aidonia,Project Sweat,2015-08-28,True,09EmEP62OJa0anCob6k0pl,spotify:track:09EmEP62OJa0anCob6k0pl,dancehall,0.801,0.899,1,-5.854,1,0.0502,0.182,0.00263,0.415,0.504,99.987,audio_features,09EmEP62OJa0anCob6k0pl,spotify:track:09EmEP62OJa0anCob6k0pl,https://api.spotify.com/v1/tracks/09EmEP62OJa0anCob6k0pl,https://api.spotify.com/v1/audio-analysis/09EmEP62OJa0anCob6k0pl,134452,4
09GO7pi5lXuewNrI79DEO1,1379,Come Here Bubbler,Mr. Vegas,Bruk It Down 2.0,2013-09-24,False,09GO7pi5lXuewNrI79DEO1,spotify:track:09GO7pi5lXuewNrI79DEO1,dancehall,0.736,0.919,1,-4.752,1,0.0865,0.139,1.07e-05,0.318,0.706,134.762,audio_features,09GO7pi5lXuewNrI79DEO1,spotify:track:09GO7pi5lXuewNrI79DEO1,https://api.spotify.com/v1/tracks/09GO7pi5lXuewNrI79DEO1,https://api.spotify.com/v1/audio-analysis/09GO7pi5lXuewNrI79DEO1,184445,4
09Psegp7wDGP5m2R4vfhFG,1007,Romantic Mood,Spice,Captured,2018-11-02,True,09Psegp7wDGP5m2R4vfhFG,spotify:track:09Psegp7wDGP5m2R4vfhFG,dancehall,0.797,0.713,3,-4.067,1,0.307,0.0997,0.0,0.326,0.961,122.259,audio_features,09Psegp7wDGP5m2R4vfhFG,spotify:track:09Psegp7wDGP5m2R4vfhFG,https://api.spotify.com/v1/tracks/09Psegp7wDGP5m2R4vfhFG,https://api.spotify.com/v1/audio-analysis/09Psegp7wDGP5m2R4vfhFG,188986,5
0ABAfRdYmJWpe3OJmUz8cP,1251,Weh You Did Deh,Dejour X Darkoo,Weh You Did Deh,2019-07-19,True,0ABAfRdYmJWpe3OJmUz8cP,spotify:track:0ABAfRdYmJWpe3OJmUz8cP,dancehall,0.534,0.626,7,-6.201,0,0.11,0.57,4.3e-05,0.0882,0.522,83.722,audio_features,0ABAfRdYmJWpe3OJmUz8cP,spotify:track:0ABAfRdYmJWpe3OJmUz8cP,https://api.spotify.com/v1/tracks/0ABAfRdYmJWpe3OJmUz8cP,https://api.spotify.com/v1/audio-analysis/0ABAfRdYmJWpe3OJmUz8cP,234318,4
0ACjiFMRsPOtrZRlHMhs2E,697,Benz Punany,Vybz Kartel,empire universe second chapter,2011-05-03,True,0ACjiFMRsPOtrZRlHMhs2E,spotify:track:0ACjiFMRsPOtrZRlHMhs2E,dancehall,0.651,0.619,4,-5.621,0,0.267,0.16,0.0,0.318,0.304,102.938,audio_features,0ACjiFMRsPOtrZRlHMhs2E,spotify:track:0ACjiFMRsPOtrZRlHMhs2E,https://api.spotify.com/v1/tracks/0ACjiFMRsPOtrZRlHMhs2E,https://api.spotify.com/v1/audio-analysis/0ACjiFMRsPOtrZRlHMhs2E,204627,4
0ANaKTiIk642Hd49JPtUKQ,1023,Unstoppable,Popcaan,Unstoppable - Single,2019-03-15,True,0ANaKTiIk642Hd49JPtUKQ,spotify:track:0ANaKTiIk642Hd49JPtUKQ,dancehall,0.508,0.833,0,-3.368,1,0.203,0.703,1.03e-06,0.13,0.432,89.691,audio_features,0ANaKTiIk642Hd49JPtUKQ,spotify:track:0ANaKTiIk642Hd49JPtUKQ,https://api.spotify.com/v1/tracks/0ANaKTiIk642Hd49JPtUKQ,https://api.spotify.com/v1/audio-analysis/0ANaKTiIk642Hd49JPtUKQ,185312,1
0AVzzoLeCBAs9H9trhbwjH,1485,Buss the Eagle,Aidonia,30 Dancehall Smashes,2015-05-14,False,0AVzzoLeCBAs9H9trhbwjH,spotify:track:0AVzzoLeCBAs9H9trhbwjH,dancehall,0.818,0.633,2,-11.683,1,0.439,0.498,0.0,0.0481,0.666,114.93,audio_features,0AVzzoLeCBAs9H9trhbwjH,spotify:track:0AVzzoLeCBAs9H9trhbwjH,https://api.spotify.com/v1/tracks/0AVzzoLeCBAs9H9trhbwjH,https://api.spotify.com/v1/audio-analysis/0AVzzoLeCBAs9H9trhbwjH,233040,4
0AtJRdhdfsGxVwVFJakGWA,777,Cautious,Rygin King,Cautious,2019-12-22,True,0AtJRdhdfsGxVwVFJakGWA,spotify:track:0AtJRdhdfsGxVwVFJakGWA,dancehall,0.684,0.877,2,-6.483,1,0.309,0.657,0.0,0.133,0.598,115.815,audio_features,0AtJRdhdfsGxVwVFJakGWA,spotify:track:0AtJRdhdfsGxVwVFJakGWA,https://api.spotify.com/v1/tracks/0AtJRdhdfsGxVwVFJakGWA,https://api.spotify.com/v1/audio-analysis/0AtJRdhdfsGxVwVFJakGWA,157048,4
0AvcgOO3MTZpaJNJug2pz3,1449,Cheaters Prayer,Christopher Martin,Cheaters Prayer,2012-01-11,False,0AvcgOO3MTZpaJNJug2pz3,spotify:track:0AvcgOO3MTZpaJNJug2pz3,dancehall,0.616,0.682,10,-5.292,1,0.218,0.178,0.0,0.0567,0.673,89.695,audio_features,0AvcgOO3MTZpaJNJug2pz3,spotify:track:0AvcgOO3MTZpaJNJug2pz3,https://api.spotify.com/v1/tracks/0AvcgOO3MTZpaJNJug2pz3,https://api.spotify.com/v1/audio-analysis/0AvcgOO3MTZpaJNJug2pz3,206397,4
0B1X6jlzNv6rUWmdDBOG9S,188,Collabo,P-Square,Double Trouble,2014-09-12,False,0B1X6jlzNv6rUWmdDBOG9S,spotify:track:0B1X6jlzNv6rUWmdDBOG9S,dancehall,0.58,0.903,11,-4.564,1,0.0773,0.353,6.98e-06,0.0957,0.927,194.828,audio_features,0B1X6jlzNv6rUWmdDBOG9S,spotify:track:0B1X6jlzNv6rUWmdDBOG9S,https://api.spotify.com/v1/tracks/0B1X6jlzNv6rUWmdDBOG9S,https://api.spotify.com/v1/audio-analysis/0B1X6jlzNv6rUWmdDBOG9S,223500,3
0BBOLOV5JntPL3341swIre,1235,Turn Me On,Kevin Lyttle,Kevin Lyttle (US Domestic release),2004-03-30,False,0BBOLOV5JntPL3341swIre,spotify:track:0BBOLOV5JntPL3341swIre,dancehall,0.677,0.682,9,-6.879,1,0.0361,0.0405,0.0,0.0351,0.875,106.279,audio_features,0BBOLOV5JntPL3341swIre,spotify:track:0BBOLOV5JntPL3341swIre,https://api.spotify.com/v1/tracks/0BBOLOV5JntPL3341swIre,https://api.spotify.com/v1/audio-analysis/0BBOLOV5JntPL3341swIre,192107,4
0Bhgvv9rPEAGkh8SA5TAtR,1586,Love Yuh Everything,Alkaline,Love Yuh Everything,2015-04-09,True,0Bhgvv9rPEAGkh8SA5TAtR,spotify:track:0Bhgvv9rPEAGkh8SA5TAtR,dancehall,0.746,0.733,6,-6.376,0,0.124,0.378,0.0,0.124,0.539,100.168,audio_features,0Bhgvv9rPEAGkh8SA5TAtR,spotify:track:0Bhgvv9rPEAGkh8SA5TAtR,https://api.spotify.com/v1/tracks/0Bhgvv9rPEAGkh8SA5TAtR,https://api.spotify.com/v1/audio-analysis/0Bhgvv9rPEAGkh8SA5TAtR,165026,4
0CPes6jXxmZh0sxVtOC9cG,739,Let's Go,Beenie Man,Overproof Riddim,2011-08-05,False,0CPes6jXxmZh0sxVtOC9cG,spotify:track:0CPes6jXxmZh0sxVtOC9cG,dancehall,0.568,0.916,3,-4.834,1,0.213,0.297,0.0,0.11,0.889,199.746,audio_features,0CPes6jXxmZh0sxVtOC9cG,spotify:track:0CPes6jXxmZh0sxVtOC9cG,https://api.spotify.com/v1/tracks/0CPes6jXxmZh0sxVtOC9cG,https://api.spotify.com/v1/audio-analysis/0CPes6jXxmZh0sxVtOC9cG,188933,4
0CQ2UTnZsl3nLyKl2yes8i,1062,Knocka,Acegawd,Black Henny Riddim,2019-11-15,True,0CQ2UTnZsl3nLyKl2yes8i,spotify:track:0CQ2UTnZsl3nLyKl2yes8i,dancehall,0.627,0.73,7,-7.027,1,0.295,0.124,0.0,0.297,0.579,101.032,audio_features,0CQ2UTnZsl3nLyKl2yes8i,spotify:track:0CQ2UTnZsl3nLyKl2yes8i,https://api.spotify.com/v1/tracks/0CQ2UTnZsl3nLyKl2yes8i,https://api.spotify.com/v1/audio-analysis/0CQ2UTnZsl3nLyKl2yes8i,171050,4
0CVdDnSzBpuPumE5rXeLRU,806,Enough Sweat,Bittah Sosicka,Enough Sweat,2019-11-22,True,0CVdDnSzBpuPumE5rXeLRU,spotify:track:0CVdDnSzBpuPumE5rXeLRU,dancehall,0.898,0.758,11,-4.773,0,0.221,0.0125,0.0,0.133,0.618,103.039,audio_features,0CVdDnSzBpuPumE5rXeLRU,spotify:track:0CVdDnSzBpuPumE5rXeLRU,https://api.spotify.com/v1/tracks/0CVdDnSzBpuPumE5rXeLRU,https://api.spotify.com/v1/audio-analysis/0CVdDnSzBpuPumE5rXeLRU,184223,4
0CfQ8hT96TCe8htXMwptJo,365,Mek It Bunx Up,DeeWunn,Mek It Bunx Up,2018-04-13,True,0CfQ8hT96TCe8htXMwptJo,spotify:track:0CfQ8hT96TCe8htXMwptJo,dancehall,0.947,0.806,11,-4.191,0,0.296,0.00815,0.0,0.0811,0.634,99.999,audio_features,0CfQ8hT96TCe8htXMwptJo,spotify:track:0CfQ8hT96TCe8htXMwptJo,https://api.spotify.com/v1/tracks/0CfQ8hT96TCe8htXMwptJo,https://api.spotify.com/v1/audio-analysis/0CfQ8hT96TCe8htXMwptJo,215700,4
0Cts7r0qIe1mK8jIHfEJxI,224,Tie Mi,Vershon,Cure Pain Riddim,2016-02-26,False,0Cts7r0qIe1mK8jIHfEJxI,spotify:track:0Cts7r0qIe1mK8jIHfEJxI,dancehall,0.521,0.666,3,-6.95,0,0.287,0.126,0.0,0.252,0.619,136.747,audio_features,0Cts7r0qIe1mK8jIHfEJxI,spotify:track:0Cts7r0qIe1mK8jIHfEJxI,https://api.spotify.com/v1/tracks/0Cts7r0qIe1mK8jIHfEJxI,https://api.spotify.com/v1/audio-analysis/0Cts7r0qIe1mK8jIHfEJxI,218824,5
