,Unnamed: 0,track_name,artist,album,release_date,explicit,track_id,track_uri,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
09XAzLMqjYiBuI4fb68sqr,1014,Missing You,Shav-A,Missing You,2018-02-10,False,09XAzLMqjYiBuI4fb68sqr,spotify:track:09XAzLMqjYiBuI4fb68sqr,soca,0.673,0.572,11.0,-8.085,1.0,0.146,0.216,0.000808,0.081,0.415,188.001,audio_features,09XAzLMqjYiBuI4fb68sqr,spotify:track:09XAzLMqjYiBuI4fb68sqr,https://api.spotify.com/v1/tracks/09XAzLMqjYiBuI4fb68sqr,https://api.spotify.com/v1/audio-analysis/09XAzLMqjYiBuI4fb68sqr,209400.0,4.0
09kDM7YVq5bs9Z08gw7HHS,847,Leave Me Alone (feat. Manu Chao & Machel Montano) - Kubiyashi Remix,Calypso Rose,Leave Me Alone (feat. Manu Chao) [Remixes],2016-11-04,False,09kDM7YVq5bs9Z08gw7HHS,spotify:track:09kDM7YVq5bs9Z08gw7HHS,soca,0.781,0.784,11.0,-4.553,0.0,0.182,0.153,0.0,0.0529,0.919,105.017,audio_features,09kDM7YVq5bs9Z08gw7HHS,spotify:track:09kDM7YVq5bs9Z08gw7HHS,https://api.spotify.com/v1/tracks/09kDM7YVq5bs9Z08gw7HHS,https://api.spotify.com/v1/audio-analysis/09kDM7YVq5bs9Z08gw7HHS,216171.0,4.0
09leLrirBGfrecgqPhVWEi,1616,Lock Down Fete,Skinny Fabulous,The Mighty Calypso,2019-11-29,False,09leLrirBGfrecgqPhVWEi,spotify:track:09leLrirBGfrecgqPhVWEi,soca,0.644,0.763,6.0,-4.77,1.0,0.0954,0.129,0.0,0.279,0.526,105.017,audio_features,09leLrirBGfrecgqPhVWEi,spotify:track:09leLrirBGfrecgqPhVWEi,https://api.spotify.com/v1/tracks/09leLrirBGfrecgqPhVWEi,https://api.spotify.com/v1/audio-analysis/09leLrirBGfrecgqPhVWEi,157714.0,4.0
09z0yOZ9a6SFir3SFLmPDg,574,Feel Good,Fay-Ann Lyons,Foli Riddim,2018-10-26,False,09z0yOZ9a6SFir3SFLmPDg,spotify:track:09z0yOZ9a6SFir3SFLmPDg,soca,0.832,0.727,0.0,-5.432,1.0,0.0426,0.118,0.0,0.23,0.47,103.011,audio_features,09z0yOZ9a6SFir3SFLmPDg,spotify:track:09z0yOZ9a6SFir3SFLmPDg,https://api.spotify.com/v1/tracks/09z0yOZ9a6SFir3SFLmPDg,https://api.spotify.com/v1/audio-analysis/09z0yOZ9a6SFir3SFLmPDg,190988.0,4.0
0A13cttE72zsMkoLy1OQWP,777,In Trouble,Farmer Nappy,Patrol Riddim,2014-12-16,False,0A13cttE72zsMkoLy1OQWP,spotify:track:0A13cttE72zsMkoLy1OQWP,soca,0.821,0.899,2.0,-2.843,1.0,0.057,0.0072,0.0,0.0308,0.811,128.052,audio_features,0A13cttE72zsMkoLy1OQWP,spotify:track:0A13cttE72zsMkoLy1OQWP,https://api.spotify.com/v1/tracks/0A13cttE72zsMkoLy1OQWP,https://api.spotify.com/v1/audio-analysis/0A13cttE72zsMkoLy1OQWP,213208.0,4.0
0ANaKTiIk642Hd49JPtUKQ,1122,Unstoppable,Popcaan,Unstoppable - Single,2019-03-15,True,0ANaKTiIk642Hd49JPtUKQ,spotify:track:0ANaKTiIk642Hd49JPtUKQ,soca,0.508,0.833,0.0,-3.368,1.0,0.203,0.703,1.03e-06,0.13,0.432,89.691,audio_features,0ANaKTiIk642Hd49JPtUKQ,spotify:track:0ANaKTiIk642Hd49JPtUKQ,https://api.spotify.com/v1/tracks/0ANaKTiIk642Hd49JPtUKQ,https://api.spotify.com/v1/audio-analysis/0ANaKTiIk642Hd49JPtUKQ,185312.0,1.0
0Awl6MSrdx1Ditv77tvXSV,729,Monster Winer,Kerwin Du Bois,Lil Rick HD & Friends,2013-08-01,False,0Awl6MSrdx1Ditv77tvXSV,spotify:track:0Awl6MSrdx1Ditv77tvXSV,soca,0.88,0.851,0.0,-3.322,1.0,0.0615,0.0601,1.21e-06,0.275,0.834,130.02,audio_features,0Awl6MSrdx1Ditv77tvXSV,spotify:track:0Awl6MSrdx1Ditv77tvXSV,https://api.spotify.com/v1/tracks/0Awl6MSrdx1Ditv77tvXSV,https://api.spotify.com/v1/audio-analysis/0Awl6MSrdx1Ditv77tvXSV,159013.0,4.0
0B0fvGlzw3vuTWquGDF4QZ,1278,Right Down,5 Star Akil,Hello Bacchanal Riddim,2019-12-09,False,0B0fvGlzw3vuTWquGDF4QZ,spotify:track:0B0fvGlzw3vuTWquGDF4QZ,soca,0.797,0.931,1.0,-3.51,1.0,0.0601,0.189,3.24e-06,0.073,0.964,126.038,audio_features,0B0fvGlzw3vuTWquGDF4QZ,spotify:track:0B0fvGlzw3vuTWquGDF4QZ,https://api.spotify.com/v1/tracks/0B0fvGlzw3vuTWquGDF4QZ,https://api.spotify.com/v1/audio-analysis/0B0fvGlzw3vuTWquGDF4QZ,202084.0,4.0
0BE4ps9IxdwukKpiKPsn55,689,Like It Like This,Patrice Roberts,Get Soca 2018,2018-02-09,False,0BE4ps9IxdwukKpiKPsn55,spotify:track:0BE4ps9IxdwukKpiKPsn55,soca,0.656,0.913,2.0,-2.093,1.0,0.0566,0.129,0.00608,0.0771,0.6,107.845,audio_features,0BE4ps9IxdwukKpiKPsn55,spotify:track:0BE4ps9IxdwukKpiKPsn55,https://api.spotify.com/v1/tracks/0BE4ps9IxdwukKpiKPsn55,https://api.spotify.com/v1/audio-analysis/0BE4ps9IxdwukKpiKPsn55,196166.0,4.0
0C2AFknsLclzgti5ImWhTz,1323,Wining Queen,"Denise ""Saucy"" Belfon",Soca Gold 2013,2013-05-21,False,0C2AFknsLclzgti5ImWhTz,spotify:track:0C2AFknsLclzgti5ImWhTz,soca,0.915,0.863,9.0,-4.594,1.0,0.245,0.0608,0.0,0.0791,0.863,122.063,audio_features,0C2AFknsLclzgti5ImWhTz,spotify:track:0C2AFknsLclzgti5ImWhTz,https://api.spotify.com/v1/tracks/0C2AFknsLclzgti5ImWhTz,https://api.spotify.com/v1/audio-analysis/0C2AFknsLclzgti5ImWhTz,268933.0,4.0
0CHw7ZG2hZBiPav5DekKex,458,Permission Slip,Destra,Permission Slip,2019-12-02,False,0CHw7ZG2hZBiPav5DekKex,spotify:track:0CHw7ZG2hZBiPav5DekKex,soca,0.811,0.904,6.0,-4.073,0.0,0.13,0.0471,0.0,0.0382,0.955,137.945,audio_features,0CHw7ZG2hZBiPav5DekKex,spotify:track:0CHw7ZG2hZBiPav5DekKex,https://api.spotify.com/v1/tracks/0CHw7ZG2hZBiPav5DekKex,https://api.spotify.com/v1/audio-analysis/0CHw7ZG2hZBiPav5DekKex,153913.0,4.0
0CeCJCLibA5kVlrapithn1,1482,Like Soda,Precision Productions,Osaka Riddim (Soca 2019 Trinidad and Tobago Carnival),2018-10-25,False,0CeCJCLibA5kVlrapithn1,spotify:track:0CeCJCLibA5kVlrapithn1,soca,0.748,0.864,11.0,-4.539,0.0,0.0672,0.431,1.21e-06,0.106,0.746,104.034,audio_features,0CeCJCLibA5kVlrapithn1,spotify:track:0CeCJCLibA5kVlrapithn1,https://api.spotify.com/v1/tracks/0CeCJCLibA5kVlrapithn1,https://api.spotify.com/v1/audio-analysis/0CeCJCLibA5kVlrapithn1,188163.0,4.0
0D3ieykXGbqQekPwHdxhfZ,731,Permission Granted,Patrice Roberts,Project 5 Riddim,2012-11-30,False,0D3ieykXGbqQekPwHdxhfZ,spotify:track:0D3ieykXGbqQekPwHdxhfZ,soca,0.783,0.7,6.0,-5.364,0.0,0.17,0.138,0.0,0.0898,0.837,121.818,audio_features,0D3ieykXGbqQekPwHdxhfZ,spotify:track:0D3ieykXGbqQekPwHdxhfZ,https://api.spotify.com/v1/tracks/0D3ieykXGbqQekPwHdxhfZ,https://api.spotify.com/v1/audio-analysis/0D3ieykXGbqQekPwHdxhfZ,276000.0,4.0
0D6bV9TgqC7jJVwjvsY77a,1355,One More Time (Remix) (feat. Mr. Vegas),Machel Montano,Wining Season,2008-06-11,False,0D6bV9TgqC7jJVwjvsY77a,spotify:track:0D6bV9TgqC7jJVwjvsY77a,soca,0.766,0.898,1.0,-3.55,1.0,0.0738,0.0118,0.0,0.38,0.659,106.992,audio_features,0D6bV9TgqC7jJVwjvsY77a,spotify:track:0D6bV9TgqC7jJVwjvsY77a,https://api.spotify.com/v1/tracks/0D6bV9TgqC7jJVwjvsY77a,https://api.spotify.com/v1/audio-analysis/0D6bV9TgqC7jJVwjvsY77a,251213.0,4.0
0D8QCUZUBNXA7sF4c7smoa,710,Soca Change My Life,Rupee,Gateway Riddim,2017-12-29,False,0D8QCUZUBNXA7sF4c7smoa,spotify:track:0D8QCUZUBNXA7sF4c7smoa,soca,0.855,0.741,6.0,-6.094,1.0,0.0665,0.0126,2.78e-06,0.069,0.965,130.001,audio_features,0D8QCUZUBNXA7sF4c7smoa,spotify:track:0D8QCUZUBNXA7sF4c7smoa,https://api.spotify.com/v1/tracks/0D8QCUZUBNXA7sF4c7smoa,https://api.spotify.com/v1/audio-analysis/0D8QCUZUBNXA7sF4c7smoa,211462.0,4.0
0DsKkqZe1dwG4YQ9QpBWa0,1753,I Like Dat (Bumpa Riddim),Hypasounds,Soca in a Flash,2013-07-19,False,0DsKkqZe1dwG4YQ9QpBWa0,spotify:track:0DsKkqZe1dwG4YQ9QpBWa0,soca,0.923,0.904,8.0,-3.274,0.0,0.109,0.0897,4.38e-06,0.206,0.764,115.979,audio_features,0DsKkqZe1dwG4YQ9QpBWa0,spotify:track:0DsKkqZe1dwG4YQ9QpBWa0,https://api.spotify.com/v1/tracks/0DsKkqZe1dwG4YQ9QpBWa0,https://api.spotify.com/v1/audio-analysis/0DsKkqZe1dwG4YQ9QpBWa0,194406.0,4.0
0EETTiSLc5BDL6QFcdkSaV,343,She Always Bend Over,DJ Spider,Big Yam Riddim,2019-06-07,False,0EETTiSLc5BDL6QFcdkSaV,spotify:track:0EETTiSLc5BDL6QFcdkSaV,soca,0.488,0.947,11.0,-3.385,1.0,0.302,0.037,0.00361,0.0718,0.922,195.154,audio_features,0EETTiSLc5BDL6QFcdkSaV,spotify:track:0EETTiSLc5BDL6QFcdkSaV,https://api.spotify.com/v1/tracks/0EETTiSLc5BDL6QFcdkSaV,https://api.spotify.com/v1/audio-analysis/0EETTiSLc5BDL6QFcdkSaV,172095.0,3.0
0EIOT2UvJKPDoDW605lwPY,1026,Whole Night,L Pank,Morning After Riddim,2018-06-22,False,0EIOT2UvJKPDoDW605lwPY,spotify:track:0EIOT2UvJKPDoDW605lwPY,soca,0.633,0.939,8.0,-4.821,1.0,0.069,0.0059,0.0,0.374,0.666,129.854,audio_features,0EIOT2UvJKPDoDW605lwPY,spotify:track:0EIOT2UvJKPDoDW605lwPY,https://api.spotify.com/v1/tracks/0EIOT2UvJKPDoDW605lwPY,https://api.spotify.com/v1/audio-analysis/0EIOT2UvJKPDoDW605lwPY,211731.0,4.0
0EKKfWcVIorHtaNExUAWGF,956,Parang Soca,Crazy,Charlie's Xmas Soca And Parang Collection,2008-12-15,False,0EKKfWcVIorHtaNExUAWGF,spotify:track:0EKKfWcVIorHtaNExUAWGF,soca,0.649,0.889,3.0,-7.959,1.0,0.0507,0.00144,0.0,0.216,0.966,125.007,audio_features,0EKKfWcVIorHtaNExUAWGF,spotify:track:0EKKfWcVIorHtaNExUAWGF,https://api.spotify.com/v1/tracks/0EKKfWcVIorHtaNExUAWGF,https://api.spotify.com/v1/audio-analysis/0EKKfWcVIorHtaNExUAWGF,321747.0,4.0
0EPRnaIacoximtijgZ0Bp3,376,Lost & Found,Preedy,Lost & Found,2018-12-07,False,0EPRnaIacoximtijgZ0Bp3,spotify:track:0EPRnaIacoximtijgZ0Bp3,soca,0.566,0.913,9.0,-3.908,1.0,0.237,0.0171,0.00157,0.0486,0.657,191.362,audio_features,0EPRnaIacoximtijgZ0Bp3,spotify:track:0EPRnaIacoximtijgZ0Bp3,https://api.spotify.com/v1/tracks/0EPRnaIacoximtijgZ0Bp3,https://api.spotify.com/v1/audio-analysis/0EPRnaIacoximtijgZ0Bp3,198750.0,3.0
0Eheksy6LPSSe7mWaDzxvQ,703,Showtime,Machel Montano,Pim Pim Riddim,2017-12-15,False,0Eheksy6LPSSe7mWaDzxvQ,spotify:track:0Eheksy6LPSSe7mWaDzxvQ,soca,0.742,0.907,2.0,-4.154,1.0,0.04,0.121,0.0,0.0865,0.592,147.005,audio_features,0Eheksy6LPSSe7mWaDzxvQ,spotify:track:0Eheksy6LPSSe7mWaDzxvQ,https://api.spotify.com/v1/tracks/0Eheksy6LPSSe7mWaDzxvQ,https://api.spotify.com/v1/audio-analysis/0Eheksy6LPSSe7mWaDzxvQ,213050.0,4.0
0FHYQpIFRkqScYNNvD613e,1432,Doh Forget Di Jab,Skinny Banton,Doh Forget Di Jab,2015-07-25,False,0FHYQpIFRkqScYNNvD613e,spotify:track:0FHYQpIFRkqScYNNvD613e,soca,0.784,0.677,9.0,-7.45,0.0,0.0444,0.489,0.431,0.0964,0.809,145.038,audio_features,0FHYQpIFRkqScYNNvD613e,spotify:track:0FHYQpIFRkqScYNNvD613e,https://api.spotify.com/v1/tracks/0FHYQpIFRkqScYNNvD613e,https://api.spotify.com/v1/audio-analysis/0FHYQpIFRkqScYNNvD613e,221936.0,4.0
0FISWK0xdzksy43d3kA6VW,1066,MAJAH,Nessa Preppy,MAJAH,2018-08-03,False,0FISWK0xdzksy43d3kA6VW,spotify:track:0FISWK0xdzksy43d3kA6VW,soca,0.74,0.713,7.0,-5.285,1.0,0.0608,0.00458,5.56e-06,0.219,0.614,126.474,audio_features,0FISWK0xdzksy43d3kA6VW,spotify:track:0FISWK0xdzksy43d3kA6VW,https://api.spotify.com/v1/tracks/0FISWK0xdzksy43d3kA6VW,https://api.spotify.com/v1/audio-analysis/0FISWK0xdzksy43d3kA6VW,178065.0,5.0
0FL9MdEkIY0ZOJBfBhiuR8,1662,Hurricane Fete,Terra D Governor,One Bad Riddim,2020-01-04,False,0FL9MdEkIY0ZOJBfBhiuR8,spotify:track:0FL9MdEkIY0ZOJBfBhiuR8,soca,0.803,0.834,7.0,-2.484,1.0,0.137,0.06,0.0,0.093,0.841,158.058,audio_features,0FL9MdEkIY0ZOJBfBhiuR8,spotify:track:0FL9MdEkIY0ZOJBfBhiuR8,https://api.spotify.com/v1/tracks/0FL9MdEkIY0ZOJBfBhiuR8,https://api.spotify.com/v1/audio-analysis/0FL9MdEkIY0ZOJBfBhiuR8,160928.0,4.0
0FgZq5lsz1LU9WOErYPkJs,878,Epic,Machel Montano,Happiest Man Alive,2014-06-11,False,0FgZq5lsz1LU9WOErYPkJs,spotify:track:0FgZq5lsz1LU9WOErYPkJs,soca,0.914,0.888,10.0,-3.959,1.0,0.281,0.244,0.0,0.129,0.811,129.985,audio_features,0FgZq5lsz1LU9WOErYPkJs,spotify:track:0FgZq5lsz1LU9WOErYPkJs,https://api.spotify.com/v1/tracks/0FgZq5lsz1LU9WOErYPkJs,https://api.spotify.com/v1/audio-analysis/0FgZq5lsz1LU9WOErYPkJs,218690.0,4.0
0Fjxo4VZnsCmhPp85hD62v,272,Balance Batty,Lil Rick,Balance Batty,2019-09-20,False,0Fjxo4VZnsCmhPp85hD62v,spotify:track:0Fjxo4VZnsCmhPp85hD62v,soca,0.83,0.815,0.0,-4.803,1.0,0.148,0.00677,6.25e-05,0.0656,0.904,128.011,audio_features,0Fjxo4VZnsCmhPp85hD62v,spotify:track:0Fjxo4VZnsCmhPp85hD62v,https://api.spotify.com/v1/tracks/0Fjxo4VZnsCmhPp85hD62v,https://api.spotify.com/v1/audio-analysis/0Fjxo4VZnsCmhPp85hD62v,181577.0,4.0
0GDlqxXPeoCB3MmEgaKnKY,388,Hold Yuh,Fadda Fox,Choco Stick Riddim,2019-05-24,False,0GDlqxXPeoCB3MmEgaKnKY,spotify:track:0GDlqxXPeoCB3MmEgaKnKY,soca,0.829,0.828,2.0,-4.648,1.0,0.224,0.0172,0.0,0.111,0.864,101.925,audio_features,0GDlqxXPeoCB3MmEgaKnKY,spotify:track:0GDlqxXPeoCB3MmEgaKnKY,https://api.spotify.com/v1/tracks/0GDlqxXPeoCB3MmEgaKnKY,https://api.spotify.com/v1/audio-analysis/0GDlqxXPeoCB3MmEgaKnKY,230082.0,4.0
0GOQmeS6puFBqDdEhKKGBu,1103,Leave My Tail,Farmer Nappy,Hooked on Soca,2019-02-15,False,0GOQmeS6puFBqDdEhKKGBu,spotify:track:0GOQmeS6puFBqDdEhKKGBu,soca,0.847,0.926,11.0,-4.066,0.0,0.0399,0.0962,0.0,0.103,0.955,119.99,audio_features,0GOQmeS6puFBqDdEhKKGBu,spotify:track:0GOQmeS6puFBqDdEhKKGBu,https://api.spotify.com/v1/tracks/0GOQmeS6puFBqDdEhKKGBu,https://api.spotify.com/v1/audio-analysis/0GOQmeS6puFBqDdEhKKGBu,206410.0,4.0
0GQG5ogLgDHSzYK9yWm5QU,1136,Dear Drunk People,Precision Productions,"We Muzik Trinidad and Tobago, Vol. 10",2019-03-01,False,0GQG5ogLgDHSzYK9yWm5QU,spotify:track:0GQG5ogLgDHSzYK9yWm5QU,soca,0.555,0.839,0.0,-4.591,1.0,0.131,0.235,0.0,0.107,0.856,123.543,audio_features,0GQG5ogLgDHSzYK9yWm5QU,spotify:track:0GQG5ogLgDHSzYK9yWm5QU,https://api.spotify.com/v1/tracks/0GQG5ogLgDHSzYK9yWm5QU,https://api.spotify.com/v1/audio-analysis/0GQG5ogLgDHSzYK9yWm5QU,242891.0,4.0
0GQdDxTVd8ap2ysTLdOBf8,1190,Do like That,Lyrikal,Caution Riddim,2019-07-11,False,0GQdDxTVd8ap2ysTLdOBf8,spotify:track:0GQdDxTVd8ap2ysTLdOBf8,soca,0.77,0.915,1.0,-3.616,1.0,0.0997,0.0727,3.97e-06,0.248,0.773,134.013,audio_features,0GQdDxTVd8ap2ysTLdOBf8,spotify:track:0GQdDxTVd8ap2ysTLdOBf8,https://api.spotify.com/v1/tracks/0GQdDxTVd8ap2ysTLdOBf8,https://api.spotify.com/v1/audio-analysis/0GQdDxTVd8ap2ysTLdOBf8,192157.0,4.0
0H4qXcyu9opvUkNXNbw7gY,1528,Big Belly Man,Mac Fingal,Soca 101 Vol. 2,2008-09-30,False,0H4qXcyu9opvUkNXNbw7gY,spotify:track:0H4qXcyu9opvUkNXNbw7gY,soca,0.815,0.954,3.0,-4.975,0.0,0.101,0.0409,0.0,0.0664,0.752,141.985,audio_features,0H4qXcyu9opvUkNXNbw7gY,spotify:track:0H4qXcyu9opvUkNXNbw7gY,https://api.spotify.com/v1/tracks/0H4qXcyu9opvUkNXNbw7gY,https://api.spotify.com/v1/audio-analysis/0H4qXcyu9opvUkNXNbw7gY,292987.0,4.0
0HlBM54YFJz2zDMN1i5nM4,638,Good Good,Drastic,Global Heritage Riddim,2019-03-28,False,0HlBM54YFJz2zDMN1i5nM4,spotify:track:0HlBM54YFJz2zDMN1i5nM4,soca,0.806,0.759,5.0,-5.918,1.0,0.0472,0.0221,0.0,0.105,0.772,104.024,audio_features,0HlBM54YFJz2zDMN1i5nM4,spotify:track:0HlBM54YFJz2zDMN1i5nM4,https://api.spotify.com/v1/tracks/0HlBM54YFJz2zDMN1i5nM4,https://api.spotify.com/v1/audio-analysis/0HlBM54YFJz2zDMN1i5nM4,211006.0,4.0
0IN7dlNTNhImUHhCRYCoP5,173,Whinin' Alone,JusWata,Whinin' Alone,2019-01-25,False,0IN7dlNTNhImUHhCRYCoP5,spotify:track:0IN7dlNTNhImUHhCRYCoP5,soca,0.737,0.922,2.0,-4.85,1.0,0.0488,0.194,0.0,0.0996,0.968,112.998,audio_features,0IN7dlNTNhImUHhCRYCoP5,spotify:track:0IN7dlNTNhImUHhCRYCoP5,https://api.spotify.com/v1/tracks/0IN7dlNTNhImUHhCRYCoP5,https://api.spotify.com/v1/audio-analysis/0IN7dlNTNhImUHhCRYCoP5,225192.0,4.0
0KSq3mtLRZ1yb3ox041tpt,1077,Night & Day,Patrice Roberts,The Planet Love Concept,2019-01-11,False,0KSq3mtLRZ1yb3ox041tpt,spotify:track:0KSq3mtLRZ1yb3ox041tpt,soca,0.671,0.907,0.0,-4.498,1.0,0.0362,0.0173,0.0,0.0945,0.385,119.978,audio_features,0KSq3mtLRZ1yb3ox041tpt,spotify:track:0KSq3mtLRZ1yb3ox041tpt,https://api.spotify.com/v1/tracks/0KSq3mtLRZ1yb3ox041tpt,https://api.spotify.com/v1/audio-analysis/0KSq3mtLRZ1yb3ox041tpt,176500.0,4.0
0KcoVOugFg532zyJOr2eds,1755,Better Than Them,Machel Montano,Better Than Them,2016-03-25,False,0KcoVOugFg532zyJOr2eds,spotify:track:0KcoVOugFg532zyJOr2eds,soca,0.717,0.92,0.0,-3.179,1.0,0.0553,0.0745,0.0,0.291,0.655,101.015,audio_features,0KcoVOugFg532zyJOr2eds,spotify:track:0KcoVOugFg532zyJOr2eds,https://api.spotify.com/v1/tracks/0KcoVOugFg532zyJOr2eds,https://api.spotify.com/v1/audio-analysis/0KcoVOugFg532zyJOr2eds,213922.0,4.0
0L3km33eBaLweFD4qOINeA,1541,Kaylaylay,Mr. Dale,Soca Gold 1999,1999,False,0L3km33eBaLweFD4qOINeA,spotify:track:0L3km33eBaLweFD4qOINeA,soca,0.831,0.694,1.0,-12.079,1.0,0.187,0.0638,1.26e-06,0.0878,0.893,117.992,audio_features,0L3km33eBaLweFD4qOINeA,spotify:track:0L3km33eBaLweFD4qOINeA,https://api.spotify.com/v1/tracks/0L3km33eBaLweFD4qOINeA,https://api.spotify.com/v1/audio-analysis/0L3km33eBaLweFD4qOINeA,267467.0,4.0
0MAVEe1kgAh5Ws5D8mT3YA,1383,Is Not the Same,Crazy,Get Soca 2016,2016-02-05,False,0MAVEe1kgAh5Ws5D8mT3YA,spotify:track:0MAVEe1kgAh5Ws5D8mT3YA,soca,0.738,0.885,4.0,-5.784,0.0,0.0793,0.0473,0.0708,0.0858,0.663,114.004,audio_features,0MAVEe1kgAh5Ws5D8mT3YA,spotify:track:0MAVEe1kgAh5Ws5D8mT3YA,https://api.spotify.com/v1/tracks/0MAVEe1kgAh5Ws5D8mT3YA,https://api.spotify.com/v1/audio-analysis/0MAVEe1kgAh5Ws5D8mT3YA,223158.0,4.0
0MMTW9VYXqZdXFLeifmMYS,151,Games,Nailah Blackman,Games,2019-01-11,False,0MMTW9VYXqZdXFLeifmMYS,spotify:track:0MMTW9VYXqZdXFLeifmMYS,soca,0.472,0.924,10.0,-3.789,0.0,0.0847,0.00791,0.0,0.19,0.763,130.009,audio_features,0MMTW9VYXqZdXFLeifmMYS,spotify:track:0MMTW9VYXqZdXFLeifmMYS,https://api.spotify.com/v1/tracks/0MMTW9VYXqZdXFLeifmMYS,https://api.spotify.com/v1/audio-analysis/0MMTW9VYXqZdXFLeifmMYS,205442.0,4.0
0MaIbuwRXw9zeIDsiiSgT7,115,Speechless,Kerwin Du Bois,Speechless,2018-11-03,False,0MaIbuwRXw9zeIDsiiSgT7,spotify:track:0MaIbuwRXw9zeIDsiiSgT7,soca,0.869,0.791,5.0,-3.604,1.0,0.0896,0.102,0.0,0.0622,0.726,108.063,audio_features,0MaIbuwRXw9zeIDsiiSgT7,spotify:track:0MaIbuwRXw9zeIDsiiSgT7,https://api.spotify.com/v1/tracks/0MaIbuwRXw9zeIDsiiSgT7,https://api.spotify.com/v1/audio-analysis/0MaIbuwRXw9zeIDsiiSgT7,189000.0,4.0
0Mhl3OZYIzcIzcddKUBzRM,178,Restless,Jaxx,Trillium Riddim,2018-07-09,False,0Mhl3OZYIzcIzcddKUBzRM,spotify:track:0Mhl3OZYIzcIzcddKUBzRM,soca,0.792,0.922,10.0,-4.432,1.0,0.0445,0.258,1.32e-06,0.122,0.889,125.953,audio_features,0Mhl3OZYIzcIzcddKUBzRM,spotify:track:0Mhl3OZYIzcIzcddKUBzRM,https://api.spotify.com/v1/tracks/0Mhl3OZYIzcIzcddKUBzRM,https://api.spotify.com/v1/audio-analysis/0Mhl3OZYIzcIzcddKUBzRM,220941.0,4.0
0MxxWHbOpqdF9f1O9jCw8L,223,Kiss,Nadia Batson,Toatin Riddim,2019-10-01,False,0MxxWHbOpqdF9f1O9jCw8L,spotify:track:0MxxWHbOpqdF9f1O9jCw8L,soca,0.693,0.84,2.0,-2.702,1.0,0.0551,0.202,0.0,0.361,0.535,109.958,audio_features,0MxxWHbOpqdF9f1O9jCw8L,spotify:track:0MxxWHbOpqdF9f1O9jCw8L,https://api.spotify.com/v1/tracks/0MxxWHbOpqdF9f1O9jCw8L,https://api.spotify.com/v1/audio-analysis/0MxxWHbOpqdF9f1O9jCw8L,151589.0,4.0
0NK0JfPlwENn0KfaY0eZ65,1661,Bun up,Shal Marshall,One Bad Riddim,2020-01-04,False,0NK0JfPlwENn0KfaY0eZ65,spotify:track:0NK0JfPlwENn0KfaY0eZ65,soca,0.771,0.926,7.0,-2.549,1.0,0.138,0.332,0.000136,0.128,0.715,158.057,audio_features,0NK0JfPlwENn0KfaY0eZ65,spotify:track:0NK0JfPlwENn0KfaY0eZ65,https://api.spotify.com/v1/tracks/0NK0JfPlwENn0KfaY0eZ65,https://api.spotify.com/v1/audio-analysis/0NK0JfPlwENn0KfaY0eZ65,160752.0,4.0
0NKwKAybGWHcE0qolbnT9G,1599,Outside Man,Chromatics,Outside Man,2019-12-12,False,0NKwKAybGWHcE0qolbnT9G,spotify:track:0NKwKAybGWHcE0qolbnT9G,soca,0.706,0.827,7.0,-6.807,1.0,0.232,0.207,0.0,0.951,0.748,98.856,audio_features,0NKwKAybGWHcE0qolbnT9G,spotify:track:0NKwKAybGWHcE0qolbnT9G,https://api.spotify.com/v1/tracks/0NKwKAybGWHcE0qolbnT9G,https://api.spotify.com/v1/audio-analysis/0NKwKAybGWHcE0qolbnT9G,290909.0,4.0
0NVcZWBaj2goUfZvpySqUv,1537,Highway Robbery,Krosfyah,Soca Gold 98,1998,False,0NVcZWBaj2goUfZvpySqUv,spotify:track:0NVcZWBaj2goUfZvpySqUv,soca,0.696,0.876,0.0,-8.369,1.0,0.0797,0.00359,3.01e-06,0.31,0.888,150.03,audio_features,0NVcZWBaj2goUfZvpySqUv,spotify:track:0NVcZWBaj2goUfZvpySqUv,https://api.spotify.com/v1/tracks/0NVcZWBaj2goUfZvpySqUv,https://api.spotify.com/v1/audio-analysis/0NVcZWBaj2goUfZvpySqUv,253067.0,4.0
0OccJcosCksbrcgCkTHfVl,158,Waiting,Lume,Waiting,2019-01-04,False,0OccJcosCksbrcgCkTHfVl,spotify:track:0OccJcosCksbrcgCkTHfVl,soca,0.741,0.81,5.0,-4.965,1.0,0.0465,0.13,0.00178,0.31,0.471,102.01,audio_features,0OccJcosCksbrcgCkTHfVl,spotify:track:0OccJcosCksbrcgCkTHfVl,https://api.spotify.com/v1/tracks/0OccJcosCksbrcgCkTHfVl,https://api.spotify.com/v1/audio-analysis/0OccJcosCksbrcgCkTHfVl,217647.0,4.0
