acousticness,danceability,duration_ms,energy,genre,instrumentalness,liveness,loudness,speechiness,tempo,track_id,valence,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,mode_0,mode_1,year_0,year_1962,year_1963,year_1965,year_1966,year_1967,year_1968,year_1969,year_1970,year_1971,year_1972,year_1973,year_1974,year_1975,year_1976,year_1977,year_1978,year_1979,year_1980,year_1981,year_1982,year_1983,year_1984,year_1985,year_1986,year_1987,year_1988,year_1989,year_1990,year_1991,year_1992,year_1993,year_1994,year_1995,year_1996,year_1997,year_1998,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,explicit_0,explicit_1,time_signature_0,time_signature_1,time_signature_2,time_signature_3,time_signature_4
0.475,0.723,208480.0,0.889,2,0.0,0.364,-1.955,0.0729,89.962,4Jp9F2UGQqXEWHOVZ5ocgq,0.632,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.74,0.541,251402.0,0.512,2,0.000528,0.162,-10.203,0.0291,120.036,6w458kA8WOAIZr1ublxnK9,0.203,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.409,0.76,223028.0,0.555,2,0.213,0.0822,-10.165,0.0465,98.06299999999999,5oYRr51VatOtkFeEOursuZ,0.52,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.6509999999999999,0.8220000000000001,217590.0,0.524,2,0.0217,0.344,-10.1,0.0412,125.91,2Tnfa63GNdPJ50jVtZM7dr,0.168,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.747,0.6409999999999999,280151.0,0.233,2,0.057999999999999996,0.11900000000000001,-13.683,0.059000000000000004,123.94200000000001,1adYhAnblyNTZtrPAuu5ZH,0.149,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0858,0.377,222000.0,0.33399999999999996,2,0.00182,0.0756,-10.833,0.0757,80.521,1OjmLuc3Kf34WcEAasCjsO,0.0919,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0698,0.706,196000.0,0.369,2,0.0194,0.109,-10.725,0.08800000000000001,119.99600000000001,6OBCkVPHqj9IrSUksESzre,0.20600000000000002,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.76,0.768,237375.0,0.498,2,2.0399999999999998e-05,0.138,-6.159,0.0424,98.102,3n1CZHXSmwEvrC3n8trfLp,0.755,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.8240000000000001,0.836,190000.0,0.47200000000000003,2,0.00428,0.11199999999999999,-8.004,0.0464,96.065,1W6aUkfgMX3L53Xesyu93q,0.532,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.192,0.695,224627.0,0.64,2,0.0,0.54,-4.002,0.0539,108.932,5YNz5ksGAcGM9BVB80jM9M,0.792,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.42100000000000004,0.866,163527.0,0.742,2,0.0,0.10400000000000001,-4.6339999999999995,0.0989,106.971,0sEDO0kianUDt1f012oy49,0.965,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0657,0.7809999999999999,232500.0,0.899,2,0.0,0.0575,-4.363,0.052000000000000005,127.787,7cRPmS5EeTdWPjgNiDep8e,0.47600000000000003,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.598,0.47200000000000003,212181.0,0.578,2,0.0,0.28800000000000003,-5.7829999999999995,0.0918,105.568,2DgGOyH9DiQMNzd889HsRD,0.662,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.521,0.63,226227.0,0.5820000000000001,2,1.9399999999999997e-05,0.13699999999999998,-7.979,0.11199999999999999,75.055,46gS5nW8S0kDU4Uw6YatNt,0.486,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.353,0.6920000000000001,183187.0,0.48100000000000004,2,1.21e-05,0.091,-9.531,0.0825,107.86399999999999,0hb3hEt8ww4ar4xeahyrvJ,0.7440000000000001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.6,0.675,228497.0,0.662,2,1.0800000000000002e-05,0.244,-5.8389999999999995,0.159,92.934,1cL7XwKv3Kb1qCNFtdg0RT,0.491,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.018000000000000002,0.755,225672.0,0.736,2,1.55e-06,0.2,-5.386,0.08,134.04399999999998,4YS0JF9kSLe15ggwOQqQit,0.875,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.00662,0.542,215510.0,0.953,2,0.0059,0.693,-3.4930000000000003,0.12300000000000001,146.97,6UU4Zef2KpHMp8Zhz3XqeJ,0.18100000000000002,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0883,0.769,214346.0,0.909,2,1.56e-05,0.1,-3.966,0.0617,108.00200000000001,1GIwMWzdiAJTkeMn7SlOs4,0.51,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0986,0.7859999999999999,237960.0,0.899,2,0.0216,0.0616,-2.875,0.0506,105.988,4zquhM9cItuS1mzPNCAJoo,0.93,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.479,0.8740000000000001,150869.0,0.43700000000000006,2,0.0016,0.0931,-9.748,0.149,109.97,7nF0TnQV9RIzn1mIlr5qxC,0.6940000000000001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.013999999999999999,0.841,165535.0,0.718,2,0.0,0.348,-4.57,0.248,95.012,6QQb9IsS797WWbHWgsyiQf,0.614,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0444,0.721,198000.0,0.752,2,0.0,0.17800000000000002,-4.117,0.245,112.87700000000001,3A0sWkEJlDeturdQUJ8ZK3,0.86,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.47600000000000003,0.7879999999999999,209893.0,0.85,2,0.0,0.275,-3.778,0.253,92.40799999999999,72TqQXoW4eUfiJHNZ3MMpr,0.938,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.19399999999999998,0.7859999999999999,254216.0,0.91,2,0.0014,0.359,-3.157,0.0338,129.998,4xpxDfHUzG8EIxKLYvlS2n,0.966,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.16899999999999998,0.977,217013.0,0.591,2,0.0011,0.359,-4.555,0.27899999999999997,109.97,0qAyNKEqniSw61pryxEmVf,0.6409999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.11599999999999999,0.922,188136.0,0.528,2,0.0,0.0484,-6.9239999999999995,0.146,110.008,0H6vpbW0UOtVpm3RgiwSkx,0.77,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.644,0.746,163331.0,0.7979999999999999,2,5.65e-05,0.24600000000000002,-3.5189999999999997,0.034,102.96600000000001,2LLdpfd55EgqnkKiAPcCtw,0.889,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.151,0.5489999999999999,223755.0,0.5770000000000001,2,0.0,0.0731,-5.672999999999999,0.213,132.705,5S0isK4TAAP5BfGTOE9Una,0.494,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.634,0.6809999999999999,182560.0,0.6709999999999999,2,0.0,0.254,-3.415,0.376,125.35,6hsx86NucTc3X7Xb26Z8BM,0.452,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.465,0.6409999999999999,201956.0,0.861,2,0.0,0.366,-4.519,0.245,85.969,16ENTozjAXh6bBGEZge2BD,0.946,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0772,0.887,188600.0,0.73,2,2.99e-05,0.27899999999999997,-8.042,0.16899999999999998,89.156,0txUjX227ZlfLWFETNJbER,0.934,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0418,0.627,218488.0,0.8440000000000001,2,0.0,0.20600000000000002,-3.752,0.201,178.082,3vbE7j9fESZ9C8N8q387KU,0.818,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.26,0.775,214533.0,0.5710000000000001,2,0.0,0.124,-14.959000000000001,0.265,92.037,5jAnGE5ZoJYFXzhVzN0wLD,0.846,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.267,0.436,163142.0,0.938,2,0.0,0.504,-2.197,0.39299999999999996,76.16199999999999,6DNvmfxR28YugcIQxvgNTX,0.631,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.111,0.493,126199.0,0.65,2,0.0,0.271,-7.276,0.276,133.654,3TX6HKzXwlphRnp93Ra1OG,0.535,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.00627,0.568,241673.0,0.6409999999999999,2,0.0,0.0572,-6.393,0.231,78.663,5hZhqhBjIQX7A8dydIYrl1,0.703,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.61,0.7090000000000001,186096.0,0.9490000000000001,2,0.0,0.105,-1.983,0.204,160.091,51FHK6qjksSFot11r3eAoq,0.9309999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.45299999999999996,0.768,255158.0,0.631,2,9.23e-05,0.16699999999999998,-8.557,0.248,94.99799999999999,55tryLoYgq4uU7tlu3tazl,0.451,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.5660000000000001,0.8420000000000001,234705.0,0.664,2,0.00103,0.0913,-8.146,0.2,101.947,43i5Kznrr7IvX743PlzUCP,0.835,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.154,0.7240000000000001,238016.0,0.7070000000000001,2,0.00941,0.16899999999999998,-4.11,0.0577,101.992,2isb6crrhgFJ3zxBFa5fXG,0.285,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.314,0.884,242027.0,0.521,2,3.95e-06,0.107,-6.876,0.268,99.914,68QuFtCfPduslrBZYqy3mq,0.536,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.107,0.8759999999999999,220885.0,0.8079999999999999,2,0.00447,0.121,-5.382000000000001,0.17600000000000002,112.92299999999999,4cxyQw1AKCVqa9JVSN7njk,0.745,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0949,0.9590000000000001,234888.0,0.5589999999999999,2,0.011000000000000001,0.0497,-9.79,0.166,112.04700000000001,5YPRz6Si7G4V4esv8GZ3aU,0.882,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.188,0.7509999999999999,210039.0,0.579,2,0.0,0.147,-7.8839999999999995,0.16,116.73200000000001,44Xt0z7nrQ92YGwYfd79fV,0.322,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.794,0.66,220056.0,0.325,2,3.27e-06,0.11800000000000001,-12.600999999999999,0.354,92.759,170PncS467CubEUulP8Uq7,0.38,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.336,0.847,246507.0,0.511,2,0.0,0.0829,-7.412999999999999,0.122,137.06799999999998,2nLqea9qjjLm5kGew6Z7GS,0.787,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.11,0.858,156000.0,0.6940000000000001,2,0.0,0.204,-8.707,0.327,159.974,7tVE260PNC2DrtdSBjvUSF,0.657,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0314,0.687,265533.0,0.597,2,0.0,0.0348,-10.741,0.374,169.69099999999997,1h20yRsf5WeuHbohrlfcCt,0.804,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.006659999999999999,0.858,226800.0,0.767,2,0.0,0.0489,-8.645,0.302,91.522,1KFIhbTUmGKUG1wUw5M8Am,0.7509999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0217,0.858,247613.0,0.76,2,0.0,0.322,-7.895,0.254,93.08200000000001,7Kutf53V4k0CvU4nKu5oK6,0.951,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.115,0.755,221400.0,0.45899999999999996,2,0.0,0.0851,-12.84,0.358,98.454,3HCzj965m8Fz2E8wZkir6q,0.597,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.19399999999999998,0.731,271957.0,0.5579999999999999,2,0.0,0.111,-6.5329999999999995,0.107,96.961,41aEJVUVNjhvZlECWDQZgW,0.415,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.136,0.804,236400.0,0.746,2,3.51e-06,0.0578,-5.209,0.0401,121.99799999999999,31MUzJRDoberNLCXSISodO,0.728,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.40399999999999997,0.794,201253.0,0.314,2,0.512,0.0852,-13.012,0.183,155.996,3U8dhK8wiVtsdmj7jwUJlB,0.675,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0858,0.845,236662.0,0.17600000000000002,2,0.0104,0.109,-9.972999999999999,0.0598,82.00399999999999,7kw7eF5H8qLQU0IxbT2gq6,0.5870000000000001,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0713,0.8079999999999999,181429.0,0.7829999999999999,2,0.0,0.0974,-5.25,0.237,105.12799999999999,2RIi0wrhYxw4JZN3SQu2b1,0.42700000000000005,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
