acousticness,danceability,duration_ms,energy,explicit,genre,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_id,valence,year
0.0323,0.753,534067.0,0.355,0,1,0.0638,11,0.123,-12.279000000000002,0,0.0897,136.062,2,0XNMsVjQ0sFQrTdukNMBFh,0.586,2008
0.00434,0.63,183300.0,0.7090000000000001,0,1,2.35e-05,9,0.233,-6.876,0,0.16699999999999998,173.90900000000005,2,0XaY7eKrRVdHQRGUZVvi7e,0.457,2017
0.0211,0.679,241676.0,0.728,0,1,0.0,10,0.135,-6.8210000000000015,0,0.246,171.895,2,0XeWFMotAC0mToMQYnP7NM,0.8290000000000001,2016
0.0418,0.826,246413.0,0.364,0,1,0.0844,7,0.051,-11.563,1,0.14400000000000002,147.751,2,0YVQQeHm5qtnQUwC9g1Vs2,0.873,2008
0.285,0.6609999999999999,336507.0,0.339,0,1,0.0,7,0.0806,-13.46,1,0.116,78.848,2,0YZzzErVhncDaIqYi4nVbn,0.682,1976
0.208,0.662,188267.0,0.5660000000000001,0,1,0.0,6,0.0747,-6.655,1,0.198,172.25,2,0YfGP7WXZHC7DVZhPEUBiC,0.703,2008
0.133,0.753,228750.0,0.726,1,1,1.19e-06,7,0.136,-5.989,0,0.0922,80.028,2,0ZPAuyTL3KGPJtZLdP2Cgo,0.562,2017
0.0798,0.741,191823.0,0.62,0,1,1.38e-06,7,0.161,-6.9529999999999985,1,0.116,171.88,2,0aWD9NPkCX3GG9bSdz8P5u,0.56,2013
0.5539999999999999,0.765,233800.0,0.58,0,1,0.0,8,0.0769,-12.82,1,0.251,158.488,2,0aZdm8zj2HyxYXPiA1x9fu,0.6890000000000001,1998
0.0569,0.7190000000000001,219852.0,0.5,0,1,0.0,7,0.129,-7.71,0,0.0803,129.999,2,0bGSQq20wewOPicYf9BUFl,0.588,2017
0.0273,0.7709999999999999,204373.0,0.77,0,1,0.0,2,0.139,-7.7879999999999985,1,0.0821,128.689,2,0bSTzprVfFpyDQqrANKhUF,0.966,1977
0.409,0.765,197667.0,0.555,0,1,2.04e-06,10,0.073,-7.579,0,0.374,77.848,2,0bX8xYxBvQyiDD0TsVzbdA,0.828,1973
0.406,0.6759999999999999,267733.0,0.731,0,1,0.0,10,0.0587,-5.077,1,0.0684,80.774,2,0cPDcjcb0msiFZG9KylxzR,0.961,2003
0.0347,0.792,465514.0,0.411,0,1,1.72e-06,7,0.35,-9.226,0,0.119,82.07,2,0cUBwr9XjMpGKjRedHf4sk,0.467,2010
0.057,0.7070000000000001,222600.0,0.716,0,1,4.25e-06,10,0.36,-8.962,0,0.0879,154.118,2,0czsQ1YOT71kdVfyFoTy3U,0.966,2005
0.0187,0.804,213253.0,0.659,0,1,0.0,2,0.307,-7.106,1,0.34,76.637,2,0d23xCUlPGjbDaQShgpLCi,0.785,2008
0.0814,0.8490000000000001,297453.0,0.703,0,1,0.000378,7,0.094,-5.408,0,0.0586,149.914,2,0d5kLB4iMx2208UwieUzNa,0.895,2009
0.0503,0.852,227547.0,0.604,0,1,0.0,0,0.327,-4.569,1,0.0642,94.762,2,0ec2YqaLnasKAES0iWMmhy,0.667,2008
0.156,0.898,175909.0,0.763,0,1,1.53e-05,6,0.0728,-4.137,1,0.0906,106.986,2,0f876wKIJoyl4Ade2pbFlR,0.684,2016
0.104,0.647,229333.0,0.758,0,1,0.000152,11,0.0709,-7.4,0,0.0285,101.032,2,0gDJgCoxaQ2PY7lzG2Z101,0.816,2009
0.473,0.769,205373.0,0.922,0,1,0.7190000000000001,8,0.173,-5.572,0,0.263,93.73,2,0gLG6Bwfse8KxydNwWgq3t,0.848,1969
0.0337,0.67,196560.0,0.731,0,1,0.000238,5,0.118,-6.955,0,0.0323,79.006,2,0h3yC0jSyS2LfaDlsm8FIY,0.691,2014
0.00025,0.736,191516.0,0.785,0,1,1.13e-05,9,0.0955,-4.145,0,0.0305,100.003,2,0hu64sr1dgaFMEk3VbSWpM,0.247,2016
0.28600000000000003,0.81,239827.0,0.122,0,1,0.0,10,0.116,-22.89,1,0.11,65.182,2,0iGRsVk6DbZY3JnLgkOZwM,0.6809999999999999,1984
0.0845,0.865,233300.0,0.5489999999999999,0,1,0.158,0,0.081,-10.083,1,0.244,142.8,2,0j3k5lalAmEHaXJeytoMB6,0.617,2011
0.359,0.917,236947.0,0.732,0,1,8.99e-05,0,0.0794,-8.56,1,0.0888,103.332,2,0jlpgMdHL9Ar7CXlePtaql,0.777,2002
0.0751,0.8190000000000001,300160.0,0.363,0,1,0.0,8,0.312,-13.307,1,0.0402,127.838,2,0kTJdfh2bQ0qhVoEro2ION,0.56,1976
0.069,0.8340000000000001,217920.0,0.7509999999999999,0,1,0.0243,8,0.132,-3.636,0,0.0793,145.46,2,0lVJ6ViX75LWQsdjpkVIrE,0.82,2014
0.381,0.823,274520.0,0.621,0,1,1.96e-05,0,0.0837,-5.14,1,0.0412,147.999,2,0lYODvzC1KAziSO5CrJXbD,0.96,2002
0.0983,0.858,421973.0,0.448,0,1,0.0119,0,0.0382,-14.386,1,0.1,124.047,2,0lj8qQxHXMHlbkMl4ezGmP,0.943,2010
0.0585,0.495,199640.0,0.264,0,1,0.0,0,0.0985,-16.249000000000002,1,0.0404,80.336,2,0m085xa7xfO3gZaRH9nF2D,0.695,2016
0.034,0.679,208307.0,0.552,0,1,0.0,4,0.295,-14.504,1,0.16399999999999998,167.55900000000003,2,0m99b2gTSh8VUGJf96S1so,0.62,2005
0.0331,0.6859999999999999,219160.0,0.652,0,1,8.34e-06,9,0.0578,-7.586,0,0.111,141.185,2,0mD19MC6H0OzHvEUADHypU,0.503,1983
0.0331,0.6859999999999999,219160.0,0.652,0,1,8.34e-06,9,0.0578,-7.586,0,0.111,141.185,2,0mD19MC6H0OzHvEUADHypU,0.503,1983
0.0331,0.6859999999999999,219160.0,0.652,0,1,8.34e-06,9,0.0578,-7.586,0,0.111,141.185,2,0mD19MC6H0OzHvEUADHypU,0.503,1983
0.0331,0.6859999999999999,219160.0,0.652,0,1,8.34e-06,9,0.0578,-7.586,0,0.111,141.185,2,0mD19MC6H0OzHvEUADHypU,0.503,1983
0.1,0.812,199947.0,0.581,0,1,0.00063,1,0.0484,-4.488,1,0.0579,77.241,2,0mH3mwyAFeDa5kMqaJBkiK,0.735,1982
0.1,0.921,242880.0,0.51,0,1,0.00144,7,0.0825,-11.837,1,0.108,127.634,2,0mMRmsOFmGVSh9utZas88g,0.7979999999999999,1975
0.0298,0.732,215941.0,0.669,0,1,0.0,6,0.0842,-7.896,1,0.16699999999999998,169.982,2,0mjnz7VZC9YdvCxFlwA4nL,0.863,2015
0.515,0.669,397920.0,0.836,0,1,0.691,9,0.14400000000000002,-8.134,1,0.0456,97.796,2,0msxT5wMeIuPPawDHxQMZf,0.654,1977
0.0016600000000000002,0.89,253467.0,0.417,0,1,0.0362,7,0.119,-15.984000000000002,1,0.236,125.129,2,0n2qIuO21deQAWs17JVeTi,0.649,1976
0.214,0.866,151080.0,0.6829999999999999,0,1,0.114,7,0.107,-7.897,1,0.232,81.384,2,0nLAoalQ2ldnvIDAnxssHQ,0.957,1971
0.163,0.6659999999999999,210053.0,0.715,0,1,3.33e-06,0,0.14800000000000002,-6.497000000000001,1,0.0514,140.09,2,0o8S6hLEGKp6SEE7xwYRLi,0.6409999999999999,2009
0.669,0.376,289000.0,0.455,0,1,0.0,0,0.0707,-9.863,1,0.0383,159.88,1,0oDOcQEbaZaHW7a4tijE3H,0.481,1994
0.412,0.7709999999999999,166333.0,0.441,0,1,0.0201,7,0.0967,-9.678,1,0.0292,91.457,2,0oGK2jqvehM65S4c3V0K0k,0.915,2004
