,track_name,track_id,track_uri,artist,album_name,album_id,album_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
582,Have Some Mercy,4hx8NB3Uf34Hoic3NihV2P,spotify:track:4hx8NB3Uf34Hoic3NihV2P,Delroy Wilson,The Very Best Of Delroy Wilson,0nm0qKIneNMSUyVxSU7gU0,spotify:album:0nm0qKIneNMSUyVxSU7gU0,0.696,0.549,5,-8.829,1,0.0824,0.599,1.73e-05,0.131,0.801,75.121,audio_features,4hx8NB3Uf34Hoic3NihV2P,spotify:track:4hx8NB3Uf34Hoic3NihV2P,https://api.spotify.com/v1/tracks/4hx8NB3Uf34Hoic3NihV2P,https://api.spotify.com/v1/audio-analysis/4hx8NB3Uf34Hoic3NihV2P,206173,4
583,I'm in a Dancing Mood,5dI7YJbfDYcKJ35l7DFjkq,spotify:track:5dI7YJbfDYcKJ35l7DFjkq,Delroy Wilson,Better Must Come / Greatest Hits... Plus,0HUQNJyrn0eX0V0BwOfDpS,spotify:album:0HUQNJyrn0eX0V0BwOfDpS,0.869,0.654,1,-7.999,1,0.205,0.118,0.000625,0.121,0.841,90.316,audio_features,5dI7YJbfDYcKJ35l7DFjkq,spotify:track:5dI7YJbfDYcKJ35l7DFjkq,https://api.spotify.com/v1/tracks/5dI7YJbfDYcKJ35l7DFjkq,https://api.spotify.com/v1/audio-analysis/5dI7YJbfDYcKJ35l7DFjkq,138373,4
584,Nothing Gonna Change My Love,15vlECj7ar5W25GwUuiTVS,spotify:track:15vlECj7ar5W25GwUuiTVS,Delroy Wilson,Memorial,6NGz61REtPWPbMtxbZf0fX,spotify:album:6NGz61REtPWPbMtxbZf0fX,0.667,0.529,1,-12.638,1,0.0831,0.482,0.000589,0.127,0.754,79.674,audio_features,15vlECj7ar5W25GwUuiTVS,spotify:track:15vlECj7ar5W25GwUuiTVS,https://api.spotify.com/v1/tracks/15vlECj7ar5W25GwUuiTVS,https://api.spotify.com/v1/audio-analysis/15vlECj7ar5W25GwUuiTVS,222907,4
585,I am Not a King,2Ku0ukDq27ok9TmZUjoHk1,spotify:track:2Ku0ukDq27ok9TmZUjoHk1,Delroy Wilson,Studio 1 (Big Tune - Volume 1),4cgumumj368OrlumS0eB8z,spotify:album:4cgumumj368OrlumS0eB8z,0.732,0.387,1,-12.205,1,0.064,0.0591,0.0,0.219,0.67,87.017,audio_features,2Ku0ukDq27ok9TmZUjoHk1,spotify:track:2Ku0ukDq27ok9TmZUjoHk1,https://api.spotify.com/v1/tracks/2Ku0ukDq27ok9TmZUjoHk1,https://api.spotify.com/v1/audio-analysis/2Ku0ukDq27ok9TmZUjoHk1,149693,4
586,I'm Still Waiting,6sSLJLXWPEDjRqQila8j19,spotify:track:6sSLJLXWPEDjRqQila8j19,Delroy Wilson,Reggae Anthology: The Definitive Collection of Federal Records (1964-1982),6IsJ1zdk84aas0CKpGKaGH,spotify:album:6IsJ1zdk84aas0CKpGKaGH,0.718,0.679,7,-4.91,1,0.0469,0.382,0.00145,0.0863,0.695,84.675,audio_features,6sSLJLXWPEDjRqQila8j19,spotify:track:6sSLJLXWPEDjRqQila8j19,https://api.spotify.com/v1/tracks/6sSLJLXWPEDjRqQila8j19,https://api.spotify.com/v1/audio-analysis/6sSLJLXWPEDjRqQila8j19,240493,4
587,It's A Shame,1Q94rcbPwyAt0OT8i7I5sA,spotify:track:1Q94rcbPwyAt0OT8i7I5sA,Delroy Wilson,The Very Best Of Delroy Wilson,0nm0qKIneNMSUyVxSU7gU0,spotify:album:0nm0qKIneNMSUyVxSU7gU0,0.758,0.442,5,-9.009,0,0.108,0.12,0.0,0.13,0.654,86.283,audio_features,1Q94rcbPwyAt0OT8i7I5sA,spotify:track:1Q94rcbPwyAt0OT8i7I5sA,https://api.spotify.com/v1/tracks/1Q94rcbPwyAt0OT8i7I5sA,https://api.spotify.com/v1/audio-analysis/1Q94rcbPwyAt0OT8i7I5sA,147867,4
588,This Life Makes Me Wonder,72u8rUxwEl05zzYhSaMbdp,spotify:track:72u8rUxwEl05zzYhSaMbdp,Delroy Wilson,Jonny Greenwood Is the Controller,3L1BuUrd1OyiN83CXXWO3x,spotify:album:3L1BuUrd1OyiN83CXXWO3x,0.65,0.79,6,-7.596,0,0.0391,0.59,0.0467,0.214,0.837,86.846,audio_features,72u8rUxwEl05zzYhSaMbdp,spotify:track:72u8rUxwEl05zzYhSaMbdp,https://api.spotify.com/v1/tracks/72u8rUxwEl05zzYhSaMbdp,https://api.spotify.com/v1/audio-analysis/72u8rUxwEl05zzYhSaMbdp,197347,4
589,Once Upon A Time,30phbPL0n7asQvQVTo2MME,spotify:track:30phbPL0n7asQvQVTo2MME,Delroy Wilson,Cousins Records Presents Delroy Wilson Resurrection,5v7LZb1qg6SyvsekAlvG3x,spotify:album:5v7LZb1qg6SyvsekAlvG3x,0.782,0.314,10,-12.028,1,0.169,0.00603,1.32e-05,0.131,0.708,79.044,audio_features,30phbPL0n7asQvQVTo2MME,spotify:track:30phbPL0n7asQvQVTo2MME,https://api.spotify.com/v1/tracks/30phbPL0n7asQvQVTo2MME,https://api.spotify.com/v1/audio-analysis/30phbPL0n7asQvQVTo2MME,185800,4
590,I'm Still Waiting,6ftvOWXfcalSixlX6fxWsa,spotify:track:6ftvOWXfcalSixlX6fxWsa,Delroy Wilson,Reggae Chartbusters Vol. 6,55PfFKYERqU3VSYpEVFq5j,spotify:album:55PfFKYERqU3VSYpEVFq5j,0.682,0.552,2,-11.244,1,0.105,0.151,4.53e-05,0.09,0.52,84.809,audio_features,6ftvOWXfcalSixlX6fxWsa,spotify:track:6ftvOWXfcalSixlX6fxWsa,https://api.spotify.com/v1/tracks/6ftvOWXfcalSixlX6fxWsa,https://api.spotify.com/v1/audio-analysis/6ftvOWXfcalSixlX6fxWsa,314107,4
591,Better Must Come,69g57LJ8SXCfKZCty55RIr,spotify:track:69g57LJ8SXCfKZCty55RIr,Delroy Wilson,The Very Best Of Delroy Wilson,0nm0qKIneNMSUyVxSU7gU0,spotify:album:0nm0qKIneNMSUyVxSU7gU0,0.672,0.589,9,-7.011,1,0.104,0.00356,8.11e-05,0.309,0.928,73.489,audio_features,69g57LJ8SXCfKZCty55RIr,spotify:track:69g57LJ8SXCfKZCty55RIr,https://api.spotify.com/v1/tracks/69g57LJ8SXCfKZCty55RIr,https://api.spotify.com/v1/audio-analysis/69g57LJ8SXCfKZCty55RIr,163920,4
592,Have Some Mercy,4hx8NB3Uf34Hoic3NihV2P,spotify:track:4hx8NB3Uf34Hoic3NihV2P,Delroy Wilson,The Very Best Of Delroy Wilson,0nm0qKIneNMSUyVxSU7gU0,spotify:album:0nm0qKIneNMSUyVxSU7gU0,0.696,0.549,5,-8.829,1,0.0824,0.599,1.73e-05,0.131,0.801,75.121,audio_features,4hx8NB3Uf34Hoic3NihV2P,spotify:track:4hx8NB3Uf34Hoic3NihV2P,https://api.spotify.com/v1/tracks/4hx8NB3Uf34Hoic3NihV2P,https://api.spotify.com/v1/audio-analysis/4hx8NB3Uf34Hoic3NihV2P,206173,4
593,I'm in a Dancing Mood,5dI7YJbfDYcKJ35l7DFjkq,spotify:track:5dI7YJbfDYcKJ35l7DFjkq,Delroy Wilson,Better Must Come / Greatest Hits... Plus,0HUQNJyrn0eX0V0BwOfDpS,spotify:album:0HUQNJyrn0eX0V0BwOfDpS,0.869,0.654,1,-7.999,1,0.205,0.118,0.000625,0.121,0.841,90.316,audio_features,5dI7YJbfDYcKJ35l7DFjkq,spotify:track:5dI7YJbfDYcKJ35l7DFjkq,https://api.spotify.com/v1/tracks/5dI7YJbfDYcKJ35l7DFjkq,https://api.spotify.com/v1/audio-analysis/5dI7YJbfDYcKJ35l7DFjkq,138373,4
594,Nothing Gonna Change My Love,15vlECj7ar5W25GwUuiTVS,spotify:track:15vlECj7ar5W25GwUuiTVS,Delroy Wilson,Memorial,6NGz61REtPWPbMtxbZf0fX,spotify:album:6NGz61REtPWPbMtxbZf0fX,0.667,0.529,1,-12.638,1,0.0831,0.482,0.000589,0.127,0.754,79.674,audio_features,15vlECj7ar5W25GwUuiTVS,spotify:track:15vlECj7ar5W25GwUuiTVS,https://api.spotify.com/v1/tracks/15vlECj7ar5W25GwUuiTVS,https://api.spotify.com/v1/audio-analysis/15vlECj7ar5W25GwUuiTVS,222907,4
595,I am Not a King,2Ku0ukDq27ok9TmZUjoHk1,spotify:track:2Ku0ukDq27ok9TmZUjoHk1,Delroy Wilson,Studio 1 (Big Tune - Volume 1),4cgumumj368OrlumS0eB8z,spotify:album:4cgumumj368OrlumS0eB8z,0.732,0.387,1,-12.205,1,0.064,0.0591,0.0,0.219,0.67,87.017,audio_features,2Ku0ukDq27ok9TmZUjoHk1,spotify:track:2Ku0ukDq27ok9TmZUjoHk1,https://api.spotify.com/v1/tracks/2Ku0ukDq27ok9TmZUjoHk1,https://api.spotify.com/v1/audio-analysis/2Ku0ukDq27ok9TmZUjoHk1,149693,4
596,I'm Still Waiting,6sSLJLXWPEDjRqQila8j19,spotify:track:6sSLJLXWPEDjRqQila8j19,Delroy Wilson,Reggae Anthology: The Definitive Collection of Federal Records (1964-1982),6IsJ1zdk84aas0CKpGKaGH,spotify:album:6IsJ1zdk84aas0CKpGKaGH,0.718,0.679,7,-4.91,1,0.0469,0.382,0.00145,0.0863,0.695,84.675,audio_features,6sSLJLXWPEDjRqQila8j19,spotify:track:6sSLJLXWPEDjRqQila8j19,https://api.spotify.com/v1/tracks/6sSLJLXWPEDjRqQila8j19,https://api.spotify.com/v1/audio-analysis/6sSLJLXWPEDjRqQila8j19,240493,4
597,It's A Shame,1Q94rcbPwyAt0OT8i7I5sA,spotify:track:1Q94rcbPwyAt0OT8i7I5sA,Delroy Wilson,The Very Best Of Delroy Wilson,0nm0qKIneNMSUyVxSU7gU0,spotify:album:0nm0qKIneNMSUyVxSU7gU0,0.758,0.442,5,-9.009,0,0.108,0.12,0.0,0.13,0.654,86.283,audio_features,1Q94rcbPwyAt0OT8i7I5sA,spotify:track:1Q94rcbPwyAt0OT8i7I5sA,https://api.spotify.com/v1/tracks/1Q94rcbPwyAt0OT8i7I5sA,https://api.spotify.com/v1/audio-analysis/1Q94rcbPwyAt0OT8i7I5sA,147867,4
598,This Life Makes Me Wonder,72u8rUxwEl05zzYhSaMbdp,spotify:track:72u8rUxwEl05zzYhSaMbdp,Delroy Wilson,Jonny Greenwood Is the Controller,3L1BuUrd1OyiN83CXXWO3x,spotify:album:3L1BuUrd1OyiN83CXXWO3x,0.65,0.79,6,-7.596,0,0.0391,0.59,0.0467,0.214,0.837,86.846,audio_features,72u8rUxwEl05zzYhSaMbdp,spotify:track:72u8rUxwEl05zzYhSaMbdp,https://api.spotify.com/v1/tracks/72u8rUxwEl05zzYhSaMbdp,https://api.spotify.com/v1/audio-analysis/72u8rUxwEl05zzYhSaMbdp,197347,4
599,Once Upon A Time,30phbPL0n7asQvQVTo2MME,spotify:track:30phbPL0n7asQvQVTo2MME,Delroy Wilson,Cousins Records Presents Delroy Wilson Resurrection,5v7LZb1qg6SyvsekAlvG3x,spotify:album:5v7LZb1qg6SyvsekAlvG3x,0.782,0.314,10,-12.028,1,0.169,0.00603,1.32e-05,0.131,0.708,79.044,audio_features,30phbPL0n7asQvQVTo2MME,spotify:track:30phbPL0n7asQvQVTo2MME,https://api.spotify.com/v1/tracks/30phbPL0n7asQvQVTo2MME,https://api.spotify.com/v1/audio-analysis/30phbPL0n7asQvQVTo2MME,185800,4
600,I'm Still Waiting,6ftvOWXfcalSixlX6fxWsa,spotify:track:6ftvOWXfcalSixlX6fxWsa,Delroy Wilson,Reggae Chartbusters Vol. 6,55PfFKYERqU3VSYpEVFq5j,spotify:album:55PfFKYERqU3VSYpEVFq5j,0.682,0.552,2,-11.244,1,0.105,0.151,4.53e-05,0.09,0.52,84.809,audio_features,6ftvOWXfcalSixlX6fxWsa,spotify:track:6ftvOWXfcalSixlX6fxWsa,https://api.spotify.com/v1/tracks/6ftvOWXfcalSixlX6fxWsa,https://api.spotify.com/v1/audio-analysis/6ftvOWXfcalSixlX6fxWsa,314107,4
601,Let Me Down Easy,41Z1gnggllzvu7qOWTaSTE,spotify:track:41Z1gnggllzvu7qOWTaSTE,Dennis Brown,Super Reggae & Soul Hits,0IJUDErou9bNaYz6gXkwAP,spotify:album:0IJUDErou9bNaYz6gXkwAP,0.743,0.443,7,-11.808,1,0.0878,0.049,1.25e-05,0.131,0.467,84.159,audio_features,41Z1gnggllzvu7qOWTaSTE,spotify:track:41Z1gnggllzvu7qOWTaSTE,https://api.spotify.com/v1/tracks/41Z1gnggllzvu7qOWTaSTE,https://api.spotify.com/v1/audio-analysis/41Z1gnggllzvu7qOWTaSTE,175027,4
602,Revolution,14uaxEtvwwTR2WnnvAfaj9,spotify:track:14uaxEtvwwTR2WnnvAfaj9,Dennis Brown,Love & Hate,7cwpEL5QNoTQXJ5Htzt0ls,spotify:album:7cwpEL5QNoTQXJ5Htzt0ls,0.754,0.458,9,-10.558,0,0.163,0.157,5.86e-06,0.106,0.744,84.603,audio_features,14uaxEtvwwTR2WnnvAfaj9,spotify:track:14uaxEtvwwTR2WnnvAfaj9,https://api.spotify.com/v1/tracks/14uaxEtvwwTR2WnnvAfaj9,https://api.spotify.com/v1/audio-analysis/14uaxEtvwwTR2WnnvAfaj9,262000,4
603,Lips of Wine,2Wv7ETWvaAmsQT2hk0Hk76,spotify:track:2Wv7ETWvaAmsQT2hk0Hk76,Dennis Brown,Super Reggae & Soul Hits,0IJUDErou9bNaYz6gXkwAP,spotify:album:0IJUDErou9bNaYz6gXkwAP,0.858,0.473,5,-10.158,1,0.0411,0.121,0.000376,0.0855,0.93,105.114,audio_features,2Wv7ETWvaAmsQT2hk0Hk76,spotify:track:2Wv7ETWvaAmsQT2hk0Hk76,https://api.spotify.com/v1/tracks/2Wv7ETWvaAmsQT2hk0Hk76,https://api.spotify.com/v1/audio-analysis/2Wv7ETWvaAmsQT2hk0Hk76,163827,4
604,Love Has Found Its Way,67WC3ZMEQDCvIEVIC0u2Gv,spotify:track:67WC3ZMEQDCvIEVIC0u2Gv,Dennis Brown,Love Has Found Its Way,0tnGHsEavusTKzuoiqbSFl,spotify:album:0tnGHsEavusTKzuoiqbSFl,0.773,0.617,8,-8.966,1,0.065,0.076,4.57e-05,0.0636,0.843,100.615,audio_features,67WC3ZMEQDCvIEVIC0u2Gv,spotify:track:67WC3ZMEQDCvIEVIC0u2Gv,https://api.spotify.com/v1/tracks/67WC3ZMEQDCvIEVIC0u2Gv,https://api.spotify.com/v1/audio-analysis/67WC3ZMEQDCvIEVIC0u2Gv,270840,4
605,Money In My Pocket - 1978 Version,7fN1LWS1NSodfQHtbQTaRu,spotify:track:7fN1LWS1NSodfQHtbQTaRu,Dennis Brown,Money in My Pocket: The Best of Dennis Brown,3gHGQ8q0W9k9RJS0hEe9Np,spotify:album:3gHGQ8q0W9k9RJS0hEe9Np,0.725,0.541,2,-8.866,1,0.0528,0.00336,2.57e-05,0.0768,0.83,138.272,audio_features,7fN1LWS1NSodfQHtbQTaRu,spotify:track:7fN1LWS1NSodfQHtbQTaRu,https://api.spotify.com/v1/tracks/7fN1LWS1NSodfQHtbQTaRu,https://api.spotify.com/v1/audio-analysis/7fN1LWS1NSodfQHtbQTaRu,231093,4
606,Promised Land,3SmlQ9SaXbkmeXrXNF5ojP,spotify:track:3SmlQ9SaXbkmeXrXNF5ojP,Dennis Brown,Love & Hate,7cwpEL5QNoTQXJ5Htzt0ls,spotify:album:7cwpEL5QNoTQXJ5Htzt0ls,0.746,0.386,10,-11.985,1,0.142,0.408,0.0,0.0884,0.744,134.626,audio_features,3SmlQ9SaXbkmeXrXNF5ojP,spotify:track:3SmlQ9SaXbkmeXrXNF5ojP,https://api.spotify.com/v1/tracks/3SmlQ9SaXbkmeXrXNF5ojP,https://api.spotify.com/v1/audio-analysis/3SmlQ9SaXbkmeXrXNF5ojP,284800,4
607,Money In My Pocket,6JQ5lxEH8pUut8xPV2j4Gq,spotify:track:6JQ5lxEH8pUut8xPV2j4Gq,Dennis Brown,Reflections,72xWB0Sd1y8QykvX6PTTxl,spotify:album:72xWB0Sd1y8QykvX6PTTxl,0.768,0.487,2,-7.026,0,0.161,0.412,1.12e-05,0.122,0.848,73.449,audio_features,6JQ5lxEH8pUut8xPV2j4Gq,spotify:track:6JQ5lxEH8pUut8xPV2j4Gq,https://api.spotify.com/v1/tracks/6JQ5lxEH8pUut8xPV2j4Gq,https://api.spotify.com/v1/audio-analysis/6JQ5lxEH8pUut8xPV2j4Gq,153800,4
608,Things In Life,5h1Y5ZU60rke2qJbQYGgBN,spotify:track:5h1Y5ZU60rke2qJbQYGgBN,Dennis Brown,Lloyd Daley's Matador Productions 1968-72: Reggae Classics From The Originator,3mRQoE9cU9M2xqmj7UW3Kb,spotify:album:3mRQoE9cU9M2xqmj7UW3Kb,0.787,0.287,10,-16.78,0,0.241,0.574,0.0445,0.113,0.793,141.567,audio_features,5h1Y5ZU60rke2qJbQYGgBN,spotify:track:5h1Y5ZU60rke2qJbQYGgBN,https://api.spotify.com/v1/tracks/5h1Y5ZU60rke2qJbQYGgBN,https://api.spotify.com/v1/audio-analysis/5h1Y5ZU60rke2qJbQYGgBN,193027,4
609,Here I Come,0LSHXCQswjJre98L53YrOH,spotify:track:0LSHXCQswjJre98L53YrOH,Dennis Brown,Love & Hate,7cwpEL5QNoTQXJ5Htzt0ls,spotify:album:7cwpEL5QNoTQXJ5Htzt0ls,0.856,0.438,7,-10.39,1,0.226,0.0364,2.06e-06,0.0905,0.584,74.3,audio_features,0LSHXCQswjJre98L53YrOH,spotify:track:0LSHXCQswjJre98L53YrOH,https://api.spotify.com/v1/tracks/0LSHXCQswjJre98L53YrOH,https://api.spotify.com/v1/audio-analysis/0LSHXCQswjJre98L53YrOH,266200,4
610,Easy Take It Easy,1p2jgDaOrqQnLhxANoTKOp,spotify:track:1p2jgDaOrqQnLhxANoTKOp,Dennis Brown,Studio One Rocksteady,00i0Cpk6Pn8aLi8ngVay2w,spotify:album:00i0Cpk6Pn8aLi8ngVay2w,0.847,0.363,1,-8.757,0,0.0493,0.168,0.0,0.12,0.821,76.884,audio_features,1p2jgDaOrqQnLhxANoTKOp,spotify:track:1p2jgDaOrqQnLhxANoTKOp,https://api.spotify.com/v1/tracks/1p2jgDaOrqQnLhxANoTKOp,https://api.spotify.com/v1/audio-analysis/1p2jgDaOrqQnLhxANoTKOp,283973,4
611,Let Me Down Easy,41Z1gnggllzvu7qOWTaSTE,spotify:track:41Z1gnggllzvu7qOWTaSTE,Dennis Brown,Super Reggae & Soul Hits,0IJUDErou9bNaYz6gXkwAP,spotify:album:0IJUDErou9bNaYz6gXkwAP,0.743,0.443,7,-11.808,1,0.0878,0.049,1.25e-05,0.131,0.467,84.159,audio_features,41Z1gnggllzvu7qOWTaSTE,spotify:track:41Z1gnggllzvu7qOWTaSTE,https://api.spotify.com/v1/tracks/41Z1gnggllzvu7qOWTaSTE,https://api.spotify.com/v1/audio-analysis/41Z1gnggllzvu7qOWTaSTE,175027,4
612,Revolution,14uaxEtvwwTR2WnnvAfaj9,spotify:track:14uaxEtvwwTR2WnnvAfaj9,Dennis Brown,Love & Hate,7cwpEL5QNoTQXJ5Htzt0ls,spotify:album:7cwpEL5QNoTQXJ5Htzt0ls,0.754,0.458,9,-10.558,0,0.163,0.157,5.86e-06,0.106,0.744,84.603,audio_features,14uaxEtvwwTR2WnnvAfaj9,spotify:track:14uaxEtvwwTR2WnnvAfaj9,https://api.spotify.com/v1/tracks/14uaxEtvwwTR2WnnvAfaj9,https://api.spotify.com/v1/audio-analysis/14uaxEtvwwTR2WnnvAfaj9,262000,4
613,Lips of Wine,2Wv7ETWvaAmsQT2hk0Hk76,spotify:track:2Wv7ETWvaAmsQT2hk0Hk76,Dennis Brown,Super Reggae & Soul Hits,0IJUDErou9bNaYz6gXkwAP,spotify:album:0IJUDErou9bNaYz6gXkwAP,0.858,0.473,5,-10.158,1,0.0411,0.121,0.000376,0.0855,0.93,105.114,audio_features,2Wv7ETWvaAmsQT2hk0Hk76,spotify:track:2Wv7ETWvaAmsQT2hk0Hk76,https://api.spotify.com/v1/tracks/2Wv7ETWvaAmsQT2hk0Hk76,https://api.spotify.com/v1/audio-analysis/2Wv7ETWvaAmsQT2hk0Hk76,163827,4
614,Love Has Found Its Way,67WC3ZMEQDCvIEVIC0u2Gv,spotify:track:67WC3ZMEQDCvIEVIC0u2Gv,Dennis Brown,Love Has Found Its Way,0tnGHsEavusTKzuoiqbSFl,spotify:album:0tnGHsEavusTKzuoiqbSFl,0.773,0.617,8,-8.966,1,0.065,0.076,4.57e-05,0.0636,0.843,100.615,audio_features,67WC3ZMEQDCvIEVIC0u2Gv,spotify:track:67WC3ZMEQDCvIEVIC0u2Gv,https://api.spotify.com/v1/tracks/67WC3ZMEQDCvIEVIC0u2Gv,https://api.spotify.com/v1/audio-analysis/67WC3ZMEQDCvIEVIC0u2Gv,270840,4
615,Money In My Pocket - 1978 Version,7fN1LWS1NSodfQHtbQTaRu,spotify:track:7fN1LWS1NSodfQHtbQTaRu,Dennis Brown,Money in My Pocket: The Best of Dennis Brown,3gHGQ8q0W9k9RJS0hEe9Np,spotify:album:3gHGQ8q0W9k9RJS0hEe9Np,0.725,0.541,2,-8.866,1,0.0528,0.00336,2.57e-05,0.0768,0.83,138.272,audio_features,7fN1LWS1NSodfQHtbQTaRu,spotify:track:7fN1LWS1NSodfQHtbQTaRu,https://api.spotify.com/v1/tracks/7fN1LWS1NSodfQHtbQTaRu,https://api.spotify.com/v1/audio-analysis/7fN1LWS1NSodfQHtbQTaRu,231093,4
616,Promised Land,3SmlQ9SaXbkmeXrXNF5ojP,spotify:track:3SmlQ9SaXbkmeXrXNF5ojP,Dennis Brown,Love & Hate,7cwpEL5QNoTQXJ5Htzt0ls,spotify:album:7cwpEL5QNoTQXJ5Htzt0ls,0.746,0.386,10,-11.985,1,0.142,0.408,0.0,0.0884,0.744,134.626,audio_features,3SmlQ9SaXbkmeXrXNF5ojP,spotify:track:3SmlQ9SaXbkmeXrXNF5ojP,https://api.spotify.com/v1/tracks/3SmlQ9SaXbkmeXrXNF5ojP,https://api.spotify.com/v1/audio-analysis/3SmlQ9SaXbkmeXrXNF5ojP,284800,4
617,Money In My Pocket,6JQ5lxEH8pUut8xPV2j4Gq,spotify:track:6JQ5lxEH8pUut8xPV2j4Gq,Dennis Brown,Reflections,72xWB0Sd1y8QykvX6PTTxl,spotify:album:72xWB0Sd1y8QykvX6PTTxl,0.768,0.487,2,-7.026,0,0.161,0.412,1.12e-05,0.122,0.848,73.449,audio_features,6JQ5lxEH8pUut8xPV2j4Gq,spotify:track:6JQ5lxEH8pUut8xPV2j4Gq,https://api.spotify.com/v1/tracks/6JQ5lxEH8pUut8xPV2j4Gq,https://api.spotify.com/v1/audio-analysis/6JQ5lxEH8pUut8xPV2j4Gq,153800,4
618,Things In Life,5h1Y5ZU60rke2qJbQYGgBN,spotify:track:5h1Y5ZU60rke2qJbQYGgBN,Dennis Brown,Lloyd Daley's Matador Productions 1968-72: Reggae Classics From The Originator,3mRQoE9cU9M2xqmj7UW3Kb,spotify:album:3mRQoE9cU9M2xqmj7UW3Kb,0.787,0.287,10,-16.78,0,0.241,0.574,0.0445,0.113,0.793,141.567,audio_features,5h1Y5ZU60rke2qJbQYGgBN,spotify:track:5h1Y5ZU60rke2qJbQYGgBN,https://api.spotify.com/v1/tracks/5h1Y5ZU60rke2qJbQYGgBN,https://api.spotify.com/v1/audio-analysis/5h1Y5ZU60rke2qJbQYGgBN,193027,4
619,Here I Come,0LSHXCQswjJre98L53YrOH,spotify:track:0LSHXCQswjJre98L53YrOH,Dennis Brown,Love & Hate,7cwpEL5QNoTQXJ5Htzt0ls,spotify:album:7cwpEL5QNoTQXJ5Htzt0ls,0.856,0.438,7,-10.39,1,0.226,0.0364,2.06e-06,0.0905,0.584,74.3,audio_features,0LSHXCQswjJre98L53YrOH,spotify:track:0LSHXCQswjJre98L53YrOH,https://api.spotify.com/v1/tracks/0LSHXCQswjJre98L53YrOH,https://api.spotify.com/v1/audio-analysis/0LSHXCQswjJre98L53YrOH,266200,4
620,Easy Take It Easy,1p2jgDaOrqQnLhxANoTKOp,spotify:track:1p2jgDaOrqQnLhxANoTKOp,Dennis Brown,Studio One Rocksteady,00i0Cpk6Pn8aLi8ngVay2w,spotify:album:00i0Cpk6Pn8aLi8ngVay2w,0.847,0.363,1,-8.757,0,0.0493,0.168,0.0,0.12,0.821,76.884,audio_features,1p2jgDaOrqQnLhxANoTKOp,spotify:track:1p2jgDaOrqQnLhxANoTKOp,https://api.spotify.com/v1/tracks/1p2jgDaOrqQnLhxANoTKOp,https://api.spotify.com/v1/audio-analysis/1p2jgDaOrqQnLhxANoTKOp,283973,4
621,Let Me Down Easy,41Z1gnggllzvu7qOWTaSTE,spotify:track:41Z1gnggllzvu7qOWTaSTE,Dennis Brown,Super Reggae & Soul Hits,0IJUDErou9bNaYz6gXkwAP,spotify:album:0IJUDErou9bNaYz6gXkwAP,0.743,0.443,7,-11.808,1,0.0878,0.049,1.25e-05,0.131,0.467,84.159,audio_features,41Z1gnggllzvu7qOWTaSTE,spotify:track:41Z1gnggllzvu7qOWTaSTE,https://api.spotify.com/v1/tracks/41Z1gnggllzvu7qOWTaSTE,https://api.spotify.com/v1/audio-analysis/41Z1gnggllzvu7qOWTaSTE,175027,4
622,Revolution,14uaxEtvwwTR2WnnvAfaj9,spotify:track:14uaxEtvwwTR2WnnvAfaj9,Dennis Brown,Love & Hate,7cwpEL5QNoTQXJ5Htzt0ls,spotify:album:7cwpEL5QNoTQXJ5Htzt0ls,0.754,0.458,9,-10.558,0,0.163,0.157,5.86e-06,0.106,0.744,84.603,audio_features,14uaxEtvwwTR2WnnvAfaj9,spotify:track:14uaxEtvwwTR2WnnvAfaj9,https://api.spotify.com/v1/tracks/14uaxEtvwwTR2WnnvAfaj9,https://api.spotify.com/v1/audio-analysis/14uaxEtvwwTR2WnnvAfaj9,262000,4
623,Lips of Wine,2Wv7ETWvaAmsQT2hk0Hk76,spotify:track:2Wv7ETWvaAmsQT2hk0Hk76,Dennis Brown,Super Reggae & Soul Hits,0IJUDErou9bNaYz6gXkwAP,spotify:album:0IJUDErou9bNaYz6gXkwAP,0.858,0.473,5,-10.158,1,0.0411,0.121,0.000376,0.0855,0.93,105.114,audio_features,2Wv7ETWvaAmsQT2hk0Hk76,spotify:track:2Wv7ETWvaAmsQT2hk0Hk76,https://api.spotify.com/v1/tracks/2Wv7ETWvaAmsQT2hk0Hk76,https://api.spotify.com/v1/audio-analysis/2Wv7ETWvaAmsQT2hk0Hk76,163827,4
624,Love Has Found Its Way,67WC3ZMEQDCvIEVIC0u2Gv,spotify:track:67WC3ZMEQDCvIEVIC0u2Gv,Dennis Brown,Love Has Found Its Way,0tnGHsEavusTKzuoiqbSFl,spotify:album:0tnGHsEavusTKzuoiqbSFl,0.773,0.617,8,-8.966,1,0.065,0.076,4.57e-05,0.0636,0.843,100.615,audio_features,67WC3ZMEQDCvIEVIC0u2Gv,spotify:track:67WC3ZMEQDCvIEVIC0u2Gv,https://api.spotify.com/v1/tracks/67WC3ZMEQDCvIEVIC0u2Gv,https://api.spotify.com/v1/audio-analysis/67WC3ZMEQDCvIEVIC0u2Gv,270840,4
