,track_name,track_id,track_uri,artist,album_name,album_id,album_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,Murderer,4Qmbc7KFWkKvxBz5KjcA6g,spotify:track:4Qmbc7KFWkKvxBz5KjcA6g,Barrington Levy,"Original Ragga Muffin, Pt.1",5GT7CLKowdpkKRFaiYXfmN,spotify:album:5GT7CLKowdpkKRFaiYXfmN,0.866,0.548,0,-10.064,1,0.261,0.0785,0.272,0.0794,0.579,142.752,audio_features,4Qmbc7KFWkKvxBz5KjcA6g,spotify:track:4Qmbc7KFWkKvxBz5KjcA6g,https://api.spotify.com/v1/tracks/4Qmbc7KFWkKvxBz5KjcA6g,https://api.spotify.com/v1/audio-analysis/4Qmbc7KFWkKvxBz5KjcA6g,233160,4
1,Here I Come,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,Barrington Levy,Reggae Anthology: Sweet Reggae Music (1979-84),55FfXQVWDbB3tEC7L9lvzA,spotify:album:55FfXQVWDbB3tEC7L9lvzA,0.582,0.663,4,-6.547,0,0.0828,0.161,0.0,0.198,0.695,170.82,audio_features,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/tracks/4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/audio-analysis/4abVwdCy5QUcyI3KS2lMJK,217200,4
2,Black Roses,7a2FaJBUsniyDAOFoopHuM,spotify:track:7a2FaJBUsniyDAOFoopHuM,Barrington Levy,"Original Ragga Muffin, Pt.1",5GT7CLKowdpkKRFaiYXfmN,spotify:album:5GT7CLKowdpkKRFaiYXfmN,0.815,0.521,1,-7.043,1,0.0795,0.0658,0.00435,0.118,0.87,84.985,audio_features,7a2FaJBUsniyDAOFoopHuM,spotify:track:7a2FaJBUsniyDAOFoopHuM,https://api.spotify.com/v1/tracks/7a2FaJBUsniyDAOFoopHuM,https://api.spotify.com/v1/audio-analysis/7a2FaJBUsniyDAOFoopHuM,187600,4
3,The Voices Of Sweet Jamaica - All Star Remix,6ueDnmAamC2RcxY9izQQia,spotify:track:6ueDnmAamC2RcxY9izQQia,Shaggy,The Voices Of Sweet Jamaica,7CZ9pJ8wS1qyal2hnMf2qj,spotify:album:7CZ9pJ8wS1qyal2hnMf2qj,0.669,0.71,10,-3.644,1,0.134,0.034,0.0,0.144,0.908,174.052,audio_features,6ueDnmAamC2RcxY9izQQia,spotify:track:6ueDnmAamC2RcxY9izQQia,https://api.spotify.com/v1/tracks/6ueDnmAamC2RcxY9izQQia,https://api.spotify.com/v1/audio-analysis/6ueDnmAamC2RcxY9izQQia,246364,4
4,Under Me Sensi,2K4opmyBf45LWNP2ucm7Df,spotify:track:2K4opmyBf45LWNP2ucm7Df,Barrington Levy,Reggae Anthology: Sweet Reggae Music (1979-84),55FfXQVWDbB3tEC7L9lvzA,spotify:album:55FfXQVWDbB3tEC7L9lvzA,0.688,0.653,0,-6.675,1,0.138,0.0199,0.0,0.199,0.501,75.728,audio_features,2K4opmyBf45LWNP2ucm7Df,spotify:track:2K4opmyBf45LWNP2ucm7Df,https://api.spotify.com/v1/tracks/2K4opmyBf45LWNP2ucm7Df,https://api.spotify.com/v1/audio-analysis/2K4opmyBf45LWNP2ucm7Df,192493,4
5,Too Experienced,1Se858cFyzqNuGhGcOF9qy,spotify:track:1Se858cFyzqNuGhGcOF9qy,Barrington Levy,The Barrington Levy Collection,4SICH0NLMYcu9DRGsruyM2,spotify:album:4SICH0NLMYcu9DRGsruyM2,0.737,0.392,10,-13.351,0,0.138,0.103,0.0,0.208,0.718,175.755,audio_features,1Se858cFyzqNuGhGcOF9qy,spotify:track:1Se858cFyzqNuGhGcOF9qy,https://api.spotify.com/v1/tracks/1Se858cFyzqNuGhGcOF9qy,https://api.spotify.com/v1/audio-analysis/1Se858cFyzqNuGhGcOF9qy,202240,4
6,Pretty in Pink,2wLnz7IP0SV5CYvrPJB2TC,spotify:track:2wLnz7IP0SV5CYvrPJB2TC,Barrington Levy,Pretty in Pink,0A2E8lkS8S56y8cIwnG8EI,spotify:album:0A2E8lkS8S56y8cIwnG8EI,0.699,0.663,3,-3.886,0,0.524,0.25,1.82e-06,0.235,0.774,121.322,audio_features,2wLnz7IP0SV5CYvrPJB2TC,spotify:track:2wLnz7IP0SV5CYvrPJB2TC,https://api.spotify.com/v1/tracks/2wLnz7IP0SV5CYvrPJB2TC,https://api.spotify.com/v1/audio-analysis/2wLnz7IP0SV5CYvrPJB2TC,213566,5
7,Black Roses,18S9oYAd39Y1EkvQM0wKLF,spotify:track:18S9oYAd39Y1EkvQM0wKLF,Barrington Levy,Acousticalevy,1mSLnHUXkTLxyngJuHES7L,spotify:album:1mSLnHUXkTLxyngJuHES7L,0.55,0.323,10,-9.764,0,0.0369,0.529,0.0,0.219,0.586,83.957,audio_features,18S9oYAd39Y1EkvQM0wKLF,spotify:track:18S9oYAd39Y1EkvQM0wKLF,https://api.spotify.com/v1/tracks/18S9oYAd39Y1EkvQM0wKLF,https://api.spotify.com/v1/audio-analysis/18S9oYAd39Y1EkvQM0wKLF,277660,4
8,Under Me Sensi,1IZCYeVjFEBgwbraQg4Gan,spotify:track:1IZCYeVjFEBgwbraQg4Gan,Barrington Levy,Bong Hits,07jKZULDuG6iDEVYASl8Pi,spotify:album:07jKZULDuG6iDEVYASl8Pi,0.864,0.504,1,-10.022,1,0.284,0.0416,0.0,0.0601,0.414,86.961,audio_features,1IZCYeVjFEBgwbraQg4Gan,spotify:track:1IZCYeVjFEBgwbraQg4Gan,https://api.spotify.com/v1/tracks/1IZCYeVjFEBgwbraQg4Gan,https://api.spotify.com/v1/audio-analysis/1IZCYeVjFEBgwbraQg4Gan,270373,4
9,Here I Come - Nu:Tone Remix,3329Yj53EPVYxcfP1ILS19,spotify:track:3329Yj53EPVYxcfP1ILS19,Barrington Levy,Here I Come (Nu:Tone Remix),00WjupPtxgQSvYDcWEsJUf,spotify:album:00WjupPtxgQSvYDcWEsJUf,0.6,0.927,11,-3.61,1,0.0399,0.000906,0.00844,0.153,0.343,87.009,audio_features,3329Yj53EPVYxcfP1ILS19,spotify:track:3329Yj53EPVYxcfP1ILS19,https://api.spotify.com/v1/tracks/3329Yj53EPVYxcfP1ILS19,https://api.spotify.com/v1/audio-analysis/3329Yj53EPVYxcfP1ILS19,322512,4
10,My Kinda Girl,3ca9aWbM7H6j138sWF4fPG,spotify:track:3ca9aWbM7H6j138sWF4fPG,Beres Hammond,Never Ending,6pJrd3qBSNWEeidE1W0Ukd,spotify:album:6pJrd3qBSNWEeidE1W0Ukd,0.68,0.716,10,-3.571,1,0.0719,0.0291,0.000422,0.0904,0.633,83.904,audio_features,3ca9aWbM7H6j138sWF4fPG,spotify:track:3ca9aWbM7H6j138sWF4fPG,https://api.spotify.com/v1/tracks/3ca9aWbM7H6j138sWF4fPG,https://api.spotify.com/v1/audio-analysis/3ca9aWbM7H6j138sWF4fPG,254966,4
11,Rock Away,2RlVyAjLnGJQYp7uzpfUta,spotify:track:2RlVyAjLnGJQYp7uzpfUta,Beres Hammond,Music Is Life,3IySm9LueCi3FKBNexYOh6,spotify:album:3IySm9LueCi3FKBNexYOh6,0.722,0.544,8,-5.924,1,0.075,0.0969,0.0,0.0836,0.805,83.789,audio_features,2RlVyAjLnGJQYp7uzpfUta,spotify:track:2RlVyAjLnGJQYp7uzpfUta,https://api.spotify.com/v1/tracks/2RlVyAjLnGJQYp7uzpfUta,https://api.spotify.com/v1/audio-analysis/2RlVyAjLnGJQYp7uzpfUta,239200,4
12,They Gonna Talk,76BXmJ9QlH6zoiWVDMX35k,spotify:track:76BXmJ9QlH6zoiWVDMX35k,Beres Hammond,Music Is Life,3IySm9LueCi3FKBNexYOh6,spotify:album:3IySm9LueCi3FKBNexYOh6,0.742,0.649,9,-6.568,1,0.0811,0.161,0.0,0.0449,0.903,153.983,audio_features,76BXmJ9QlH6zoiWVDMX35k,spotify:track:76BXmJ9QlH6zoiWVDMX35k,https://api.spotify.com/v1/tracks/76BXmJ9QlH6zoiWVDMX35k,https://api.spotify.com/v1/audio-analysis/76BXmJ9QlH6zoiWVDMX35k,237200,4
13,I Feel Good,2OwvleQsnjgOYbH3RRfwQr,spotify:track:2OwvleQsnjgOYbH3RRfwQr,Beres Hammond,A Moment In Time,02p7gkI3r0m3J1wWU11uex,spotify:album:02p7gkI3r0m3J1wWU11uex,0.632,0.606,7,-5.463,1,0.289,0.0409,0.0,0.0534,0.62,168.195,audio_features,2OwvleQsnjgOYbH3RRfwQr,spotify:track:2OwvleQsnjgOYbH3RRfwQr,https://api.spotify.com/v1/tracks/2OwvleQsnjgOYbH3RRfwQr,https://api.spotify.com/v1/audio-analysis/2OwvleQsnjgOYbH3RRfwQr,222960,4
14,In My Arms,6lWwV7yfTJH0sPMqd1lpfq,spotify:track:6lWwV7yfTJH0sPMqd1lpfq,Beres Hammond,"One Love, One Life",6Zx65ILksaqErTeClBiVl1,spotify:album:6Zx65ILksaqErTeClBiVl1,0.682,0.872,8,-4.363,1,0.127,0.323,0.0,0.286,0.849,75.983,audio_features,6lWwV7yfTJH0sPMqd1lpfq,spotify:track:6lWwV7yfTJH0sPMqd1lpfq,https://api.spotify.com/v1/tracks/6lWwV7yfTJH0sPMqd1lpfq,https://api.spotify.com/v1/audio-analysis/6lWwV7yfTJH0sPMqd1lpfq,224653,4
15,Tempted to Touch,7xWJZPD37Nw05cAxxBD227,spotify:track:7xWJZPD37Nw05cAxxBD227,Beres Hammond,Reggae Max: Beres Hammond,0UDoEPw8fEVEVD40nIPjl1,spotify:album:0UDoEPw8fEVEVD40nIPjl1,0.739,0.565,0,-12.607,1,0.0664,0.000552,0.00104,0.0293,0.707,82.234,audio_features,7xWJZPD37Nw05cAxxBD227,spotify:track:7xWJZPD37Nw05cAxxBD227,https://api.spotify.com/v1/tracks/7xWJZPD37Nw05cAxxBD227,https://api.spotify.com/v1/audio-analysis/7xWJZPD37Nw05cAxxBD227,228267,4
16,A Little More Time,3k7hBXPO3Y9Hho1mMB02FQ,spotify:track:3k7hBXPO3Y9Hho1mMB02FQ,Beres Hammond,Penthouse Flashback Series: Beres & Buju,09BZyH3s0PJbaQKEXk46OU,spotify:album:09BZyH3s0PJbaQKEXk46OU,0.741,0.414,1,-11.722,1,0.422,0.0984,1.86e-06,0.114,0.587,172.547,audio_features,3k7hBXPO3Y9Hho1mMB02FQ,spotify:track:3k7hBXPO3Y9Hho1mMB02FQ,https://api.spotify.com/v1/tracks/3k7hBXPO3Y9Hho1mMB02FQ,https://api.spotify.com/v1/audio-analysis/3k7hBXPO3Y9Hho1mMB02FQ,249678,4
17,Can You Play Some More (Pull It Up),1CCEL3jEqzb1ILPsWsxWZz,spotify:track:1CCEL3jEqzb1ILPsWsxWZz,Beres Hammond,Can't Stop A Man,6ghigyTicHIi5CjSMVzFa9,spotify:album:6ghigyTicHIi5CjSMVzFa9,0.735,0.772,1,-6.946,1,0.367,0.207,0.0,0.0757,0.854,93.075,audio_features,1CCEL3jEqzb1ILPsWsxWZz,spotify:track:1CCEL3jEqzb1ILPsWsxWZz,https://api.spotify.com/v1/tracks/1CCEL3jEqzb1ILPsWsxWZz,https://api.spotify.com/v1/audio-analysis/1CCEL3jEqzb1ILPsWsxWZz,213493,4
18,What One Dance Can Do,53RBKpfi5AqQKEvjEU55i1,spotify:track:53RBKpfi5AqQKEvjEU55i1,Beres Hammond,Can't Stop A Man,6ghigyTicHIi5CjSMVzFa9,spotify:album:6ghigyTicHIi5CjSMVzFa9,0.805,0.657,0,-7.067,1,0.0652,0.0329,0.0,0.0965,0.53,89.946,audio_features,53RBKpfi5AqQKEvjEU55i1,spotify:track:53RBKpfi5AqQKEvjEU55i1,https://api.spotify.com/v1/tracks/53RBKpfi5AqQKEvjEU55i1,https://api.spotify.com/v1/audio-analysis/53RBKpfi5AqQKEvjEU55i1,252147,4
19,Can't Stop A Man,6wUlIoheUNEQV9fPidzNpi,spotify:track:6wUlIoheUNEQV9fPidzNpi,Beres Hammond,Can't Stop A Man,6ghigyTicHIi5CjSMVzFa9,spotify:album:6ghigyTicHIi5CjSMVzFa9,0.687,0.672,7,-4.867,1,0.144,0.268,0.0,0.113,0.617,81.616,audio_features,6wUlIoheUNEQV9fPidzNpi,spotify:track:6wUlIoheUNEQV9fPidzNpi,https://api.spotify.com/v1/tracks/6wUlIoheUNEQV9fPidzNpi,https://api.spotify.com/v1/audio-analysis/6wUlIoheUNEQV9fPidzNpi,229280,4
20,Night Nurse,4DQttwipnILl88cru3BRZx,spotify:track:4DQttwipnILl88cru3BRZx,Gregory Isaacs,Night Nurse,2HEXjNNUSOwBmhyaEXG5yx,spotify:album:2HEXjNNUSOwBmhyaEXG5yx,0.824,0.366,7,-10.96,1,0.145,0.039,0.106,0.0403,0.895,73.949,audio_features,4DQttwipnILl88cru3BRZx,spotify:track:4DQttwipnILl88cru3BRZx,https://api.spotify.com/v1/tracks/4DQttwipnILl88cru3BRZx,https://api.spotify.com/v1/audio-analysis/4DQttwipnILl88cru3BRZx,249533,4
21,Cool Down The Pace,4llIZen1Cn4mi3DJm2Lqlz,spotify:track:4llIZen1Cn4mi3DJm2Lqlz,Gregory Isaacs,Night Nurse,2HEXjNNUSOwBmhyaEXG5yx,spotify:album:2HEXjNNUSOwBmhyaEXG5yx,0.87,0.299,10,-13.409,1,0.248,0.122,0.0514,0.0926,0.933,75.895,audio_features,4llIZen1Cn4mi3DJm2Lqlz,spotify:track:4llIZen1Cn4mi3DJm2Lqlz,https://api.spotify.com/v1/tracks/4llIZen1Cn4mi3DJm2Lqlz,https://api.spotify.com/v1/audio-analysis/4llIZen1Cn4mi3DJm2Lqlz,317360,4
22,Babylon Too Rough,3Zrwb5r2yU1MPIUrbbq09T,spotify:track:3Zrwb5r2yU1MPIUrbbq09T,Gregory Isaacs,The Best of Gregory Isaacs,1Y2S9QSaLyeg3hbyXRFZLM,spotify:album:1Y2S9QSaLyeg3hbyXRFZLM,0.786,0.464,2,-8.588,1,0.0759,0.000622,0.000813,0.232,0.433,72.674,audio_features,3Zrwb5r2yU1MPIUrbbq09T,spotify:track:3Zrwb5r2yU1MPIUrbbq09T,https://api.spotify.com/v1/tracks/3Zrwb5r2yU1MPIUrbbq09T,https://api.spotify.com/v1/audio-analysis/3Zrwb5r2yU1MPIUrbbq09T,175693,4
23,"Too Late - 7"" Mix",6Kc2RjSw2HXKNU2BZRlniN,spotify:track:6Kc2RjSw2HXKNU2BZRlniN,Gregory Isaacs,The Winner - The Roots of Gregory Isaacs 1974-1978,0XiWne50xxHBDoEE1XoLz6,spotify:album:0XiWne50xxHBDoEE1XoLz6,0.924,0.484,0,-8.96,1,0.205,0.0166,4.31e-05,0.0764,0.96,123.37,audio_features,6Kc2RjSw2HXKNU2BZRlniN,spotify:track:6Kc2RjSw2HXKNU2BZRlniN,https://api.spotify.com/v1/tracks/6Kc2RjSw2HXKNU2BZRlniN,https://api.spotify.com/v1/audio-analysis/6Kc2RjSw2HXKNU2BZRlniN,166787,4
24,House Of The Rising Sun,24RqLyY2w1QDZ3GJJ4xgrj,spotify:track:24RqLyY2w1QDZ3GJJ4xgrj,Gregory Isaacs,Pardon Me,6ZDet9mSZ1z472RVSNNnMc,spotify:album:6ZDet9mSZ1z472RVSNNnMc,0.861,0.217,7,-15.112,0,0.342,0.353,0.0181,0.117,0.592,75.656,audio_features,24RqLyY2w1QDZ3GJJ4xgrj,spotify:track:24RqLyY2w1QDZ3GJJ4xgrj,https://api.spotify.com/v1/tracks/24RqLyY2w1QDZ3GJJ4xgrj,https://api.spotify.com/v1/audio-analysis/24RqLyY2w1QDZ3GJJ4xgrj,303267,4
25,Stranger In Town,5yKTSHCysDQaAoBfljHQqs,spotify:track:5yKTSHCysDQaAoBfljHQqs,Gregory Isaacs,Night Nurse,2HEXjNNUSOwBmhyaEXG5yx,spotify:album:2HEXjNNUSOwBmhyaEXG5yx,0.839,0.354,7,-11.373,1,0.149,0.0185,0.00889,0.0801,0.884,146.419,audio_features,5yKTSHCysDQaAoBfljHQqs,spotify:track:5yKTSHCysDQaAoBfljHQqs,https://api.spotify.com/v1/tracks/5yKTSHCysDQaAoBfljHQqs,https://api.spotify.com/v1/audio-analysis/5yKTSHCysDQaAoBfljHQqs,229133,4
26,Material Man,4PAm0u3rGMWkjPdIwb0noC,spotify:track:4PAm0u3rGMWkjPdIwb0noC,Gregory Isaacs,Night Nurse,2HEXjNNUSOwBmhyaEXG5yx,spotify:album:2HEXjNNUSOwBmhyaEXG5yx,0.927,0.313,2,-12.213,1,0.12,0.0825,0.00839,0.0804,0.943,128.952,audio_features,4PAm0u3rGMWkjPdIwb0noC,spotify:track:4PAm0u3rGMWkjPdIwb0noC,https://api.spotify.com/v1/tracks/4PAm0u3rGMWkjPdIwb0noC,https://api.spotify.com/v1/audio-analysis/4PAm0u3rGMWkjPdIwb0noC,217467,4
27,Rock On,1rBALduosys0NqmfYu6WEZ,spotify:track:1rBALduosys0NqmfYu6WEZ,Gregory Isaacs,The Best of Gregory Isaacs,1Y2S9QSaLyeg3hbyXRFZLM,spotify:album:1Y2S9QSaLyeg3hbyXRFZLM,0.778,0.372,7,-11.814,1,0.232,0.183,1.83e-05,0.099,0.596,136.575,audio_features,1rBALduosys0NqmfYu6WEZ,spotify:track:1rBALduosys0NqmfYu6WEZ,https://api.spotify.com/v1/tracks/1rBALduosys0NqmfYu6WEZ,https://api.spotify.com/v1/audio-analysis/1rBALduosys0NqmfYu6WEZ,156587,4
28,Hot Stepper,5S0lcuJlVSUrhC3AuuZNwY,spotify:track:5S0lcuJlVSUrhC3AuuZNwY,Gregory Isaacs,Night Nurse,2HEXjNNUSOwBmhyaEXG5yx,spotify:album:2HEXjNNUSOwBmhyaEXG5yx,0.854,0.322,7,-11.887,1,0.108,0.164,0.000999,0.0856,0.934,134.595,audio_features,5S0lcuJlVSUrhC3AuuZNwY,spotify:track:5S0lcuJlVSUrhC3AuuZNwY,https://api.spotify.com/v1/tracks/5S0lcuJlVSUrhC3AuuZNwY,https://api.spotify.com/v1/audio-analysis/5S0lcuJlVSUrhC3AuuZNwY,276440,4
29,Sad To Know (You're Leaving),2A2zxpj3E9zJuFnqxYTVSx,spotify:track:2A2zxpj3E9zJuFnqxYTVSx,Gregory Isaacs,Night Nurse,2HEXjNNUSOwBmhyaEXG5yx,spotify:album:2HEXjNNUSOwBmhyaEXG5yx,0.869,0.348,2,-11.791,1,0.16,0.115,0.0459,0.0366,0.964,76.702,audio_features,2A2zxpj3E9zJuFnqxYTVSx,spotify:track:2A2zxpj3E9zJuFnqxYTVSx,https://api.spotify.com/v1/tracks/2A2zxpj3E9zJuFnqxYTVSx,https://api.spotify.com/v1/audio-analysis/2A2zxpj3E9zJuFnqxYTVSx,252267,4
30,Under Me Sleng Teng,1YjBJlLZh4wwnfYZCr3jrE,spotify:track:1YjBJlLZh4wwnfYZCr3jrE,Wayne Smith,Under Me Sleng Teng,43bIT6PuC4DKlvC4iKTWHA,spotify:album:43bIT6PuC4DKlvC4iKTWHA,0.826,0.508,2,-8.713,1,0.0798,0.148,0.0,0.124,0.91,81.564,audio_features,1YjBJlLZh4wwnfYZCr3jrE,spotify:track:1YjBJlLZh4wwnfYZCr3jrE,https://api.spotify.com/v1/tracks/1YjBJlLZh4wwnfYZCr3jrE,https://api.spotify.com/v1/audio-analysis/1YjBJlLZh4wwnfYZCr3jrE,247800,4
31,Dancing Machine / Killing Machine,6BkdFZFug0m550nm33nP9h,spotify:track:6BkdFZFug0m550nm33nP9h,General Levy,Dancing Machine / Killing Machine,7sAsD0ssz6RGUioHifrCLh,spotify:album:7sAsD0ssz6RGUioHifrCLh,0.798,0.644,8,-7.481,0,0.239,0.158,0.0,0.113,0.764,171.043,audio_features,6BkdFZFug0m550nm33nP9h,spotify:track:6BkdFZFug0m550nm33nP9h,https://api.spotify.com/v1/tracks/6BkdFZFug0m550nm33nP9h,https://api.spotify.com/v1/audio-analysis/6BkdFZFug0m550nm33nP9h,193167,4
32,Under Mi Sleng Teng,4vyJLM5bHR5UrzUcVejBOX,spotify:track:4vyJLM5bHR5UrzUcVejBOX,Wayne Smith,King At The Controls: Essential Hits From Reggae's Digital Revolution 1985-1989,341TN5Fo3QBWGA7tdDEBGu,spotify:album:341TN5Fo3QBWGA7tdDEBGu,0.793,0.748,2,-4.455,1,0.0546,0.188,0.0269,0.0738,0.714,80.613,audio_features,4vyJLM5bHR5UrzUcVejBOX,spotify:track:4vyJLM5bHR5UrzUcVejBOX,https://api.spotify.com/v1/tracks/4vyJLM5bHR5UrzUcVejBOX,https://api.spotify.com/v1/audio-analysis/4vyJLM5bHR5UrzUcVejBOX,199280,4
33,Time Is A Moment In Space,7GuyABTymyOd4oTBrzYT3J,spotify:track:7GuyABTymyOd4oTBrzYT3J,Wayne Smith,Jammys From The Roots [1977-1985],08PzT0lG7vm1bsvx8swS2P,spotify:album:08PzT0lG7vm1bsvx8swS2P,0.763,0.456,8,-9.687,1,0.0727,0.0874,6.64e-06,0.344,0.823,74.652,audio_features,7GuyABTymyOd4oTBrzYT3J,spotify:track:7GuyABTymyOd4oTBrzYT3J,https://api.spotify.com/v1/tracks/7GuyABTymyOd4oTBrzYT3J,https://api.spotify.com/v1/audio-analysis/7GuyABTymyOd4oTBrzYT3J,193227,4
34,Icky All Over,1UWlLiBJR4TD3iLKUCR3Zc,spotify:track:1UWlLiBJR4TD3iLKUCR3Zc,Wayne Smith,Under Me Sleng Teng,43bIT6PuC4DKlvC4iKTWHA,spotify:album:43bIT6PuC4DKlvC4iKTWHA,0.836,0.689,6,-7.389,1,0.0566,0.234,0.0,0.158,0.974,88.998,audio_features,1UWlLiBJR4TD3iLKUCR3Zc,spotify:track:1UWlLiBJR4TD3iLKUCR3Zc,https://api.spotify.com/v1/tracks/1UWlLiBJR4TD3iLKUCR3Zc,https://api.spotify.com/v1/audio-analysis/1UWlLiBJR4TD3iLKUCR3Zc,277973,4
35,E20,6lYwyMy2FwG3WSXiosUMV8,spotify:track:6lYwyMy2FwG3WSXiosUMV8,Wayne Smith,Under Me Sleng Teng,43bIT6PuC4DKlvC4iKTWHA,spotify:album:43bIT6PuC4DKlvC4iKTWHA,0.75,0.687,2,-7.027,1,0.068,0.0493,0.0,0.0384,0.705,172.682,audio_features,6lYwyMy2FwG3WSXiosUMV8,spotify:track:6lYwyMy2FwG3WSXiosUMV8,https://api.spotify.com/v1/tracks/6lYwyMy2FwG3WSXiosUMV8,https://api.spotify.com/v1/audio-analysis/6lYwyMy2FwG3WSXiosUMV8,226773,4
36,My Lord My God,1VieIBRoH2R2KNhlex64KC,spotify:track:1VieIBRoH2R2KNhlex64KC,Wayne Smith,Under Me Sleng Teng,43bIT6PuC4DKlvC4iKTWHA,spotify:album:43bIT6PuC4DKlvC4iKTWHA,0.84,0.619,5,-7.63,0,0.0736,0.0735,0.0,0.0895,0.965,91.017,audio_features,1VieIBRoH2R2KNhlex64KC,spotify:track:1VieIBRoH2R2KNhlex64KC,https://api.spotify.com/v1/tracks/1VieIBRoH2R2KNhlex64KC,https://api.spotify.com/v1/audio-analysis/1VieIBRoH2R2KNhlex64KC,237760,4
37,The Sound - Dub Mix,2M1avjQagUPLjGowOYSj1H,spotify:track:2M1avjQagUPLjGowOYSj1H,Wayne Smith,The Sound,6yscvhDQxVJr8YH0uY0ECT,spotify:album:6yscvhDQxVJr8YH0uY0ECT,0.599,0.659,1,-9.646,1,0.121,0.174,0.0113,0.117,0.373,170.938,audio_features,2M1avjQagUPLjGowOYSj1H,spotify:track:2M1avjQagUPLjGowOYSj1H,https://api.spotify.com/v1/tracks/2M1avjQagUPLjGowOYSj1H,https://api.spotify.com/v1/audio-analysis/2M1avjQagUPLjGowOYSj1H,219813,4
38,Synchro Start,3yVLKn9Oqx2cOVvPqHp4Ch,spotify:track:3yVLKn9Oqx2cOVvPqHp4Ch,Wayne Smith,Computerised Dub,1KiG63kgVzHL3qmFkV4ezh,spotify:album:1KiG63kgVzHL3qmFkV4ezh,0.8,0.744,6,-11.886,0,0.139,0.007,0.856,0.114,0.784,172.585,audio_features,3yVLKn9Oqx2cOVvPqHp4Ch,spotify:track:3yVLKn9Oqx2cOVvPqHp4Ch,https://api.spotify.com/v1/tracks/3yVLKn9Oqx2cOVvPqHp4Ch,https://api.spotify.com/v1/audio-analysis/3yVLKn9Oqx2cOVvPqHp4Ch,130293,4
39,Ain't No Meaning,1djHXBrZRdPDny3wYhzml6,spotify:track:1djHXBrZRdPDny3wYhzml6,Wayne Smith,King Jammy's: Selector's Choice Vol. 1,7nV9RU2EmO0knzFFwrPsWC,spotify:album:7nV9RU2EmO0knzFFwrPsWC,0.607,0.773,6,-5.129,0,0.0849,0.0406,0.0,0.321,0.657,83.841,audio_features,1djHXBrZRdPDny3wYhzml6,spotify:track:1djHXBrZRdPDny3wYhzml6,https://api.spotify.com/v1/tracks/1djHXBrZRdPDny3wYhzml6,https://api.spotify.com/v1/audio-analysis/1djHXBrZRdPDny3wYhzml6,223653,4
40,She's My Lady,3LaqEGBBqst19IOBQXnDs7,spotify:track:3LaqEGBBqst19IOBQXnDs7,Administrators,"Reggae Hits, Vol. 4",5eHNOOFnd8yRaEdh7fIrBG,spotify:album:5eHNOOFnd8yRaEdh7fIrBG,0.735,0.563,0,-8.719,1,0.099,0.312,1.61e-05,0.102,0.851,85.293,audio_features,3LaqEGBBqst19IOBQXnDs7,spotify:track:3LaqEGBBqst19IOBQXnDs7,https://api.spotify.com/v1/tracks/3LaqEGBBqst19IOBQXnDs7,https://api.spotify.com/v1/audio-analysis/3LaqEGBBqst19IOBQXnDs7,240173,4
41,Emergency,2oEdxXmJypjFezXAmOSkX2,spotify:track:2oEdxXmJypjFezXAmOSkX2,Administrators,"The Best of Original British Lovers Rock, Vol. 2",3IBTYmk029g4H9dk23T8eE,spotify:album:3IBTYmk029g4H9dk23T8eE,0.825,0.535,6,-5.586,1,0.128,0.0695,0.000226,0.0569,0.704,78.036,audio_features,2oEdxXmJypjFezXAmOSkX2,spotify:track:2oEdxXmJypjFezXAmOSkX2,https://api.spotify.com/v1/tracks/2oEdxXmJypjFezXAmOSkX2,https://api.spotify.com/v1/audio-analysis/2oEdxXmJypjFezXAmOSkX2,320893,4
42,Making Love,5UbYd4Kv0KNVwbRiwdlr1Z,spotify:track:5UbYd4Kv0KNVwbRiwdlr1Z,Barry Boom,The Living Boom,6BaUt1obOb5fcxLiUIfQPD,spotify:album:6BaUt1obOb5fcxLiUIfQPD,0.808,0.152,11,-15.838,1,0.544,0.00285,0.000953,0.0584,0.669,164.004,audio_features,5UbYd4Kv0KNVwbRiwdlr1Z,spotify:track:5UbYd4Kv0KNVwbRiwdlr1Z,https://api.spotify.com/v1/tracks/5UbYd4Kv0KNVwbRiwdlr1Z,https://api.spotify.com/v1/audio-analysis/5UbYd4Kv0KNVwbRiwdlr1Z,246267,4
43,Dial My Number,31nIKMF96AXMAdSItbVjRP,spotify:track:31nIKMF96AXMAdSItbVjRP,Barry Boom,"Reggae Hits, Vol. 11",2zatc6dFsi9q3wBQAX44de,spotify:album:2zatc6dFsi9q3wBQAX44de,0.748,0.36,7,-9.129,0,0.0792,0.0316,0.0,0.0653,0.704,142.059,audio_features,31nIKMF96AXMAdSItbVjRP,spotify:track:31nIKMF96AXMAdSItbVjRP,https://api.spotify.com/v1/tracks/31nIKMF96AXMAdSItbVjRP,https://api.spotify.com/v1/audio-analysis/31nIKMF96AXMAdSItbVjRP,219693,4
