,track_name,artist,album,release_date,explicit,track_id,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
0BweE3lWBMXRPWWLtLV5z8,Count Me In,Rebelution,Count Me In,2014-06-10,False,0BweE3lWBMXRPWWLtLV5z8,spotify:track:0BweE3lWBMXRPWWLtLV5z8,0.8,0.661,7,-8.291,1,0.0304,0.0204,0.000107,0.0687,0.59,92.015,audio_features,0BweE3lWBMXRPWWLtLV5z8,spotify:track:0BweE3lWBMXRPWWLtLV5z8,https://api.spotify.com/v1/tracks/0BweE3lWBMXRPWWLtLV5z8,https://api.spotify.com/v1/audio-analysis/0BweE3lWBMXRPWWLtLV5z8,189613,4,reggae
0BweE3lWBMXRPWWLtLV5z8,Count Me In,Rebelution,Count Me In,2014-06-10,False,0BweE3lWBMXRPWWLtLV5z8,spotify:track:0BweE3lWBMXRPWWLtLV5z8,0.8,0.661,7,-8.291,1,0.0304,0.0204,0.000107,0.0687,0.59,92.015,audio_features,0BweE3lWBMXRPWWLtLV5z8,spotify:track:0BweE3lWBMXRPWWLtLV5z8,https://api.spotify.com/v1/tracks/0BweE3lWBMXRPWWLtLV5z8,https://api.spotify.com/v1/audio-analysis/0BweE3lWBMXRPWWLtLV5z8,189613,4,reggae
0BweE3lWBMXRPWWLtLV5z8,Count Me In,Rebelution,Count Me In,2014-06-10,False,0BweE3lWBMXRPWWLtLV5z8,spotify:track:0BweE3lWBMXRPWWLtLV5z8,0.8,0.661,7,-8.291,1,0.0304,0.0204,0.000107,0.0687,0.59,92.015,audio_features,0BweE3lWBMXRPWWLtLV5z8,spotify:track:0BweE3lWBMXRPWWLtLV5z8,https://api.spotify.com/v1/tracks/0BweE3lWBMXRPWWLtLV5z8,https://api.spotify.com/v1/audio-analysis/0BweE3lWBMXRPWWLtLV5z8,189613,4,reggae
0BweE3lWBMXRPWWLtLV5z8,Count Me In,Rebelution,Count Me In,2014-06-10,False,0BweE3lWBMXRPWWLtLV5z8,spotify:track:0BweE3lWBMXRPWWLtLV5z8,0.8,0.661,7,-8.291,1,0.0304,0.0204,0.000107,0.0687,0.59,92.015,audio_features,0BweE3lWBMXRPWWLtLV5z8,spotify:track:0BweE3lWBMXRPWWLtLV5z8,https://api.spotify.com/v1/tracks/0BweE3lWBMXRPWWLtLV5z8,https://api.spotify.com/v1/audio-analysis/0BweE3lWBMXRPWWLtLV5z8,189613,4,reggae
0BweE3lWBMXRPWWLtLV5z8,Count Me In,Rebelution,Count Me In,2014-06-10,False,0BweE3lWBMXRPWWLtLV5z8,spotify:track:0BweE3lWBMXRPWWLtLV5z8,0.8,0.661,7,-8.291,1,0.0304,0.0204,0.000107,0.0687,0.59,92.015,audio_features,0BweE3lWBMXRPWWLtLV5z8,spotify:track:0BweE3lWBMXRPWWLtLV5z8,https://api.spotify.com/v1/tracks/0BweE3lWBMXRPWWLtLV5z8,https://api.spotify.com/v1/audio-analysis/0BweE3lWBMXRPWWLtLV5z8,189613,4,reggae
0CE6bK2FLHwelRZRSjrfYu,Hey Girl,Damian Marley,Welcome to Jamrock,2005-01-01,False,0CE6bK2FLHwelRZRSjrfYu,spotify:track:0CE6bK2FLHwelRZRSjrfYu,0.891,0.692,2,-8.49,1,0.133,0.00742,8.94e-05,0.321,0.856,96.431,audio_features,0CE6bK2FLHwelRZRSjrfYu,spotify:track:0CE6bK2FLHwelRZRSjrfYu,https://api.spotify.com/v1/tracks/0CE6bK2FLHwelRZRSjrfYu,https://api.spotify.com/v1/audio-analysis/0CE6bK2FLHwelRZRSjrfYu,255587,4,reggae
0ClyovV5gcIyCXx3jS6JBK,The Lounge,Runaway Ricochet,Gas Station Culture (Deluxe Edition),2018-11-09,False,0ClyovV5gcIyCXx3jS6JBK,spotify:track:0ClyovV5gcIyCXx3jS6JBK,0.722,0.663,0,-4.844,1,0.0683,0.069,0.0,0.125,0.566,81.993,audio_features,0ClyovV5gcIyCXx3jS6JBK,spotify:track:0ClyovV5gcIyCXx3jS6JBK,https://api.spotify.com/v1/tracks/0ClyovV5gcIyCXx3jS6JBK,https://api.spotify.com/v1/audio-analysis/0ClyovV5gcIyCXx3jS6JBK,184181,4,reggae
0EDa4kZPlqmfRFyPgyIQiG,Psyche & Trim,The Upsetters,Return Of The Super Ape,1978,False,0EDa4kZPlqmfRFyPgyIQiG,spotify:track:0EDa4kZPlqmfRFyPgyIQiG,0.64,0.443,4,-12.455,0,0.115,0.264,1.73e-06,0.0453,0.692,137.395,audio_features,0EDa4kZPlqmfRFyPgyIQiG,spotify:track:0EDa4kZPlqmfRFyPgyIQiG,https://api.spotify.com/v1/tracks/0EDa4kZPlqmfRFyPgyIQiG,https://api.spotify.com/v1/audio-analysis/0EDa4kZPlqmfRFyPgyIQiG,228933,4,reggae
0EF9jh7TFBoaEbRpxA1DBq,Got It Right Here,Sizzla,Da Real Thing,2002-08-01,False,0EF9jh7TFBoaEbRpxA1DBq,spotify:track:0EF9jh7TFBoaEbRpxA1DBq,0.65,0.697,0,-5.814,1,0.276,0.00371,0.0,0.391,0.668,78.265,audio_features,0EF9jh7TFBoaEbRpxA1DBq,spotify:track:0EF9jh7TFBoaEbRpxA1DBq,https://api.spotify.com/v1/tracks/0EF9jh7TFBoaEbRpxA1DBq,https://api.spotify.com/v1/audio-analysis/0EF9jh7TFBoaEbRpxA1DBq,178293,4,reggae
0EKV1DjXLl9rpTCns8Kgsc,Boom Draw,Julian Marley,Awake,2009-01-01,False,0EKV1DjXLl9rpTCns8Kgsc,spotify:track:0EKV1DjXLl9rpTCns8Kgsc,0.917,0.745,7,-4.424,0,0.186,0.258,2.39e-05,0.382,0.935,142.001,audio_features,0EKV1DjXLl9rpTCns8Kgsc,spotify:track:0EKV1DjXLl9rpTCns8Kgsc,https://api.spotify.com/v1/tracks/0EKV1DjXLl9rpTCns8Kgsc,https://api.spotify.com/v1/audio-analysis/0EKV1DjXLl9rpTCns8Kgsc,339267,4,reggae
0EW5ryHx7alhsP5vno2WVy,007 (Shanty Town),Desmond Dekker,The Harder They Come,1972-01-01,False,0EW5ryHx7alhsP5vno2WVy,spotify:track:0EW5ryHx7alhsP5vno2WVy,0.917,0.454,8,-8.823,1,0.0467,0.623,0.000188,0.216,0.919,97.163,audio_features,0EW5ryHx7alhsP5vno2WVy,spotify:track:0EW5ryHx7alhsP5vno2WVy,https://api.spotify.com/v1/tracks/0EW5ryHx7alhsP5vno2WVy,https://api.spotify.com/v1/audio-analysis/0EW5ryHx7alhsP5vno2WVy,161173,4,reggae
0EeFF8Ft9Oz4euZhkEUs17,Lets Dub It Up,Dee Sharp,This Is Lovers Rock,2007,False,0EeFF8Ft9Oz4euZhkEUs17,spotify:track:0EeFF8Ft9Oz4euZhkEUs17,0.775,0.45,5,-9.384,1,0.0412,0.568,0.00855,0.153,0.824,132.083,audio_features,0EeFF8Ft9Oz4euZhkEUs17,spotify:track:0EeFF8Ft9Oz4euZhkEUs17,https://api.spotify.com/v1/tracks/0EeFF8Ft9Oz4euZhkEUs17,https://api.spotify.com/v1/audio-analysis/0EeFF8Ft9Oz4euZhkEUs17,248240,4,reggae
0EepcQxrVxvtmasZwk22vU,Middle East,Israel Vibration,Strength of My Life,1981-01-01,False,0EepcQxrVxvtmasZwk22vU,spotify:track:0EepcQxrVxvtmasZwk22vU,0.766,0.581,6,-9.678,0,0.192,0.0205,0.0,0.0641,0.874,148.092,audio_features,0EepcQxrVxvtmasZwk22vU,spotify:track:0EepcQxrVxvtmasZwk22vU,https://api.spotify.com/v1/tracks/0EepcQxrVxvtmasZwk22vU,https://api.spotify.com/v1/audio-analysis/0EepcQxrVxvtmasZwk22vU,282947,4,reggae
0EsdmkEvgyX0FiRq0lRUKZ,Light My Fire,Inner Circle,Light My Fire,2017-07-28,False,0EsdmkEvgyX0FiRq0lRUKZ,spotify:track:0EsdmkEvgyX0FiRq0lRUKZ,0.898,0.746,8,-2.689,1,0.136,0.145,0.00361,0.145,0.713,146.002,audio_features,0EsdmkEvgyX0FiRq0lRUKZ,spotify:track:0EsdmkEvgyX0FiRq0lRUKZ,https://api.spotify.com/v1/tracks/0EsdmkEvgyX0FiRq0lRUKZ,https://api.spotify.com/v1/audio-analysis/0EsdmkEvgyX0FiRq0lRUKZ,193776,4,reggae
0EwIa2bw4D5WNQQjqVQS9u,Storm Warning,The Skatalites,Treasure Isle Time,2013-12-17,False,0EwIa2bw4D5WNQQjqVQS9u,spotify:track:0EwIa2bw4D5WNQQjqVQS9u,0.958,0.492,0,-6.046,0,0.109,0.545,0.922,0.104,0.965,120.784,audio_features,0EwIa2bw4D5WNQQjqVQS9u,spotify:track:0EwIa2bw4D5WNQQjqVQS9u,https://api.spotify.com/v1/tracks/0EwIa2bw4D5WNQQjqVQS9u,https://api.spotify.com/v1/audio-analysis/0EwIa2bw4D5WNQQjqVQS9u,147600,4,reggae
0EzUwWnAPPtpEMoDB8zpCl,Yesterday,Carroll Thompson,Lovers Rock Classics,2011-12-19,False,0EzUwWnAPPtpEMoDB8zpCl,spotify:track:0EzUwWnAPPtpEMoDB8zpCl,0.733,0.407,0,-11.422,1,0.0769,0.195,0.00162,0.117,0.936,164.702,audio_features,0EzUwWnAPPtpEMoDB8zpCl,spotify:track:0EzUwWnAPPtpEMoDB8zpCl,https://api.spotify.com/v1/tracks/0EzUwWnAPPtpEMoDB8zpCl,https://api.spotify.com/v1/audio-analysis/0EzUwWnAPPtpEMoDB8zpCl,220370,4,reggae
0FXJkC3XA6UOyvti331jQw,"Rudy, A Message To You",Dandy Livingstone,Massive Reggae,2008-01-01,False,0FXJkC3XA6UOyvti331jQw,spotify:track:0FXJkC3XA6UOyvti331jQw,0.936,0.414,9,-8.942,0,0.0791,0.0211,0.453,0.11,0.899,107.438,audio_features,0FXJkC3XA6UOyvti331jQw,spotify:track:0FXJkC3XA6UOyvti331jQw,https://api.spotify.com/v1/tracks/0FXJkC3XA6UOyvti331jQw,https://api.spotify.com/v1/audio-analysis/0FXJkC3XA6UOyvti331jQw,152880,4,reggae
0FcwTKNR8eKGzhUFjAZCjK,Goodnight My Love,Barry Biggs,The Vintage Series: Barry Biggs,2000-07-11,False,0FcwTKNR8eKGzhUFjAZCjK,spotify:track:0FcwTKNR8eKGzhUFjAZCjK,0.783,0.581,5,-6.694,0,0.168,0.345,2.08e-05,0.0953,0.723,144.873,audio_features,0FcwTKNR8eKGzhUFjAZCjK,spotify:track:0FcwTKNR8eKGzhUFjAZCjK,https://api.spotify.com/v1/tracks/0FcwTKNR8eKGzhUFjAZCjK,https://api.spotify.com/v1/audio-analysis/0FcwTKNR8eKGzhUFjAZCjK,212160,4,reggae
0FgrTDmwXCORtgdyakTkzO,Love I Can Feel,John Holt,Lovers Rock,2015-04-30,False,0FgrTDmwXCORtgdyakTkzO,spotify:track:0FgrTDmwXCORtgdyakTkzO,0.847,0.719,3,-5.878,0,0.0405,0.225,6.65e-06,0.109,0.9,139.126,audio_features,0FgrTDmwXCORtgdyakTkzO,spotify:track:0FgrTDmwXCORtgdyakTkzO,https://api.spotify.com/v1/tracks/0FgrTDmwXCORtgdyakTkzO,https://api.spotify.com/v1/audio-analysis/0FgrTDmwXCORtgdyakTkzO,202120,4,reggae
0GFx1o6CfdQFtsDelzguua,Wandering Soul,HIRIE,Wandering Soul,2016-08-26,False,0GFx1o6CfdQFtsDelzguua,spotify:track:0GFx1o6CfdQFtsDelzguua,0.639,0.639,1,-7.91,1,0.0403,0.103,0.00177,0.108,0.573,133.95,audio_features,0GFx1o6CfdQFtsDelzguua,spotify:track:0GFx1o6CfdQFtsDelzguua,https://api.spotify.com/v1/tracks/0GFx1o6CfdQFtsDelzguua,https://api.spotify.com/v1/audio-analysis/0GFx1o6CfdQFtsDelzguua,309093,4,reggae
0GGPUysb8GpCG76dQH63te,The International Herb,Culture,Too Long In Slavery,1990-01-01,False,0GGPUysb8GpCG76dQH63te,spotify:track:0GGPUysb8GpCG76dQH63te,0.825,0.433,5,-13.085,0,0.337,0.0585,0.0,0.0618,0.687,127.686,audio_features,0GGPUysb8GpCG76dQH63te,spotify:track:0GGPUysb8GpCG76dQH63te,https://api.spotify.com/v1/tracks/0GGPUysb8GpCG76dQH63te,https://api.spotify.com/v1/audio-analysis/0GGPUysb8GpCG76dQH63te,200960,4,reggae
0GGPUysb8GpCG76dQH63te,The International Herb,Culture,Too Long In Slavery,1990-01-01,False,0GGPUysb8GpCG76dQH63te,spotify:track:0GGPUysb8GpCG76dQH63te,0.825,0.433,5,-13.085,0,0.337,0.0585,0.0,0.0618,0.687,127.686,audio_features,0GGPUysb8GpCG76dQH63te,spotify:track:0GGPUysb8GpCG76dQH63te,https://api.spotify.com/v1/tracks/0GGPUysb8GpCG76dQH63te,https://api.spotify.com/v1/audio-analysis/0GGPUysb8GpCG76dQH63te,200960,4,reggae
0GGPUysb8GpCG76dQH63te,The International Herb,Culture,Too Long In Slavery,1990-01-01,False,0GGPUysb8GpCG76dQH63te,spotify:track:0GGPUysb8GpCG76dQH63te,0.825,0.433,5,-13.085,0,0.337,0.0585,0.0,0.0618,0.687,127.686,audio_features,0GGPUysb8GpCG76dQH63te,spotify:track:0GGPUysb8GpCG76dQH63te,https://api.spotify.com/v1/tracks/0GGPUysb8GpCG76dQH63te,https://api.spotify.com/v1/audio-analysis/0GGPUysb8GpCG76dQH63te,200960,4,reggae
0GGPUysb8GpCG76dQH63te,The International Herb,Culture,Too Long In Slavery,1990-01-01,False,0GGPUysb8GpCG76dQH63te,spotify:track:0GGPUysb8GpCG76dQH63te,0.825,0.433,5,-13.085,0,0.337,0.0585,0.0,0.0618,0.687,127.686,audio_features,0GGPUysb8GpCG76dQH63te,spotify:track:0GGPUysb8GpCG76dQH63te,https://api.spotify.com/v1/tracks/0GGPUysb8GpCG76dQH63te,https://api.spotify.com/v1/audio-analysis/0GGPUysb8GpCG76dQH63te,200960,4,reggae
0GVLgoZU2g0XBy2ZmUaxTa,Good Time Girl,10 Ft. Ganja Plant,Presents,2007-06-06,False,0GVLgoZU2g0XBy2ZmUaxTa,spotify:track:0GVLgoZU2g0XBy2ZmUaxTa,0.691,0.723,6,-10.952,1,0.046,0.0526,0.367,0.254,0.967,77.835,audio_features,0GVLgoZU2g0XBy2ZmUaxTa,spotify:track:0GVLgoZU2g0XBy2ZmUaxTa,https://api.spotify.com/v1/tracks/0GVLgoZU2g0XBy2ZmUaxTa,https://api.spotify.com/v1/audio-analysis/0GVLgoZU2g0XBy2ZmUaxTa,218360,4,reggae
0GmOHn2XofRigQ4Eaqu6jQ,Jah Rastafari - 2001 Digital Remaster,Culture,International Herb,1979,False,0GmOHn2XofRigQ4Eaqu6jQ,spotify:track:0GmOHn2XofRigQ4Eaqu6jQ,0.756,0.546,9,-9.359,1,0.161,0.205,0.0,0.329,0.949,75.354,audio_features,0GmOHn2XofRigQ4Eaqu6jQ,spotify:track:0GmOHn2XofRigQ4Eaqu6jQ,https://api.spotify.com/v1/tracks/0GmOHn2XofRigQ4Eaqu6jQ,https://api.spotify.com/v1/audio-analysis/0GmOHn2XofRigQ4Eaqu6jQ,219133,4,reggae
0GoVXooqY92kQtaNOdCu8H,Françafrique,Tiken Jah Fakoly,Best Of,2016-05-27,False,0GoVXooqY92kQtaNOdCu8H,spotify:track:0GoVXooqY92kQtaNOdCu8H,0.71,0.696,7,-5.26,1,0.154,0.0125,0.0,0.294,0.388,86.679,audio_features,0GoVXooqY92kQtaNOdCu8H,spotify:track:0GoVXooqY92kQtaNOdCu8H,https://api.spotify.com/v1/tracks/0GoVXooqY92kQtaNOdCu8H,https://api.spotify.com/v1/audio-analysis/0GoVXooqY92kQtaNOdCu8H,261093,4,reggae
0H5tHbVIrKH2vw9mAYVTIm,Burn Babylon,Sylford Walker,Joe Gibbs Revive 45s Vol 1,1999-10-01,False,0H5tHbVIrKH2vw9mAYVTIm,spotify:track:0H5tHbVIrKH2vw9mAYVTIm,0.788,0.281,6,-14.737,0,0.136,0.0241,3.18e-06,0.282,0.663,140.489,audio_features,0H5tHbVIrKH2vw9mAYVTIm,spotify:track:0H5tHbVIrKH2vw9mAYVTIm,https://api.spotify.com/v1/tracks/0H5tHbVIrKH2vw9mAYVTIm,https://api.spotify.com/v1/audio-analysis/0H5tHbVIrKH2vw9mAYVTIm,204933,4,reggae
0HCORF1wVYhM1O5Jg1Hz1C,Africain à Paris,Tiken Jah Fakoly,L'Africain,2007-01-01,False,0HCORF1wVYhM1O5Jg1Hz1C,spotify:track:0HCORF1wVYhM1O5Jg1Hz1C,0.789,0.591,6,-8.185,0,0.043,0.276,2.08e-06,0.444,0.859,96.057,audio_features,0HCORF1wVYhM1O5Jg1Hz1C,spotify:track:0HCORF1wVYhM1O5Jg1Hz1C,https://api.spotify.com/v1/tracks/0HCORF1wVYhM1O5Jg1Hz1C,https://api.spotify.com/v1/audio-analysis/0HCORF1wVYhM1O5Jg1Hz1C,233027,4,reggae
0INtJm8gCJKtNaAYQNVlpZ,"You Don't Love Me (No, No, No) - Extended Mix",Dawn Penn,"No, No, No",1994,False,0INtJm8gCJKtNaAYQNVlpZ,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,0.811,0.428,7,-10.728,1,0.221,0.0122,0.317,0.344,0.653,80.962,audio_features,0INtJm8gCJKtNaAYQNVlpZ,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/tracks/0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/audio-analysis/0INtJm8gCJKtNaAYQNVlpZ,277893,4,reggae
0INtJm8gCJKtNaAYQNVlpZ,"You Don't Love Me (No, No, No) - Extended Mix",Dawn Penn,"No, No, No",1994,False,0INtJm8gCJKtNaAYQNVlpZ,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,0.811,0.428,7,-10.728,1,0.221,0.0122,0.317,0.344,0.653,80.962,audio_features,0INtJm8gCJKtNaAYQNVlpZ,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/tracks/0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/audio-analysis/0INtJm8gCJKtNaAYQNVlpZ,277893,4,reggae
0INtJm8gCJKtNaAYQNVlpZ,"You Don't Love Me (No, No, No) - Extended Mix",Dawn Penn,"No, No, No",1994,False,0INtJm8gCJKtNaAYQNVlpZ,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,0.811,0.428,7,-10.728,1,0.221,0.0122,0.317,0.344,0.653,80.962,audio_features,0INtJm8gCJKtNaAYQNVlpZ,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/tracks/0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/audio-analysis/0INtJm8gCJKtNaAYQNVlpZ,277893,4,reggae
0INtJm8gCJKtNaAYQNVlpZ,"You Don't Love Me (No, No, No) - Extended Mix",Dawn Penn,"No, No, No",1994,False,0INtJm8gCJKtNaAYQNVlpZ,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,0.811,0.428,7,-10.728,1,0.221,0.0122,0.317,0.344,0.653,80.962,audio_features,0INtJm8gCJKtNaAYQNVlpZ,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/tracks/0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/audio-analysis/0INtJm8gCJKtNaAYQNVlpZ,277893,4,reggae
0INtJm8gCJKtNaAYQNVlpZ,"You Don't Love Me (No, No, No) - Extended Mix",Dawn Penn,"No, No, No",1994,False,0INtJm8gCJKtNaAYQNVlpZ,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,0.811,0.428,7,-10.728,1,0.221,0.0122,0.317,0.344,0.653,80.962,audio_features,0INtJm8gCJKtNaAYQNVlpZ,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/tracks/0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/audio-analysis/0INtJm8gCJKtNaAYQNVlpZ,277893,4,reggae
0INtJm8gCJKtNaAYQNVlpZ,"You Don't Love Me (No, No, No) - Extended Mix",Dawn Penn,"No, No, No",1994,False,0INtJm8gCJKtNaAYQNVlpZ,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,0.811,0.428,7,-10.728,1,0.221,0.0122,0.317,0.344,0.653,80.962,audio_features,0INtJm8gCJKtNaAYQNVlpZ,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/tracks/0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/audio-analysis/0INtJm8gCJKtNaAYQNVlpZ,277893,4,reggae
0INtJm8gCJKtNaAYQNVlpZ,"You Don't Love Me (No, No, No) - Extended Mix",Dawn Penn,"No, No, No",1994,False,0INtJm8gCJKtNaAYQNVlpZ,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,0.811,0.428,7,-10.728,1,0.221,0.0122,0.317,0.344,0.653,80.962,audio_features,0INtJm8gCJKtNaAYQNVlpZ,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/tracks/0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/audio-analysis/0INtJm8gCJKtNaAYQNVlpZ,277893,4,reggae
0INtJm8gCJKtNaAYQNVlpZ,"You Don't Love Me (No, No, No) - Extended Mix",Dawn Penn,"No, No, No",1994,False,0INtJm8gCJKtNaAYQNVlpZ,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,0.811,0.428,7,-10.728,1,0.221,0.0122,0.317,0.344,0.653,80.962,audio_features,0INtJm8gCJKtNaAYQNVlpZ,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/tracks/0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/audio-analysis/0INtJm8gCJKtNaAYQNVlpZ,277893,4,reggae
0INtJm8gCJKtNaAYQNVlpZ,"You Don't Love Me (No, No, No) - Extended Mix",Dawn Penn,"No, No, No",1994,False,0INtJm8gCJKtNaAYQNVlpZ,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,0.811,0.428,7,-10.728,1,0.221,0.0122,0.317,0.344,0.653,80.962,audio_features,0INtJm8gCJKtNaAYQNVlpZ,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/tracks/0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/audio-analysis/0INtJm8gCJKtNaAYQNVlpZ,277893,4,reggae
0IaLdRY6LMsHgVJk9S9agX,DOPE FIEND,Kyle Smith,KYLE SMITH,2017-12-15,True,0IaLdRY6LMsHgVJk9S9agX,spotify:track:0IaLdRY6LMsHgVJk9S9agX,0.745,0.816,6,-5.372,1,0.132,0.222,0.0,0.235,0.765,90.027,audio_features,0IaLdRY6LMsHgVJk9S9agX,spotify:track:0IaLdRY6LMsHgVJk9S9agX,https://api.spotify.com/v1/tracks/0IaLdRY6LMsHgVJk9S9agX,https://api.spotify.com/v1/audio-analysis/0IaLdRY6LMsHgVJk9S9agX,171840,4,reggae
0IcjWuoXbhOFMyaDDINOyc,Nu Beginingz,Congo Natty,Jungle Revolution,2013-07-01,False,0IcjWuoXbhOFMyaDDINOyc,spotify:track:0IcjWuoXbhOFMyaDDINOyc,0.574,0.69,4,-7.313,0,0.223,0.0021,3.02e-06,0.38,0.624,158.117,audio_features,0IcjWuoXbhOFMyaDDINOyc,spotify:track:0IcjWuoXbhOFMyaDDINOyc,https://api.spotify.com/v1/tracks/0IcjWuoXbhOFMyaDDINOyc,https://api.spotify.com/v1/audio-analysis/0IcjWuoXbhOFMyaDDINOyc,206867,4,reggae
0IcjWuoXbhOFMyaDDINOyc,Nu Beginingz,Congo Natty,Jungle Revolution,2013-07-01,False,0IcjWuoXbhOFMyaDDINOyc,spotify:track:0IcjWuoXbhOFMyaDDINOyc,0.574,0.69,4,-7.313,0,0.223,0.0021,3.02e-06,0.38,0.624,158.117,audio_features,0IcjWuoXbhOFMyaDDINOyc,spotify:track:0IcjWuoXbhOFMyaDDINOyc,https://api.spotify.com/v1/tracks/0IcjWuoXbhOFMyaDDINOyc,https://api.spotify.com/v1/audio-analysis/0IcjWuoXbhOFMyaDDINOyc,206867,4,reggae
0IcjWuoXbhOFMyaDDINOyc,Nu Beginingz,Congo Natty,Jungle Revolution,2013-07-01,False,0IcjWuoXbhOFMyaDDINOyc,spotify:track:0IcjWuoXbhOFMyaDDINOyc,0.574,0.69,4,-7.313,0,0.223,0.0021,3.02e-06,0.38,0.624,158.117,audio_features,0IcjWuoXbhOFMyaDDINOyc,spotify:track:0IcjWuoXbhOFMyaDDINOyc,https://api.spotify.com/v1/tracks/0IcjWuoXbhOFMyaDDINOyc,https://api.spotify.com/v1/audio-analysis/0IcjWuoXbhOFMyaDDINOyc,206867,4,reggae
0IcjWuoXbhOFMyaDDINOyc,Nu Beginingz,Congo Natty,Jungle Revolution,2013-07-01,False,0IcjWuoXbhOFMyaDDINOyc,spotify:track:0IcjWuoXbhOFMyaDDINOyc,0.574,0.69,4,-7.313,0,0.223,0.0021,3.02e-06,0.38,0.624,158.117,audio_features,0IcjWuoXbhOFMyaDDINOyc,spotify:track:0IcjWuoXbhOFMyaDDINOyc,https://api.spotify.com/v1/tracks/0IcjWuoXbhOFMyaDDINOyc,https://api.spotify.com/v1/audio-analysis/0IcjWuoXbhOFMyaDDINOyc,206867,4,reggae
0J4fPyFpUvMq9WeC0WIJih,Don't Let me Suffer,Gregory Isaacs,Love Light,1986,False,0J4fPyFpUvMq9WeC0WIJih,spotify:track:0J4fPyFpUvMq9WeC0WIJih,0.718,0.562,10,-11.045,1,0.041,0.231,0.000453,0.149,0.966,137.846,audio_features,0J4fPyFpUvMq9WeC0WIJih,spotify:track:0J4fPyFpUvMq9WeC0WIJih,https://api.spotify.com/v1/tracks/0J4fPyFpUvMq9WeC0WIJih,https://api.spotify.com/v1/audio-analysis/0J4fPyFpUvMq9WeC0WIJih,211067,4,reggae
0JFXmQ1gdhDy1HAxYi4AV4,Out of Control,Jah Cure,Morgan Heritage & Jah Cure Defending the Roots,2016-10-28,False,0JFXmQ1gdhDy1HAxYi4AV4,spotify:track:0JFXmQ1gdhDy1HAxYi4AV4,0.606,0.535,7,-5.64,1,0.103,0.125,0.0,0.107,0.741,83.701,audio_features,0JFXmQ1gdhDy1HAxYi4AV4,spotify:track:0JFXmQ1gdhDy1HAxYi4AV4,https://api.spotify.com/v1/tracks/0JFXmQ1gdhDy1HAxYi4AV4,https://api.spotify.com/v1/audio-analysis/0JFXmQ1gdhDy1HAxYi4AV4,203853,4,reggae
0JYUxplXfpjtrmYzpucP4U,Wisdom,Jah Lion,Reggae Greats,1984,False,0JYUxplXfpjtrmYzpucP4U,spotify:track:0JYUxplXfpjtrmYzpucP4U,0.667,0.423,9,-16.886,1,0.238,0.225,9.2e-05,0.123,0.863,72.33,audio_features,0JYUxplXfpjtrmYzpucP4U,spotify:track:0JYUxplXfpjtrmYzpucP4U,https://api.spotify.com/v1/tracks/0JYUxplXfpjtrmYzpucP4U,https://api.spotify.com/v1/audio-analysis/0JYUxplXfpjtrmYzpucP4U,214667,4,reggae
