,track_id,track_name,track_uri,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1515,4qaxWylitp9qvg0zsaEqeo,Saddest Day,spotify:track:4qaxWylitp9qvg0zsaEqeo,No Holding Back,0.767,0.541,1,-4.877,1,0.0766,0.00165,4.75e-06,0.29,0.516,169.068,audio_features,4qaxWylitp9qvg0zsaEqeo,spotify:track:4qaxWylitp9qvg0zsaEqeo,https://api.spotify.com/v1/tracks/4qaxWylitp9qvg0zsaEqeo,https://api.spotify.com/v1/audio-analysis/4qaxWylitp9qvg0zsaEqeo,223400,4
1516,33I3oS8UkebR3KRvqxD9X0,Close To You,spotify:track:33I3oS8UkebR3KRvqxD9X0,Bonafide,0.781,0.478,6,-15.427,1,0.0561,0.0849,3.93e-06,0.0877,0.962,95.992,audio_features,33I3oS8UkebR3KRvqxD9X0,spotify:track:33I3oS8UkebR3KRvqxD9X0,https://api.spotify.com/v1/tracks/33I3oS8UkebR3KRvqxD9X0,https://api.spotify.com/v1/audio-analysis/33I3oS8UkebR3KRvqxD9X0,325800,4
1517,7vfNILkbsA7t4hSlyLlfbQ,Wild World,spotify:track:7vfNILkbsA7t4hSlyLlfbQ,The Best Of Me,0.566,0.495,0,-11.113,1,0.0394,0.259,9.49e-05,0.287,0.843,168.639,audio_features,7vfNILkbsA7t4hSlyLlfbQ,spotify:track:7vfNILkbsA7t4hSlyLlfbQ,https://api.spotify.com/v1/tracks/7vfNILkbsA7t4hSlyLlfbQ,https://api.spotify.com/v1/audio-analysis/7vfNILkbsA7t4hSlyLlfbQ,215667,4
1518,6ueDnmAamC2RcxY9izQQia,The Voices Of Sweet Jamaica - All Star Remix,spotify:track:6ueDnmAamC2RcxY9izQQia,The Voices Of Sweet Jamaica,0.669,0.71,10,-3.644,1,0.134,0.034,0.0,0.144,0.908,174.052,audio_features,6ueDnmAamC2RcxY9izQQia,spotify:track:6ueDnmAamC2RcxY9izQQia,https://api.spotify.com/v1/tracks/6ueDnmAamC2RcxY9izQQia,https://api.spotify.com/v1/audio-analysis/6ueDnmAamC2RcxY9izQQia,246364,4
1519,2FbRqjElIz5z5Dc69DoBS9,Young Lover,spotify:track:2FbRqjElIz5z5Dc69DoBS9,Reggae Anthology: The Sweet Sound Of Cocoa Tea,0.832,0.617,6,-7.039,0,0.12,0.0112,3.81e-05,0.0857,0.505,166.361,audio_features,2FbRqjElIz5z5Dc69DoBS9,spotify:track:2FbRqjElIz5z5Dc69DoBS9,https://api.spotify.com/v1/tracks/2FbRqjElIz5z5Dc69DoBS9,https://api.spotify.com/v1/audio-analysis/2FbRqjElIz5z5Dc69DoBS9,217693,4
1520,5Tuep0cDZI1D54Il9MJdoB,Trust,spotify:track:5Tuep0cDZI1D54Il9MJdoB,Trust,0.618,0.622,11,-7.05,0,0.312,0.126,0.0,0.532,0.312,114.017,audio_features,5Tuep0cDZI1D54Il9MJdoB,spotify:track:5Tuep0cDZI1D54Il9MJdoB,https://api.spotify.com/v1/tracks/5Tuep0cDZI1D54Il9MJdoB,https://api.spotify.com/v1/audio-analysis/5Tuep0cDZI1D54Il9MJdoB,185733,5
1521,1UFOUQ1Szs3fJWWWQDOreB,Champion,spotify:track:1UFOUQ1Szs3fJWWWQDOreB,'Til Shiloh,0.776,0.606,4,-9.855,0,0.317,0.0884,0.0,0.0743,0.539,180.048,audio_features,1UFOUQ1Szs3fJWWWQDOreB,spotify:track:1UFOUQ1Szs3fJWWWQDOreB,https://api.spotify.com/v1/tracks/1UFOUQ1Szs3fJWWWQDOreB,https://api.spotify.com/v1/audio-analysis/1UFOUQ1Szs3fJWWWQDOreB,237533,4
1522,00bnP8RyknzZMkNlEAO2ih,Ghetto Story,spotify:track:00bnP8RyknzZMkNlEAO2ih,Ghetto Story (Explicit Content U.S. Version),0.613,0.563,2,-8.206,1,0.358,0.338,0.0,0.381,0.775,103.371,audio_features,00bnP8RyknzZMkNlEAO2ih,spotify:track:00bnP8RyknzZMkNlEAO2ih,https://api.spotify.com/v1/tracks/00bnP8RyknzZMkNlEAO2ih,https://api.spotify.com/v1/audio-analysis/00bnP8RyknzZMkNlEAO2ih,251640,5
1523,65RhyOvedCvfaR4OcAehYV,Vitamin S,spotify:track:65RhyOvedCvfaR4OcAehYV,Ghetto Story (Explicit Content U.S. Version),0.846,0.77,5,-5.905,1,0.299,0.106,0.0,0.0883,0.925,117.425,audio_features,65RhyOvedCvfaR4OcAehYV,spotify:track:65RhyOvedCvfaR4OcAehYV,https://api.spotify.com/v1/tracks/65RhyOvedCvfaR4OcAehYV,https://api.spotify.com/v1/audio-analysis/65RhyOvedCvfaR4OcAehYV,252893,5
1524,3ca9aWbM7H6j138sWF4fPG,My Kinda Girl,spotify:track:3ca9aWbM7H6j138sWF4fPG,Never Ending,0.68,0.716,10,-3.571,1,0.0719,0.0291,0.000422,0.0904,0.633,83.904,audio_features,3ca9aWbM7H6j138sWF4fPG,spotify:track:3ca9aWbM7H6j138sWF4fPG,https://api.spotify.com/v1/tracks/3ca9aWbM7H6j138sWF4fPG,https://api.spotify.com/v1/audio-analysis/3ca9aWbM7H6j138sWF4fPG,254966,4
1525,2RlVyAjLnGJQYp7uzpfUta,Rock Away,spotify:track:2RlVyAjLnGJQYp7uzpfUta,Music Is Life,0.722,0.544,8,-5.924,1,0.075,0.0969,0.0,0.0836,0.805,83.789,audio_features,2RlVyAjLnGJQYp7uzpfUta,spotify:track:2RlVyAjLnGJQYp7uzpfUta,https://api.spotify.com/v1/tracks/2RlVyAjLnGJQYp7uzpfUta,https://api.spotify.com/v1/audio-analysis/2RlVyAjLnGJQYp7uzpfUta,239200,4
